sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,res1_x,gpt_props1_x,res2_x,gpt_props2_x,res3_x,gpt_props3_x,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,Unnamed: 16,res1_y,gpt_props1_y,res2_y,gpt_props2_y,res3_y,gpt_props3_y,props_gpt4_majority,res1_y.1,gpt_props1_y.1,res2_y.1,gpt_props2_y.1,res3_y.1,gpt_props3_y.1
4315,[ 9 14],"Bishop Morlino does this in a moment when he is under heavy attack as a “hater” for defending the Church’s teaching on marriage—an attack, by the way, which prompted us here at The Remnant to join the fight to DEFEND BISHOP MORLINO last year.",Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repeated structure 'Bishop Morlino' is used to provide parity among longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repeated structure of 'Bishop Morlino does this' and 'an attack' creates a parallel grammatical structure.""
}",['grammatical_structure_(parison)'],"```json
{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text contrasts Bishop Morlino's current situation with the past attack on him.""
}
```",['comparison_(parallelism_in_argument)'],[],['grammatical_structure_(parison)'],-1,,"```json
{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The text exhibits parity among longer clauses through repetition, such as 'under heavy attack' and 'join the fight to DEFEND BISHOP MORLINO'.""
}
```",['grammatical_structure_(parison)'],"```json
{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The example text exhibits the property of parison with the repetition of 'attack' and 'defend', creating a parallel structure.""
}
```",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The example text uses the property of comparison, as it contrasts the Bishop being under attack as a 'hater' with the action of defending him and joining the fight."" 
}",['comparison_(parallelism_in_argument)'],[],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure through the repetition of 'attack' and the use of 'defend' and 'last year'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The use of 'when he is under heavy attack' and 'an attack, by the way, which prompted us' shows grammatical structure parallelism, creating a sense of balance and emphasis on the attack Bishop Morlino is facing.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The use of 'defending the Church’s teaching on marriage' and 'join the fight to DEFEND BISHOP MORLINO' exhibits the grammatical structure of parison, with parity among longer clauses from repetition.""
}",['grammatical_structure_(parison)']
4318,[14],Kill the Messenger,Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text shows parity among longer clauses through repetition, indicating the use of parison parallelism.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example text 'Kill the Messenger' exhibits parallelism in syllable length with each word having the same number of syllables.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example contains the repetition of the phrase 'Kill the Messenger' which demonstrates parity among longer clauses.""
}",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)"", ""comparison (parallelism in argument)""],
  ""Explanation"": ""The example text does not exhibit isocolon or iambic parameter, but it does show parity among longer clauses through repetition, and it also presents a comparison in the form of parallelism in argument."" 
}","['grammatical_structure_(parison)', 'comparison_(parallelism_in_argument)']","{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example text shows parallelism in syllables (isocolon) by having equal syllable length in the phrases 'Kill the Messenger'.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The example text demonstrates grammatical structure parallelism through the repetition of the phrase 'Kill the Messenger', creating a balanced and cohesive effect.""
}",['grammatical_structure_(parison)'],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The phrase 'Kill the Messenger' demonstrates parallelism in grammatical structure, with each word being a single imperative verb, creating a balanced and repetitive construction.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The title 'Kill the Messenger' exhibits the use of isocolon with equal syllable length in both words, creating a sense of balance and coherence.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The phrase 'Kill the Messenger' uses parallelism in argument by presenting a comparison between the command to 'kill' someone and the act of delivering a message. It suggests that the consequences for the messenger may be severe, similar to the severity of the command itself.""
}",['comparison_(parallelism_in_argument)']
4320,[14],"Among the signs held by protesters in Chile last week were those reading, “Ni zurdos, ni tontos,” (Neither lefties nor stupid).",Parallelism,[],[],[],,[],,[],,[],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text contains parallelism in argument, comparing 'zurdos' and 'tontos' to make a point."" 
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""in syllables (isocolon)"", ""grammatical structure (parison)""],
  ""Explanation"": ""The example text uses equal syllable length and a parity among longer clauses from repetition, creating cohesion among the statements.""
}","['in_syllables_(isocolon)', 'grammatical_structure_(parison)']","{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text contains parallelism in argument by comparing 'lefties' to 'stupid' in a negative connotation."" 
}",['comparison_(parallelism_in_argument)'],['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The statement 'Ni zurdos, ni tontos' exhibits parallelism in its grammatical structure, with the repeated 'ni' creating a balanced and cohesive expression.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The phrase 'Ni zurdos, ni tontos' exhibits parallelism in its grammatical structure, as it presents a balanced and parallel construction with the repeated 'ni' followed by similar descriptive terms.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The phrase 'Ni zurdos, ni tontos' uses a grammatical structure of repetition, creating a sense of parity and balance between the two ideas being presented.""
}",['grammatical_structure_(parison)']
4329,[14],"Representatives work for us, we do not work for them.",Parallelism,"['comparison_(parallelism_in_argument)', 'gramatical_structure_(parison)']",[],[],,[],,[],,[],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The example text contains parallelism in the form of a comparison, emphasizing the contrast between representatives and the people they represent.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text demonstrates parallelism in grammatical structure through the repetition of 'work for us' and 'do not work for them.'""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The example text shows parity among longer clauses through repetition.""
}",['grammatical_structure_(parison)'],['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'work for us' and 'work for them' creates a parallel structure with a similar grammatical form, showcasing a sense of equality and balance.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The example exhibits parallelism in grammatical structure with the repetition of 'work for' in both phrases.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example exhibits isocolon parallelism, as the adjacent phrases 'Representatives work for us' and 'we do not work for them' have equal syllable length, contributing to a cohesive and balanced structure.""
}",['in_syllables_(isocolon)']
4334,[14],"Such circular “reasoning” would be amusing if it were not so emblematic of what one writer called “Kavanaugh Derangement Syndrome.""",Parallelism,[],[],[],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The repetition of 'Such circular “reasoning”' and 'of what one writer called' exhibits parity among longer clauses, indicating the use of parison.""
}",['grammatical_structure_(parison)'],timeout,[],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text uses parallelism in argument by comparing the concept of 'Kavanaugh Derangement Syndrome' to 'circular reasoning', highlighting the absurdity of the former.""
}",['comparison_(parallelism_in_argument)'],[],['grammatical_structure_(parison)'],-1,,"```{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The example uses grammatical structure by repeating the format 'adjective + noun + syndrome' twice in the sentence.""
}```",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The example text contains a comparison between what someone called 'Kavanaugh Derangement Syndrome' in the past and the current situation.""
}",['comparison_(parallelism_in_argument)'],timeout,[],[],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of 'Kavanaugh Derangement Syndrome' in comparison to other similar phrases like 'climate change' illustrates the use of comparison in the text.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of 'Kavanaugh Derangement Syndrome' as a comparison to illustrate the absurdity of the circular 'reasoning' is an example of parallelism in comparison.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""in stress patterns (iambic parameter)""],
  ""Explanation"": ""The use of alternating stressed and unstressed syllables in 'Kavanaugh Derangement Syndrome' demonstrates the iambic parameter parallelism.""
}",['in_stress_patterns_(iambic_parameter)']
4349,[14],The Last-Minute Character Assassination of Judge Kavanaugh,Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure"", ""comparison""],
  ""Explanation"": ""The text contains parallelism in the grammatical structure by repeating the phrase 'The Last-Minute Character Assassination of Judge Kavanaugh'. It also includes a comparison by contrasting the characterization of Judge Kavanaugh before and after the alleged character assassination.""
}","['grammatical_structure_(parison)', 'comparison_(parallelism_in_argument)']",timeout,[],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text contains a comparison between the perception of climate change yesterday and today, demonstrating parallelism in argument.""
}",['comparison_(parallelism_in_argument)'],[],"['grammatical_structure_(parison)', 'comparison_(parallelism_in_argument)']",-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'That's the kind of' in the example text demonstrates the use of grammatical structure (parison).""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text uses parallelism in argument by comparing the past perception of climate change to the current reality.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [
    ""grammatical structure (parison)"",
    ""comparison (parallelism in argument)""
  ],
  ""Explanation"": ""The text uses parity among longer clauses through repetition (grammatical structure) and presents a comparison in the argument about Judge Kavanaugh (comparison)."" 
}","['grammatical_structure_(parison)', 'comparison_(parallelism_in_argument)']",[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The title exhibits parallelism in its grammatical structure, with the repetition of 'The' and 'Character Assassination of' creating a balanced and cohesive pattern.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The title suggests a comparison between the character of Judge Kavanaugh before and after the alleged last-minute character assassination. This comparison reflects the use of parallelism in argument.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of parallelism in argument is present, as the title draws a comparison between the situation of Judge Kavanaugh and a last-minute character assassination, emphasizing the unfairness or injustice of the situation.""
}",['comparison_(parallelism_in_argument)']
4353,[ 7 14],"""For us, Hungary is first.",Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'For us' at the beginning of each clause creates a grammatical structure of parity and balance.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of 'For us' at the beginning of the sentence is paralleled by 'Hungary is first', creating a comparison between the two."" 
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The phrase 'For us, Hungary' is repeated at the beginning of each clause, creating parity among longer clauses through repetition.""
}",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The repetition of 'That's the kind of' in the example text demonstrates parallelism in grammatical structure.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text uses parallelism in argument by comparing the past and present attitude towards climate change.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The example text demonstrates parallelism in argument by comparing the past view of climate change as a theory with the present reality of climate change.""
}",['comparison_(parallelism_in_argument)'],[],"{
    ""Properties"": [""comparison""],
    ""Explanation"": ""The use of 'For us, Hungary is first' sets up a comparison between Hungary and other considerations, indicating its priority.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of 'first' in this statement sets up a comparison between Hungary and other entities, indicating that Hungary is the top priority for the speaker.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""in stress patterns (iambic parameter)""],
  ""Explanation"": ""The phrase 'For us, Hungary is first' follows an iambic stress pattern with alternating stressed and unstressed syllables in 'For us' and 'Hungary is first'.""
}",['in_stress_patterns_(iambic_parameter)']
4359,[14],"JP: It could but I don’t believe it would be, because power respects power.",Parallelism,['gramatical_structure_(parison)'],[],[],,[],,[],,[],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example text demonstrates parallelism in syllables with the equal length of 'it could but I don't believe it would be' and 'power respects power'.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'It could but I don’t believe it would be' demonstrates parity among longer clauses.""
}",['grammatical_structure_(parison)'],"{
    ""Properties"": [""grammatical structure (parison)""],
    ""Explanation"": ""The example text demonstrates the use of grammatical structure parallelism through the repetition of 'power respects power'.""
}",['grammatical_structure_(parison)'],['grammatical_structure_(parison)'],"{
  ""Properties"": [""in stress patterns""],
  ""Explanation"": ""The example exhibits an iambic stress pattern with alternating stressed and unstressed syllables, as seen in 'believe it would be' and 'power respects power'.""
}",['in_stress_patterns_(iambic_parameter)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The statement exhibits grammatical structure parallelism, with the repetition of 'It could' and 'I don't believe it would be'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The statement 'it could but I don't believe it would be' exhibits a grammatical structure with parallelism, emphasizing the contrast in beliefs.""
}",['grammatical_structure_(parison)']
4366,[15],The authorities allowed him to commit the crime.,Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition in the structure of the clauses 'That's the kind of' shows parity and is an example of parison.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repeated grammatical structure of 'allowed him to' in each clause creates parity.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The repetition of 'allowed him' and 'to commit' creates parity among longer clauses in the sentence.""
}",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'That's the kind of' creates a grammatical structure that reflects equality and balance, making it an example of parison parallelism.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text demonstrates parallelism in argument by comparing the past and present views on climate change.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The example text demonstrates grammatical structure parallelism with the repetition of 'allowed him to commit the crime'.""
}",['grammatical_structure_(parison)'],[],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The sentence uses parallelism in argument by comparing the past action of allowing the individual to the present action of committing the crime.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure by repeating the pattern 'The authorities allowed him to' before two different clauses ('commit the crime').""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The sentence uses comparison to contrast the authorities' action before and after the crime was committed.""
}",['comparison_(parallelism_in_argument)']
4367,[15],They want to preserve the FBI’s reputation.,Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The repetition of 'They want to' creates a grammatical structure of parallelism.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'They want to' creates a grammatical structure of parity among longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text uses parallelism in argument by comparing the past and present perception of climate change.""
}",['comparison_(parallelism_in_argument)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'They want to' creates parity among longer clauses, demonstrating the use of parison in the text.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'that's the kind of' creates a sense of parity among the longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'They want to' creates grammatical structure parallelism.""
}",['grammatical_structure_(parison)'],[],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of parallelism in argument is present, as the sentence compares the past desire to preserve the FBI's reputation with the present situation.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence contains a repetition of the same grammatical structure: 'They want to preserve the FBI’s reputation.'""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The statement sets up a comparison between the FBI's reputation in the present and in the future, indicating a change or progression.""
}",['comparison_(parallelism_in_argument)']
4368,[15],They don’t care to see Trump vindicated.,Parallelism,[],[],[],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The two adjacent phrases 'They don’t care' and 'to see Trump vindicated' have equal syllable length, creating a sense of cohesion.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""in stress patterns""],
  ""Explanation"": ""The sentence 'They don’t care to see Trump vindicated' contains the alternating stressed and unstressed syllables characteristic of iambic parameter parallelism.""
}",['in_stress_patterns_(iambic_parameter)'],"{
  ""Properties"": [""grammatical structure (parison)"", ""comparison (parallelism in argument)""],
  ""Explanation"": ""The repetition of 'Trump vindicated' creates a parallel grammatical structure, and the comparison between 'Yesterday' and 'Today' demonstrates parallelism in argument.""
}","['grammatical_structure_(parison)', 'comparison_(parallelism_in_argument)']",[],['in_syllables_(isocolon)'],-1,,"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text contains parallelism in argument by comparing the past belief that Trump was not vindicated with the current situation of not caring to see him vindicated.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example text has equal syllable length in the adjacent phrases 'care to see' and 'Trump vindicated', demonstrating the use of isocolon parallelism.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example text exhibits equal syllable length in the two adjacent phrases, 'they don't care' and 'to see Trump vindicated', demonstrating the use of isocolon parallelism.""
}",['in_syllables_(isocolon)'],[],"{
  ""Properties"": [""in stress patterns (iambic parameter)""],
  ""Explanation"": ""The phrase contains an alternating stressed and unstressed syllable pattern: 'They don’t care to see Trump vindicated.'""
}",['in_stress_patterns_(iambic_parameter)'],"{
  ""Properties"": [""in stress patterns (iambic parameter)""],
  ""Explanation"": ""The phrase 'don’t care' follows an iambic stress pattern with unstressed ('don’t') followed by stressed ('care').""
}",['in_stress_patterns_(iambic_parameter)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text utilizes parallelism in argument by comparing the belief that 'They don't care to see Trump vindicated' with a previous belief or state of affairs.""
}",['comparison_(parallelism_in_argument)']
4370,[15],The media is very interested in racism.,Parallelism,[],[],[],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The repetition of 'is very interested in' creates a parallel grammatical structure.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'The media is' at the beginning of each phrasal unit creates parity among longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The two phrases 'very interested' and 'in racism' have equal syllable length, creating parallelism in the sentence.""
}",['in_syllables_(isocolon)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'That's the kind of' creates a grammatical structure, demonstrating parity among longer clauses from repetition.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The example text uses parallelism in argument by comparing the past perception of climate change to its current reality.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of parallelism in argument is present in the text, as it compares the media's interest in racism from a past perspective to a present perspective.""
}",['comparison_(parallelism_in_argument)'],[],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The example text contains parallelism in argument, as it presents a contrast between the media's past and present interest in racism.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of parallelism in argument is present, as the statement sets up a comparison between the past and present level of interest in racism. Yesterday, there was less interest, while today there is more."" 
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of 'interested in' creates a comparison between the media's attention to racism and other potential topics, highlighting the significance of racism in their coverage.""
}",['comparison_(parallelism_in_argument)']
4371,[15],The media is happy to talk about anti-Semitism.,Parallelism,[],[],[],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text utilizes parallelism in argument by comparing the past and present views on climate change.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'That's the kind of' creates parity among longer clauses, indicating the use of parison.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The adjacent phrases 'The media is happy to talk' and 'about anti-Semitism' have equal syllable length, creating coherence as a set.""
}",['in_syllables_(isocolon)'],[],['comparison_(parallelism_in_argument)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repeated structure 'That's the kind of' indicates a grammatical parallelism in the example text.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The example text demonstrates parallelism in the form of comparison, as it contrasts the media's willingness to talk about anti-Semitism in the present with their potential lack of attention in the past.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text uses parallelism in argument to contrast the past and present attitude towards climate change.""
}",['comparison_(parallelism_in_argument)'],[],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The statement consists of two adjacent phrases with equal syllable length, which helps the consecutive statements to cohere as a set.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of parallelism in the form of comparison is present in the text. The author sets up a comparison between the media's willingness to talk about anti-Semitism and their potential unwillingness to discuss other topics.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The statement contains two phrases of equal syllable length, which creates a sense of cohesion and balance: 'The media is happy to talk' and 'about anti-Semitism.'""
}",['in_syllables_(isocolon)']
4372,[15],Here’s my translation:,Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'kind of' followed by a noun and verb structure demonstrates grammatical structure parallelism.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text shows parallelism in grammatical structure with the repetition of 'Here’s my translation:'""
}",['grammatical_structure_(parison)'],timeout,[],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text demonstrates parallelism in argument by comparing the past (climate change as a theory) to the present (climate change as a reality).""
}",['comparison_(parallelism_in_argument)'],"```json
{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text contains a comparison between the past and present status of climate change, indicating a shift from theory to reality.""
}
```",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure"", ""comparison""],
  ""Explanation"": ""The example text demonstrates parallelism in grammatical structure with the repeated phrase 'Here’s my translation' and also in comparison with the contrasting ideas expressed in 'Yesterday climate change was a theory. Today climate change is the reality.'.""
}","['grammatical_structure_(parison)', 'comparison_(parallelism_in_argument)']",[],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text uses parallelism in argument by comparing the past (yesterday) and present (today) views on climate change.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The text exhibits parallelism in grammatical structure through the repetition of 'That's the kind of' in consecutive clauses.""
}",['grammatical_structure_(parison)'],"{
    ""Properties"": [""in syllables (isocolon)""],
    ""Explanation"": ""The translation exhibits the use of isocolon, with adjacent phrases having equal syllable length. This helps create a sense of cohesion and rhythm within the text.""
}",['in_syllables_(isocolon)']
4373,[15],"He mentions the Holy Father's letter to the Buenos Aires bishops, but he fails to take into account that the statement of those Argentine bishops can be interpreted in an orthodox way, as Cardinal Müller told Edward Pentin in a Sept. 28 interview published in the National Catholic Register.",Parallelism,['gramatical_structure_(parison)'],[],[],,[],,[],,[],[],['grammatical_structure_(parison)'],-1,,"{
    ""Properties"": [""grammatical structure (parison)""],
    ""Explanation"": ""The repetition of 'he mentions' and 'he fails' creates a grammatical structure, indicating the use of parison parallelism.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The example text uses the property of parison, with the repetition of 'the statement of those Argentine bishops can be interpreted in an orthodox way' and 'as Cardinal Müller told Edward Pentin in a Sept. 28 interview published in the National Catholic Register.'""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The repetition of 'but he fails to take into account' and 'the statement of those Argentine bishops' forms a grammatical structure of parity among longer clauses.""
}",['grammatical_structure_(parison)'],['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'He mentions' and 'he fails' in the sentence shows a repetition of the grammatical structure, indicating the presence of parison parallelism.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'He mentions the Holy Father's letter' and 'he fails to take into account' exhibits grammatical structure parallelism, creating a balanced and cohesive sentence structure.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'He mentions...but he fails to take into account' shows a parallelism in the grammatical structure of the clauses, indicating a comparison in the argument.""
}",['grammatical_structure_(parison)']
