sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,res1_x,gpt_props1_x,res2_x,gpt_props2_x,res3_x,gpt_props3_x,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,Unnamed: 16,res1_y,gpt_props1_y,res2_y,gpt_props2_y,res3_y,gpt_props3_y,props_gpt4_majority,res1_y,gpt_props1_y,res2_y,gpt_props2_y,res3_y,gpt_props3_y
3062,[ 9  9 13  9  9],"That be far from thee to do after this manner, to slay the righteous with the wicked: and that the righteous should be as the wicked, that be far from thee: Shall not the Judge of all the earth do right?",Parallelism,[],[],[],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example text exhibits the property of isocolon, with adjacent phrases having equal syllable length, helping the consecutive statements cohere as a set.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example text contains parallelism in syllables (isocolon) with equal syllable length in the phrases 'to do after this manner, to slay the righteous with the wicked' and 'that the righteous should be as the wicked, that be far from thee'.""
}",['in_syllables_(isocolon)'],"{
  ""Properties"": [""in syllables (isocolon)""],
  ""Explanation"": ""The example text demonstrates the use of isocolon, where the adjacent phrases have equal syllable length, helping the consecutive statements to cohere as a set.""
}",['in_syllables_(isocolon)'],[],['in_syllables_(isocolon)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The text uses the grammatical structure of parison with repetition in the phrase 'that be far from thee'.""
}",['grammatical_structure_(parison)'],timeout,[],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The example text exhibits the property of grammatical structure, specifically parison, through the repetition of the phrase 'that be far from thee'.""
}",['grammatical_structure_(parison)'],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The text exhibits parallelism in grammatical structure with the repetition of 'that be far from thee' and the use of 'the righteous' and 'the wicked' in parallel clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The text exhibits parallelism in grammatical structure with the repetition of 'that be far from thee' and the structure 'to slay the righteous with the wicked' and 'that the righteous should be as the wicked'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The text exhibits the parallelism in grammatical structure, specifically in the repetition of the phrase 'that be far from thee'. This creates a sense of balance and emphasis on the contrast between the righteous and the wicked.""
}",['grammatical_structure_(parison)']
3090,[9 9 8],This provocation was the first of two major spring military exercises planned by the US and its reluctant South Korean satrap.,Parallelism,[],[],[],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not exhibit any of the properties of Parallelism mentioned.""
}",[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'major spring military exercises planned by the US' and 'reluctant South Korean satrap' exhibits parallelism in grammatical structure""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The example text uses parallelism in argument by comparing the current military exercises with the previous ones.""
}",['comparison_(parallelism_in_argument)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The grammatical structure is parallel in the phrase 'the US and its reluctant South Korean satrap'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The example text uses parison parallelism with the repeated structure 'the first of two major spring military exercises' to create harmony and unity in the sentence.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repeated structure of 'This provocation was the first of' and 'planned by the US and its reluctant South Korean satrap' follows the pattern of parison.""
}",['grammatical_structure_(parison)'],[],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'the first of two major spring military exercises planned by the US' and 'its reluctant South Korean satrap'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'the US and its reluctant South Korean satrap' as a longer clause.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'the first of two major spring military exercises' creates a parallel structure in the sentence, emphasizing the planned nature of the exercises.""
}",['grammatical_structure_(parison)']
3123,[9],"With the “arch-conservative” “Rottweiler” Ratzinger in CDF, why do we have the situation we have today?",Parallelism,[],[],[],"{
  ""Properties"": [""parison""],
  ""Explanation"": ""The repetition of the phrase 'Why do we have the situation we have today' exhibits a grammatical structure of parity among longer clauses.""
}",[''],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text uses parallelism in argument by contrasting the previous situation with the current one.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text presents a comparison between the past and present situations, highlighting the change from the former to the latter.""
}",['comparison_(parallelism_in_argument)'],[],['comparison_(parallelism_in_argument)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'arch-conservative' and 'Rottweiler' creates parity among longer clauses, demonstrating the use of parison.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""in syllables (isocolon)"", ""grammatical structure (parison)""],
  ""Explanation"": ""The text exhibits the use of equal syllable lengths and parity among longer clauses from repetition, creating cohesion and emphasis.""
}","['in_syllables_(isocolon)', 'grammatical_structure_(parison)']","{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text contains a comparison between the past and present situations involving Ratzinger, indicating a change from theory to reality.""
}",['comparison_(parallelism_in_argument)'],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of parallelism in the form of repetition ('arch-conservative' and 'Rottweiler') creates a grammatical structure that emphasizes and reinforces the description of Ratzinger.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of parallel structure in the phrase 'arch-conservative' and 'Rottweiler' creates a sense of balance and emphasis on the characteristics of Ratzinger.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of parallelism in the form of repeating the structure 'adjective-noun' with 'arch-conservative' and 'Rottweiler' creates a sense of balance and emphasis on the characteristics of the individual being referred to.""
}",['grammatical_structure_(parison)']
3130,[9],"It beggars belief of ordinary people that, after so many years of hearing and reading them, Ratzinger would remain on such friendly terms with men like Walter Kasper and Carlo Maria Martini, the alleged brains of the Sankt Gallen Mafia.",Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The use of repetition in the phrase 'men like Walter Kasper and Carlo Maria Martini' demonstrates parity among longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repeated structure of 'ordinary people that' and 'men like' creates a sense of parity among longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'That's the kind of' creates a grammatical structure with parity among longer clauses.""
}",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The example text demonstrates parison parallelism by repeating the phrase 'after so many years of' in consecutive clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text utilizes parallelism in argument to compare the disbelief of ordinary people about Ratzinger's friendly terms with Walter Kasper and Carlo Maria Martini.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text uses parallelism in the form of a comparison between the past belief and the current reality regarding Ratzinger's relationship with certain individuals.""
}",['comparison_(parallelism_in_argument)'],[],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'of hearing and reading them' and 'with men like Walter Kasper and Carlo Maria Martini'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'of' and 'with' in the phrases 'of ordinary people' and 'with men like Walter Kasper and Carlo Maria Martini'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure through the repetition of 'men like Walter Kasper and Carlo Maria Martini' and 'the alleged brains of the Sankt Gallen Mafia'.""
}",['grammatical_structure_(parison)']
3249,[9],When Cain complains that being a “vagabond .,Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of the phrase 'That's the kind of' creates a grammatical structure parallelism.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The repetition of 'That's the kind of' in the example text demonstrates the use of parison, creating a sense of balance and symmetry in the sentence.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'That's the kind of' creates parity among longer clauses.""
}",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""in syllables (isocolon)"", ""grammatical structure (parison)""],
  ""Explanation"": ""The example text demonstrates equal syllable length in the phrases 'being a' and 'vagabond', as well as parity in grammatical structure in the repeating phrases 'being a' and 'vagabond'.""
}","['in_syllables_(isocolon)', 'grammatical_structure_(parison)']","{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example uses repetition of grammatical structure in the phrase 'being a vagabond.'""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The example text demonstrates the use of parison, with the repetition of the structure 'being a'."" 
}",['grammatical_structure_(parison)'],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of parallel structure in the repetition of 'being a' creates a grammatical structure (parison) in the text.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of parallel structure in the repetition of 'vagabond' and 'wanderer' creates a sense of balance and symmetry in the sentence.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'being a' followed by two parallel nouns 'vagabond' and 'wanderer' demonstrates the grammatical structure of parison, creating parity among longer clauses through repetition.""
}",['grammatical_structure_(parison)']
3296,[9],"At that point, after the Ralston tweet, Murillo openly admits the partisan motives of Google’s electioneering efforts.",Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'the partisan motives' and 'Google's electioneering efforts' creates parity among longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repeated structure of 'At that point' and 'after the Ralston tweet' demonstrates the use of parallelism in grammatical structure (parison).""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'the partisan motives of' follows the pattern of parison, creating parity among longer clauses.""
}",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence shows parity among longer clauses from repetition, indicating the use of parison.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""in syllables (isocolon)"", ""grammatical structure (parison)""],
  ""Explanation"": ""The example text uses equal syllable length and parity among longer clauses through repetition, creating a sense of cohesion and emphasis on the parallel ideas.""
}","['in_syllables_(isocolon)', 'grammatical_structure_(parison)']","{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'the partisan motives' and 'Google's electioneering efforts' creates parity among longer clauses.""
}",['grammatical_structure_(parison)'],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'after the Ralston tweet' and 'of Google’s electioneering efforts'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'after the Ralston tweet' and 'of Google’s electioneering efforts'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'after the Ralston tweet' and 'of Google’s electioneering efforts'.""
}",['grammatical_structure_(parison)']
3315,[8 8 9],"​Despite suffering several public and humiliating reversals in various forums and venues, those pushing for boycotts, divestment and sanctions (BDS) against Israel have not dispensed with their pernicious campaign of hate.",Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'Those pushing for' and 'against Israel' creates a grammatical structure of parity among longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The example uses parity among longer clauses through repetition, making it an example of parison.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repeated structure of 'those pushing for boycotts, divestment and sanctions' and 'their pernicious campaign of hate' demonstrates the use of parison in the text.""
}",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text exhibits the property of parison with the repetition of 'pushing for boycotts, divestment and sanctions' and 'their pernicious campaign of hate'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [
    ""comparison""
  ],
  ""Explanation"": ""The example text uses parallelism in argument by comparing the perception of climate change as a theory in the past to its reality in the present.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text contains a comparison of the past and present perception of climate change, which demonstrates parallelism in argument.""
}",['comparison_(parallelism_in_argument)'],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'boycotts, divestment and sanctions (BDS)' is repeated in a parallel grammatical structure, creating a sense of parity and emphasis.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'boycotts, divestment and sanctions (BDS) against Israel' and 'their pernicious campaign of hate.'""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'boycotts, divestment and sanctions' is repeated in a parallel grammatical structure, creating parity among longer clauses.""
}",['grammatical_structure_(parison)']
3326,[5 9],"And Ms. Ford may be overestimating the integrity of the ""supportive"" lawmakers and lawyers currently handling her.",Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repeated structure 'the integrity of the ""supportive"" lawmakers and lawyers' reflects parallelism in grammatical structure.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of the phrase 'the integrity of' creates parity among longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of repetition in the phrase 'the integrity of the \""supportive\"" lawmakers and lawyers' demonstrates grammatical structure parallelism (parison).""
}",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text contains parallelism in argument, as it compares the past situation (Ms. Ford's estimation of the integrity of the lawmakers and lawyers handling her) with the present situation."" 
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of the phrase 'the integrity of' creates parity among longer clauses, indicating the use of parison parallelism.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of the phrase 'supportive' lawmakers and lawyers' creates a parity among longer clauses, indicating the use of parison parallelism.""
}",['grammatical_structure_(parison)'],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'supportive' lawmakers and lawyers is repeated and paralleled in the sentence, creating a sense of parity and balance.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'the integrity of' and 'handling her'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'the integrity of' and 'handling her'.""
}",['grammatical_structure_(parison)']
3374,[4 9],"For Faggioli, not only would Bergoglio’s resignation be unthinkable, so also would a purge of the homosexual and pro-homosexual prelates Bergoglio and his Vatican henchmen have systematically enabled.",Parallelism,[],[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'Bergoglio's resignation be unthinkable' and 'so also would a purge of the homosexual and pro-homosexual prelates' demonstrates parity among longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'not only...so also would' creates a grammatical parallelism in the sentence.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'Bergoglio' and 'would' creates parity among longer clauses.""
}",['grammatical_structure_(parison)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)"", ""comparison (parallelism in argument)""],
  ""Explanation"": ""The text contains a comparison in the form of 'not only...so also' and also exhibits grammatical parallelism with the repetition of 'Bergoglio' and 'enabled'.""
}","['grammatical_structure_(parison)', 'comparison_(parallelism_in_argument)']","{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The example text contains a form of parallelism in the grammatical structure, with the repetition of 'Bergoglio' and 'would' in the phrase 'Bergoglio's resignation be unthinkable, so also would a purge'.""
}",['grammatical_structure_(parison)'],timeout,[],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'not only...so also' creates a grammatical structure of parity among longer clauses, indicating the presence of parison parallelism.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'not only...so also would'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'not only...so also' creates a grammatical structure of parity among longer clauses, indicating the presence of parison.""
}",['grammatical_structure_(parison)']
3387,[ 8  9 13  8  9],"This will be a final victory over the enemies within and their apologists, such as Faggioli, who, in typical neo-Catholic style, imperiously scoffs at the notion of “a young clergy marked by personal sanctity but also by a fascination for a mythical Middle Ages” and busies himself defending an unsalvageable mass of corruption he dares to describe as “a Church-world relationship based on a principle of reality.”",Parallelism,['gramatical_structure_(parison)'],[],[],,[],,[],,[],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [
    ""grammatical structure (parison)"",
    ""comparison (parallelism in argument)""
  ],
  ""Explanation"": ""The text exhibits parity among longer clauses and also includes a comparison between two different time periods, indicating the use of grammatical structure and comparison parallelism.""
}","['grammatical_structure_(parison)', 'comparison_(parallelism_in_argument)']","{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The text contains a parity among longer clauses: 'who, in typical neo-Catholic style' and 'and busies himself defending an unsalvageable mass of corruption he dares to describe as 'a Church-world relationship based on a principle of reality.'""
}",['grammatical_structure_(parison)'],"``` 
{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The example text exhibits the property of grammatical structure, as there is a parity among longer clauses from repetition.""
}
```",['grammatical_structure_(parison)'],['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'such as Faggioli' and 'who' creates a parallel structure in the sentence, emphasizing the idea of enemies within and their apologists.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The text exhibits parallelism in its grammatical structure by repeating the pattern 'such as [name], who' and 'defending [phrase] he dares to describe as [phrase].'""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'such as Faggioli' and the repetition of 'who' in the sentence creates a grammatical structure of parity among longer clauses, indicating the use of parison.""
}",['grammatical_structure_(parison)']
3397,[9],"After Oswald supposedly tried to “defect” to the Soviet Union and promised to give the Russians all the secrets he learned about in the military, why would U.S. officials agree to let him back in the country, and with a communist wife?",Parallelism,[],[],[],"``` 
{
  ""Properties"": [""comparison"", ""grammatical structure""],
  ""Explanation"": ""The use of comparison is evident in the contrast between 'tried to 'defect' to the Soviet Union' and 'U.S. officials agree to let him back in the country'. There is also a grammatical structure parallelism with the repetition of 'and' in 'and promised to give the Russians all the secrets he learned about in the military, and with a communist wife'.""
}
```","['comparison_(parallelism_in_argument)', 'grammatical_structure_(parison)']","{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'why would U.S. officials agree' creates parity among the longer clauses in the sentence.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not exhibit any of the properties of Parallelism. The sentences do not display equality in syllables, stress patterns, grammatical structure, or comparison in their construction.""
}",[],[],"['comparison_(parallelism_in_argument)', 'grammatical_structure_(parison)']",-1,,"{
  ""Properties"": [""parison""],
  ""Explanation"": ""The grammatical structure is repeated in the clauses 'After Oswald supposedly tried to' and 'why would U.S. officials agree to'.""
}",[''],"``` 
{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The example text exhibits the use of parison, with the repeated structure 'After Oswald supposedly...'.""
}
```",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text uses parallelism in argument to compare a past event with a current situation.""
}",['comparison_(parallelism_in_argument)'],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of parallel structure is evident in the repetition of the phrase 'to the Soviet Union' and 'in the country', creating a sense of balance and emphasis on the contrasting locations.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of parallel structure in the question, 'why would U.S. officials agree to let him back in the country, and with a communist wife?' creates a sense of balance and emphasis on the two related aspects of the situation.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The question uses parallelism in grammatical structure by repeating the phrase 'why would U.S. officials agree to' to create a sense of parity and emphasis on the actions of the U.S. officials.""
}",['grammatical_structure_(parison)']
3407,[9],"Among the earliest indications Catholics had that the new pope had no intention of getting to the bottom of the priest-abuser problem was his appointment of the notorious homosexual, Monsignor Battista Ricca, as head of the Vatican Bank and the man in charge of his own residence, the Casa Santa Martha.",Parallelism,[],[],[],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The repetition of 'the notorious homosexual' and 'the man in charge' creates a parity among longer clauses, indicating the use of parison.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The repetition of the structure 'the notorious homosexual, Monsignor Battista Ricca' and 'head of the Vatican Bank and the man in charge of his own residence, the Casa Santa Martha' exemplifies parison, creating a sense of parity among longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure"", ""comparison""],
  ""Explanation"": ""The text uses parallel grammatical structure to emphasize the actions of the new pope and also makes a comparison between the past and present stance on the priest-abuser problem.""
}","['grammatical_structure_(parison)', 'comparison_(parallelism_in_argument)']",[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text contains a comparison between the past and present perception of climate change, indicating a shift from theory to reality.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The example text exhibits parallelism in grammatical structure with repetition in longer clauses.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)"", ""comparison (parallelism in argument)""],
  ""Explanation"": ""The text exhibits both grammatical structure and comparison parallelism through the repetition of similar sentence structures and the comparison of the past and present ideas regarding the Catholic Church and the new pope.""
}","['grammatical_structure_(parison)', 'comparison_(parallelism_in_argument)']",[],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'the new pope had' and 'his appointment of' followed by the parallel structures 'as head of the Vatican Bank' and 'the man in charge of his own residence, the Casa Santa Martha.'""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'the new pope had' and 'his appointment of' followed by the descriptions of Monsignor Battista Ricca's roles.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'the new pope had' and 'his appointment of' followed by the descriptions of Monsignor Battista Ricca's roles.""
}",['grammatical_structure_(parison)']
3428,[9],One leaked official memo says: “Assange is going to make a nice bride in prison.,Parallelism,[],[],[],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The repetition of 'Assange is going to' creates a grammatical parallelism in the structure of the sentence.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [
    ""grammatical structure (parison)""
  ],
  ""Explanation"": ""The repetition of 'Assange is going to' creates a parity among longer clauses, demonstrating the use of parallelism in grammatical structure.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The use of 'yesterday' and 'today' creates a comparison which reflects the parallelism in the argument.""
}",['comparison_(parallelism_in_argument)'],[],['grammatical_structure_(parison)'],-1,,"{
  ""Properties"": [""grammatical structure (parison)"", ""comparison (parallelism in argument)""],
  ""Explanation"": ""The text uses both parison and parallelism in argument by comparing 'climate change' as a theory and reality.""
}","['grammatical_structure_(parison)', 'comparison_(parallelism_in_argument)']","{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The text contains parallelism in argument by comparing Assange to a bride in prison in order to convey a specific message.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The repetition of 'Assange is going to' creates parallelism in grammatical structure.""
}",['grammatical_structure_(parison)'],[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'Assange is going to' followed by 'make a nice bride in prison' exhibits a grammatical structure of parity among longer clauses through repetition.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'Assange is going to' followed by 'make a nice bride in prison' demonstrates grammatical structure parallelism, creating a balanced and cohesive structure.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'Assange is going to' followed by 'make a nice bride in prison' demonstrates a grammatical structure with parity among longer clauses through repetition.""
}",['grammatical_structure_(parison)']
