sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,res_gpt3.5_0.0_V3_2,property_gpt3.5_0.0_V3_2
7815,[],Julian has been vindicated in every possible way and yet he is isolated as few people are these days.,Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",True,['perfect progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been' indicates a continuous, ongoing action that has recently ended, which aligns with the perfect progressive aspect.""
}",['perfect_progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been vindicated' indicates a completed ongoing action, suggesting the perfect progressive aspect.""
}",['perfect_progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been vindicated' indicates the completion of an ongoing action, making it a perfect progressive aspect.""
}",['perfect_progressive'],1,"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been vindicated' indicates a completed ongoing action, suggesting the perfect progressive aspect.""
}",['perfect_progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been' indicates the completion of an ongoing action, suggesting that Julian's vindication has been ongoing up to the present moment.""
}",['perfect_progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been' indicates the completion of an ongoing action, suggesting that Julian's vindication has been ongoing up to the present moment.""
}",['perfect_progressive'],1,['perfect_progressive'],1,0,explanation is just wrong,"['simple', 'perfect']","[{'Answer': 'no', 'Explanation': 'The sentence provided does not utilize the simple aspect. Instead, it uses the present perfect continuous aspect (has been vindicated) to indicate an action that started in the past, continues into the present, and may continue into the future. This aspect emphasizes the ongoing nature of the action, which is different from the simple aspect that expresses simple, habitual, or general facts.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence does not utilize the perfect aspect. The phrase has been vindicated is in the present perfect tense, but it does not express a completed action. Instead, it indicates an action that started in the past and has relevance to the present. The use of has been in this context indicates an ongoing state rather than a completed action, so it does not express the perfect aspect.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The sentence does not utilize the progressive aspect. The phrase has been vindicated is in the present perfect tense, indicating an action that started in the past and has relevance to the present, but it does not specifically express ongoing, habitual, or incomplete action. Therefore, it does not fit the definition of the progressive aspect.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence does not utilize the perfect progressive aspect. The verb has been vindicated is in the present perfect tense, indicating that an action was completed in the past with relevance to the present, but it does not express the ongoing nature of an action leading up to the present moment, which is a characteristic of the perfect progressive aspect.', 'Property': 'perfect progressive'}]",[]
8743,[],"If papal clarification was ever needed on the long-debated issue of the intended meaning of Amoris Laetitia chapter VIII, such clarification has now been provided for the Church at large.",Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",True,['perfect'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the provision of clarification, without indicating completion, ongoing action, or an ongoing action with a completed element.""
}",['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'has now been provided' indicates a completed action, suggesting the perfect aspect.""
}",['perfect'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the provision of papal clarification.""
}",['simple'],0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the provision of papal clarification.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the provision of papal clarification on a debated issue.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence expresses a simple fact about a completed action, the provision of clarification.""
}","['simple', 'perfect']",0,['simple'],1,0,Seems to be relying on the definition provided in a looser way,"['simple', 'perfect']","[{'Answer': 'no', 'Explanation': 'The sentence does not utilize the simple aspect. The use of was and has been provided indicates a past action and its ongoing relevance, which aligns with the perfect aspect rather than the simple aspect.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence does not utilize the perfect aspect. The sentence is written in the past tense and does not express a completed action at a specific point in time. Instead, it describes a past event without emphasizing its completion.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The sentence does not utilize the progressive aspect. The verb was is in the past tense, indicating a completed action, rather than expressing an ongoing, habitual, or incomplete action characteristic of the progressive aspect.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not utilize the perfect progressive aspect. The perfect progressive aspect is formed with the auxiliary verb has been followed by the present participle of the main verb, indicating an ongoing action that started in the past and is still continuing. In the given sentence, the verb has been provided does not indicate an ongoing action that started in the past and is still continuing, but rather it indicates a completed action in the present perfect tense. Therefore, the sentence does not utilize the perfect progressive aspect.', 'Property': 'perfect progressive'}]",[]
9396,[],Also on communion between the communities.,Aspect,,,,True,,"{
  ""Properties"": [],
  ""Explanation"": ""The provided text does not contain any aspect properties as it is a general statement without specifying any action or time frame.""
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoing action, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any specific aspect of the action.""
}",['simple'],1,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],1,['simple'],1,0,this should be an empty list,[],"[{'Answer': 'no', 'Explanation': 'The sentence Also on communion between the communities does not express a simple fact. Instead, it seems to be referring to an ongoing or continuous action, which would be more aligned with the continuous aspect. The simple aspect typically conveys a single, completed action, while the continuous aspect indicates ongoing or repeated actions.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence Also on communion between the communities does not utilize the perfect aspect. The perfect aspect typically involves a form of the verb have (e.g., has, have) followed by the past participle of the main verb. In this sentence, there is no form of have followed by a past participle, so it does not express a completed action in the perfect aspect.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The sentence Also on communion between the communities does not utilize the progressive aspect. The sentence does not express an ongoing, habitual, or incomplete action. Instead, it seems to be a statement about communion between communities, lacking the continuous or ongoing nature typically associated with the progressive aspect.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence Also on communion between the communities does not utilize the perfect progressive aspect. The perfect progressive aspect typically involves the use of has been or have been followed by a present participle (the -ing form of a verb). In this sentence, there is no indication of an ongoing action that has been happening up to a specific point in time, which is a characteristic of the perfect progressive aspect.', 'Property': 'perfect progressive'}]",[]
9866,[],But he is now a full-fledged member of the nuclear club.,Aspect,['simple'],['simple'],['simple'],True,['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current state of being, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current state, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current status, qualifying for the progressive aspect.""
}",['progressive'],1,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is' indicates the ongoing nature of the action, suggesting that he has recently become a full-fledged member of the nuclear club.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current state, suggesting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current state, suggesting the progressive aspect.""
}",['progressive'],1,['progressive'],1,0,Seems to be relying on the definition provided in a looser way,['simple'],"[{'Answer': 'no', 'Explanation': 'The sentence But he is now a full-fledged member of the nuclear club. does not utilize the simple aspect. It uses the present tense is and the present perfect has been, indicating an ongoing or continuous state rather than a simple fact or action.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence But he is now a full-fledged member of the nuclear club does not utilize the perfect aspect. The sentence describes a current state of being (he is now a full-fledged member), rather than expressing a completed action. The perfect aspect typically indicates an action that has been completed or has a connection to the present, which is not the case in this sentence.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The sentence But he is now a full-fledged member of the nuclear club. does not utilize the progressive aspect. The verb is is a form of the verb to be and now indicates a specific point in time, suggesting a current state rather than an ongoing or incomplete action. Therefore, the sentence does not express an ongoing, habitual, or incomplete action, which are characteristic of the progressive aspect.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence But he is now a full-fledged member of the nuclear club does not utilize the perfect progressive aspect. The perfect progressive aspect is formed with has/have been + the present participle of the verb, indicating an ongoing action that started in the past and is still continuing. In the given sentence, there is no indication of an ongoing action that started in the past and is still continuing. Instead, the sentence describes a current state of being, indicating a completed transition to a full-fledged member of the nuclear club.', 'Property': 'perfect progressive'}]",[]
10425,[],Whom do you consider to be the most corrupt Democrat Politician?,Aspect,['simple'],['simple'],['simple'],True,[],"{
  ""Properties"": [],
  ""Explanation"": ""The given text does not contain any aspect properties as it is asking for an opinion."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The given text does not contain any aspect properties as it is not a statement about an action or event."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any examples of aspect as it is a straightforward question without any reference to actions or events.""
}",[],0,"{
  ""Properties"": [],
  ""Explanation"": ""Aspect properties are not applicable in this context as the question is about a subjective opinion and not about an action or event."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any aspect properties as it is a question about opinion and not a statement about an action.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The given text does not contain any aspect properties as it is a question seeking an opinion and does not describe any actions or events.""
}",[],0,[],1,0,do questions not hve an aspect?,['simple'],"[{'Answer': 'no', 'Explanation': 'The sentence Whom do you consider to be the most corrupt Democrat Politician? does not utilize the simple aspect. It is a question in the present tense and uses the auxiliary verb do to form the question. The use of do and the question structure indicates that it is not expressing a simple fact, but rather seeking information or opinion.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence Whom do you consider to be the most corrupt Democrat Politician? does not utilize the perfect aspect. The perfect aspect typically involves the use of have or has followed by a past participle, indicating a completed action in the past. In this sentence, there is no indication of a completed action; rather, it is a question seeking an opinion or judgment about a current state of being.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The sentence Whom do you consider to be the most corrupt Democrat Politician? does not utilize the progressive aspect. The sentence is a question asking for an opinion or judgment, and it does not express an ongoing, habitual, or incomplete action, which are characteristic of the progressive aspect. Instead, it is seeking a specific identification or evaluation of a person.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence Whom do you consider to be the most corrupt Democrat Politician? does not utilize the perfect progressive aspect. The perfect progressive aspect typically involves a form of have (or has) followed by been and the present participle of a verb (e.g., has been eating). In the given sentence, there is no form of have or has followed by been and a present participle, so it does not express the end of an ongoing action characteristic of the perfect progressive aspect.', 'Property': 'perfect progressive'}]",[]
10448,[],Anybody?,Aspect,,,,True,,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual aspect.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text 'Anybody?' expresses a simple fact without indicating completion, progress, or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text only contains simple and progressive aspects. There is no expression of completed or perfect ongoing actions.""
}","['simple', 'progressive']",0,"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The example text 'Rover eats bones.' uses the simple aspect to express a simple fact, while 'Rover is eating a bone.' uses the progressive aspect to express an ongoing action.""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Anybody?' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text 'Anybody?' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],0,['simple'],1,0,this should be an empty list,[],"[{'Answer': 'no', 'Explanation': 'The sentence Anybody? does not utilize the simple aspect. The simple aspect typically involves expressing simple, ongoing, or habitual actions. The sentence Anybody? is not expressing an action in the simple aspect; rather, it seems to be a question seeking the attention or response of someone.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence Anybody? does not utilize the perfect aspect. The perfect aspect typically involves the use of has or have followed by a past participle, indicating a completed action in the past relative to the present. The sentence Anybody? does not contain any form of has or have followed by a past participle, and it does not express a completed action in the same way as the given example Rover has eaten a bone. Therefore, the sentence does not utilize the perfect aspect.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The sentence Anybody? does not utilize the progressive aspect. The progressive aspect requires a form of the verb to be followed by the present participle of the main verb, indicating ongoing or incomplete action. In this case, Anybody? is not expressing an ongoing, habitual, or incomplete action, and therefore does not utilize the progressive aspect.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence Anybody? does not utilize the perfect progressive aspect. The perfect progressive aspect requires the use of has been followed by a present participle (verb form ending in -ing), as in the example Rover has been eating a bone. The sentence Anybody? does not contain the required structure for the perfect progressive aspect.', 'Property': 'perfect progressive'}]",[]
10497,[],SAN DIEGO -- People on the Mexican side of the border could be seen climbing the fence near Border Field State Park Tuesday afternoon after part of the Central American migrant caravan arrived in Tijuana.,Aspect,['simple'],['simple'],['simple'],True,['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or incomplete action, which aligns with the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or habitual action, which is an example of the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or habitual action, suggesting the use of the progressive aspect.""
}",['progressive'],1,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or incomplete action, suggesting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or incomplete action, suggesting the progressive aspect.""
}",['progressive'],timeout,[],1,['progressive'],0,1,,['progressive'],"[{'Answer': 'no', 'Explanation': 'The sentence provided does not utilize the simple aspect. The use of could be seen climbing indicates a continuous or ongoing action, which aligns with the progressive aspect rather than the simple aspect. The progressive aspect is used to express ongoing or incomplete actions, which is the case in the given sentence.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence does not utilize the perfect aspect. The sentence describes an ongoing or continuous action of people climbing the fence, rather than a completed action. The perfect aspect is used to indicate actions that have been completed or have a connection to the present, which is not the case in the given sentence.', 'Property': 'perfect'}, {'Answer': 'yes', 'Explanation': 'Yes, the sentence utilizes the progressive aspect. The phrase could be seen climbing indicates an ongoing or continuous action, which aligns with the definition of the progressive aspect. This construction suggests that the action of people climbing the fence was in progress at a specific point in time.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence does not utilize the perfect progressive aspect. The sentence describes an ongoing action in the present, but it does not express the end of that action. The use of could be seen climbing indicates a continuous action in the past, not a completed ongoing action, which is characteristic of the perfect progressive aspect.', 'Property': 'perfect progressive'}]",['progressive']
11846,[],"""St. Francis in Ecstacy"", Caravaggio, 1595",Aspect,,,,True,,"{
  ""Properties"": [],
  ""Explanation"": ""The given text is a title and artist attribution and does not contain any grammatical aspect to identify."" 
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text provides a simple statement of a fact - the title, artist, and year of the painting. There are no indications of completed, ongoing, habitual, or incomplete actions.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text is a simple fact providing the title, artist, and year of a painting.""
}",['simple'],1,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text simply provides information about the painting without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The provided text is a simple statement providing a fact about the painting.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The provided text is a simple statement of fact, providing information about the title, artist, and year of a painting.""
}",['simple'],1,['simple'],1,0,this should be an empty list,[],"[{'Answer': 'no', 'Explanation': 'The sentence St. Francis in Ecstacy, Caravaggio, 1595 does not utilize the simple aspect. The phrase St. Francis in Ecstacy is a title or a label for a piece of art and does not express a simple fact about an action or event happening in the present or past. Therefore, it does not fit the criteria for the simple aspect, which typically expresses simple, ongoing, or habitual actions.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence St. Francis in Ecstacy, Caravaggio, 1595 does not utilize the perfect aspect. The sentence is a title and does not express a completed action. It simply provides information about a painting and its creator, lacking the structure of a sentence that would indicate a completed action.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The sentence St. Francis in Ecstacy, Caravaggio, 1595 does not utilize the progressive aspect. The sentence is a title or caption for a piece of art and does not express an ongoing, habitual, or incomplete action. It simply provides information about the artwork and its creator, rather than describing an action in progress.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence St. Francis in Ecstacy, Caravaggio, 1595 does not utilize the perfect progressive aspect. The sentence is a title and a reference to a painting by Caravaggio, and it does not express an ongoing action that has been happening up to a certain point in time, which is a characteristic of the perfect progressive aspect.', 'Property': 'perfect progressive'}]",[]
11936,[],America's Immigration Voice.,Aspect,,,,True,,"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The text 'America's Immigration Voice' presents a simple fact or statement without expressing any specific action or tense.""
}",['simple'],"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The text expresses a simple fact without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text expresses a simple fact about a group or organization. It also conveys a sense of ongoing or habitual action in advocating for immigration issues.""
}","['simple', 'progressive']",0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about America's immigration voice without indicating any specific aspect of time or completion.""
}",['simple'],1,['simple'],1,0,this should be an empty list,[],"[{'Answer': 'no', 'Explanation': 'The sentence Americas Immigration Voice does not utilize the simple aspect. The phrase does not express a simple fact or action, but rather seems to refer to an organization or a concept related to immigration advocacy. The simple aspect typically conveys straightforward actions or states, which is not the case in this sentence.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence Americas Immigration Voice does not utilize the perfect aspect. The perfect aspect typically involves the use of has or have followed by a past participle, indicating a completed action in relation to the present. The given sentence does not contain any such construction, and therefore does not express a completed action in the perfect aspect.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The sentence Americas Immigration Voice does not utilize the progressive aspect. The sentence is a noun phrase and does not express an ongoing, habitual, or incomplete action, which are characteristic of the progressive aspect. Instead, it seems to be a title or a phrase referring to a specific organization or concept related to immigration in America.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence Americas Immigration Voice does not utilize the perfect progressive aspect. The perfect progressive aspect typically involves a form of have (e.g., has, have) followed by been and a present participle (e.g., eating). The given sentence does not contain any of these elements, so it does not express the end of an ongoing action as characteristic of the perfect progressive aspect.', 'Property': 'perfect progressive'}]",[]
13573,[],I am not a fan of Donald Trump.,Aspect,['simple'],['simple'],['simple'],True,[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact or statement of opinion without conveying any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any aspect properties as it is a simple statement of opinion and does not describe any action or event.""
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any ongoing or completed action.""
}",['simple'],1,"{
  ""Properties"": [],
  ""Explanation"": ""The sentence does not contain any aspect properties as it simply expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the speaker's opinion of Donald Trump.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""The sentence does not contain any aspect properties as it simply expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",[],1,[],1,0,Seems to be relying on the definition provided in a looser way,['simple'],"[{'Answer': 'no', 'Explanation': 'The sentence I am not a fan of Donald Trump does not utilize the simple aspect. The simple aspect typically expresses actions or states that are not ongoing or continuous. In this case, the sentence expresses a personal opinion or attitude, which is not a simple fact or action. It conveys a stance rather than a simple action or state.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence I am not a fan of Donald Trump does not utilize the perfect aspect. The perfect aspect typically involves the use of have or has followed by a past participle, indicating a completed action in the past relative to another point in time. In this sentence, there is no indication of a completed action in the past, so the perfect aspect is not being utilized.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The sentence I am not a fan of Donald Trump does not utilize the progressive aspect. The progressive aspect is used to express ongoing, habitual, or incomplete actions, but the sentence in question expresses a state of being (not a fan) rather than an ongoing or incomplete action.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence I am not a fan of Donald Trump does not utilize the perfect progressive aspect. The perfect progressive aspect is formed with the auxiliary verb have been followed by the present participle of the main verb, indicating a continuous action that started in the past and is still ongoing. In the given sentence, am is the present tense of the verb to be and not negates the statement, but it does not express an ongoing action that started in the past and is still continuing.', 'Property': 'perfect progressive'}]",[]
14038,[],And in Russia.,Aspect,,,,True,,"{
  ""Properties"": [],
  ""Explanation"": ""The text fragment 'And in Russia.' does not include any aspectual properties as it does not relate to a specific action or event.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text 'And in Russia.' does not contain any aspect properties as it is a disconnected fragment without a specific action or tense.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text 'And in Russia.' does not contain any explicit aspect properties as it does not convey any action or event.""
}",[],0,"{
  ""Properties"": [],
  ""Explanation"": ""The text 'And in Russia.' does not contain any aspect properties as it does not express an action or state in a specific tense or aspect."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text 'And in Russia.' does not contain any aspect properties as it does not express any action or state."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text 'And in Russia.' does not contain any aspect properties as it is not a complete sentence and does not express any specific action or state."" 
}",[],0,[],1,1,,[],"[{'Answer': 'no', 'Explanation': 'The sentence And in Russia. does not utilize the simple aspect. The simple aspect typically expresses actions or states that are not ongoing or continuous. The sentence provided does not contain a verb or express a specific action or state, so it does not fit the criteria for the simple aspect.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence And in Russia does not utilize the perfect aspect. The perfect aspect typically involves a form of the verb have (e.g., has, have) followed by the past participle of the main verb. The sentence provided does not contain any verb or express completion of an action, so it does not demonstrate the perfect aspect.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The sentence And in Russia does not utilize the progressive aspect. The progressive aspect typically involves a form of the verb to be (e.g., is, am, are) followed by the present participle of the main verb (e.g., eating, running). The sentence And in Russia does not contain a form of to be followed by a present participle, so it does not express an ongoing, habitual, or incomplete action characteristic of the progressive aspect.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence And in Russia does not utilize the perfect progressive aspect. The perfect progressive aspect requires a form of the verb to have (e.g., has, have) followed by been and the present participle of the main verb (e.g., eating). Since And in Russia does not contain any form of to have followed by been and a present participle, it does not express the end of an ongoing action in the perfect progressive aspect.', 'Property': 'perfect progressive'}]",[]
14356,[],"The Justice Department, FBI and Office of the Director of National Intelligence are going through a methodical review and can’t offer a timeline for finishing, said the people, who weren’t authorized to speak publicly about the sensitive matter.",Aspect,"['progressive', 'simple']","['progressive', 'simple']","['progressive', 'simple']",True,['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence 'are going through' indicates a progressive action, while 'are' indicates a simple fact.""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing review process without specifying any completed, ongoing, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing review process without indicating completion, habituality, or ongoing action.""
}",['simple'],0,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'are going through' indicates an ongoing or incomplete action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'are going through' indicates an ongoing or incomplete action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'are going through' indicates an ongoing or incomplete action, suggesting the progressive aspect.""
}",['progressive'],1,['progressive'],1,0,,"['progressive', 'simple']","[{'Answer': 'no', 'Explanation': 'The sentence provided does not utilize the simple aspect. The use of are going through and cant offer indicates ongoing or continuous action, which aligns with the progressive aspect rather than the simple aspect. The sentence describes an ongoing process rather than a simple fact or completed action.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not utilize the perfect aspect. The perfect aspect typically involves a form of the verb have (e.g., has, have) followed by a past participle. In the given sentence, there is no construction using have followed by a past participle to indicate a completed action. Instead, the sentence describes an ongoing process without indicating a completed action, which is not characteristic of the perfect aspect.', 'Property': 'perfect'}, {'Answer': 'yes', 'Explanation': 'The sentence utilizes the progressive aspect. The verb phrase are going through expresses an ongoing action, indicating that the Justice Department, FBI, and Office of the Director of National Intelligence are currently in the process of conducting a methodical review. This aligns with the definition of the progressive aspect, which denotes ongoing or continuous actions.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not utilize the perfect progressive aspect. The perfect progressive aspect typically involves a form of have (e.g., has been, have been) followed by a present participle (the -ing form of a verb). In the given sentence, there is no construction using have been or any similar form to indicate an ongoing action that is reaching completion. Instead, the sentence describes an ongoing review without indicating the actions completion, making it unsuitable for the perfect progressive aspect.', 'Property': 'perfect progressive'}]",['progressive']
