sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt3.5 isCorrect,comments,ground truth,gpt4 isCorrect
3436,[9],"Orban has seen the influence of George Soros and his organizations in Hungary and has openly criticized it and Soros, calling Soros a ""public enemy.""",New_words_and_changing_uses,['compounds'],['compounds'],['compounds'],TRUE,['proper_nouns_to_common_nouns'],"{
  ""Properties"": [""proper nouns to common nouns""],
  ""Explanation"": ""The use of 'Soros' as a general term to refer to a person, without being used as a specific proper noun, demonstrates the property of proper nouns to common nouns.""
}",['proper_nouns_to_common_nouns'],"{
  ""Properties"": [""proper nouns to common nouns""],
  ""Explanation"": ""The proper noun 'Soros' is used as a common noun to refer to George Soros and his organizations in a general sense, similar to the use of 'kleenex' for tissue.""
}",['proper_nouns_to_common_nouns'],"{
  ""Properties"": [""proper nouns to common nouns""],
  ""Explanation"": ""The use of 'Soros' as a common noun to refer to George Soros, a specific individual, is an example of using a proper noun as a general term.""
}",['proper_nouns_to_common_nouns'],TRUE,"{
  ""Properties"": [""proper nouns to common nouns""],
  ""Explanation"": ""The use of 'Soros' as a common noun to refer to George Soros, turning a proper noun into a general term.""
}",['proper_nouns_to_common_nouns'],"{
  ""Properties"": [""proper nouns to common nouns""],
  ""Explanation"": ""The use of 'Soros' as a common noun to refer to a general term for a person, in this case, 'public enemy'.""
}",['proper_nouns_to_common_nouns'],"{
  ""Properties"": [""proper nouns to common nouns""],
  ""Explanation"": ""The use of 'Soros' as a common noun to refer to a category of people or organizations, rather than just the individual George Soros, demonstrates the property of proper nouns to common nouns.""
}",['proper_nouns_to_common_nouns'],1,['proper_nouns_to_common_nouns'],1,0,GPT makde upo its own property,['compounds'],FALSE
3436,[9],"Orban has seen the influence of George Soros and his organizations in Hungary and has openly criticized it and Soros, calling Soros a ""public enemy.""",Tropes,[],[],['hyperbole'],FALSE,['antonomasia'],"{
  ""Properties"": [""metonymy"", ""euphemism""],
  ""Explanation"": ""The use of 'George Soros' and 'his organizations' can be seen as a metonymy, where the term 'George Soros' is substituted with a term representing his influence. Additionally, 'public enemy' is a euphemism for a strongly negative characterization.""
}","['metonymy', 'euphemism']","{
    ""Properties"": [""metonymy""],
    ""Explanation"": ""The use of 'Soros' as a metonym for George Soros and his organizations, as it refers to a specific entity associated with him.""
}",['metonymy'],"{
  ""Properties"": [""antonomasia""],
  ""Explanation"": ""The use of 'Soros' as a 'public enemy' represents antonomasia, as it replaces the proper name with a descriptive label.""
}",['antonomasia'],FALSE,"{
  ""Properties"": [""metonymy""],
  ""Explanation"": ""The use of 'Soros' as a substitute for George Soros and his organizations, chosen based on the association between Soros and his influence, qualifies as metonymy.""
}",['metonymy'],"{
  ""Properties"": [""metonymy"", ""antonomasia""],
  ""Explanation"": ""The use of 'Soros' as a substitute for George Soros and the labeling of Soros as a 'public enemy' both demonstrate metonymy and antonomasia.""
}","['metonymy', 'antonomasia']","{
  ""Properties"": [""metonymy"", ""euphemism""],
  ""Explanation"": ""The use of 'Soros' as a substitute for 'George Soros' is an example of metonymy. Additionally, the phrase 'public enemy' is a euphemism used to express strong criticism in a less direct manner.""
}","['metonymy', 'euphemism']",0,['metonymy'],0,0,,['hyperbole'],FALSE
3498,[9],"In the end, Only the corrupt king acknowledges the God of Shadrach, Meshach, and Abednego.",Sentence_architecture,['left_branching'],['left_branching'],['left_branching'],TRUE,"['Periodic_sentences', 'left_branching']","{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with modifying clauses or phrases at the end ('of Shadrach, Meshach, and Abednego').""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with modifying clauses 'of Shadrach, Meshach, and Abednego'.""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with modifying clauses or phrases, specifically 'acknowledges the God of Shadrach, Meshach, and Abednego' which follows the main clause 'Only the corrupt king acknowledges'.""
}",['right_branching'],TRUE,"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with modifying clauses ('of Shadrach, Meshach, and Abednego').""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with modifying clauses ('of Shadrach, Meshach, and Abednego').""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with modifying clauses ('of Shadrach, Meshach, and Abednego').""
}",['right_branching'],1,['right_branching'],1,0,GPT defaults to right-branching. Explanation is incorrect.,['left_branching'],FALSE
3785,[10],“When something is coming up and down or at least from a different angle they are either going to hit the ground or… alot of different things are going to happen.,Predication,['active'],['active'],['active'],TRUE,['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' in the phrase 'something is coming up'. This indicates a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs indicating action such as 'coming up', 'going to hit', and 'are going to happen.'""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs (is coming, are going) and a compound structure with multiple verbs (are going to hit, are going to happen).""
}","['active', 'compound']",FALSE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'is' in the phrase 'is coming up', which indicates a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' and an adjective 'different' which describes the state of something.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' and an adjective 'different' which indicates a state of being rather than action.""
}",['stative'],1,['stative'],1,0,,['active'],TRUE
3787,[10],“The insistence with which Francis defends Barros is mystifying.,Aspect,['simple'],['simple'],['simple'],TRUE,['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'defends' indicates an ongoing or habitual action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Francis's defense of Barros without emphasizing whether the action is completed, ongoing, or habitual.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'defends' indicates an ongoing or habitual action, suggesting a progressive aspect.""
}",['progressive'],0,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'defends' indicates an ongoing or habitual action, making it a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'defends' indicates an ongoing or habitual action, suggesting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'defends' indicates an ongoing or habitual action, suggesting the progressive aspect.""
}",['progressive'],1,['progressive'],1,0,Seems to be relying on the definition provided in a looser way,['simple'],TRUE
3792,[11],"Specifically, the statement that Obama wanted “to know everything we’re doing” came in a private Sept. 2, 2016, text message from FBI lawyer Lisa Page to FBI agent Peter Strzok, with whom she was having an extramarital affair at the time.",Lexical_and_semantic_fields,"['definite/hypothesis', 'abstract', 'indefinite/thesis']",['definite/hypothesis'],"['concrete', 'definite/hypothesis']",FALSE,"['concrete', 'definite/hypothesis']","{
  ""Properties"": [""definite/hypothesis""],
  ""Explanation"": ""The statement refers to specific people (Obama, FBI lawyer Lisa Page, FBI agent Peter Strzok) and a specific date (Sept. 2, 2016).""
}",['definite/hypothesis'],"{
  ""Properties"": [""definite/hypothesis"", ""concrete""],
  ""Explanation"": ""The text contains specific people (Obama, Lisa Page, Peter Strzok) and refers to a concrete action (wanting to know everything).""
}","['definite/hypothesis', 'concrete']","{
  ""Properties"": [""definite/hypothesis""],
  ""Explanation"": ""The text contains specific people (Obama, Lisa Page, Peter Strzok) and a specific time reference (Sept. 2, 2016).""
}",['definite/hypothesis'],FALSE,"{
  ""Properties"": [""definite/hypothesis""],
  ""Explanation"": ""The text contains specific people and a specific time reference, as it mentions 'Obama', 'Lisa Page', 'Peter Strzok', and 'Sept. 2, 2016'.""
}",['definite/hypothesis'],"{
  ""Properties"": [""definite/hypothesis""],
  ""Explanation"": ""The text contains specific people and a specific time, referring to Obama, Lisa Page, Peter Strzok, and the date of September 2, 2016.""
}",['definite/hypothesis'],"{
  ""Properties"": [""definite/hypothesis""],
  ""Explanation"": ""The text contains specific people and a specific time reference, as it mentions Obama, Lisa Page, Peter Strzok, and the date of the text message (Sept. 2, 2016).""
}",['definite/hypothesis'],1,['definite/hypothesis'],0,0,,"['concrete', 'definite/hypothesis']",TRUE
3792,[11],"Specifically, the statement that Obama wanted “to know everything we’re doing” came in a private Sept. 2, 2016, text message from FBI lawyer Lisa Page to FBI agent Peter Strzok, with whom she was having an extramarital affair at the time.",Phrases_built_on_verbs,['inifinitive_phrases'],['inifinitive_phrases'],['inifinitive_phrases'],TRUE,['inifinitive_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The text contains a participial phrase 'having an extramarital affair at the time,' which describes the action of Lisa Page and modifies 'she'. This helps to provide additional information about the circumstances of the private text message.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'having an extramarital affair' describing the action of FBI lawyer Lisa Page.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'having an extramarital affair at the time' is a participle phrase, describing the state of Lisa Page at a specific time.""
}",['participal_phrases'],TRUE,"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participal phrase 'having an extramarital affair at the time', which modifies the noun 'Lisa Page'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'having an extramarital affair at the time' which modifies the noun 'Lisa Page'. This participial phrase provides additional information about Lisa Page's actions and situation.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'having an extramarital affair at the time' which modifies the subject 'Lisa Page'. This participial phrase provides additional information about Lisa Page's actions and relationships.""
}",['participal_phrases'],1,['participal_phrases'],0,0,,[],FALSE
3793,[11],"Personally, I trust very, very few politicians no matter the party that they claim.",Tropes,[],[],['litotes'],FALSE,['hyperbole'],"{
  ""Properties"": [""litotes""],
  ""Explanation"": ""The statement uses understatement to emphasize the lack of trust in politicians, by stating 'very, very few' as a way to downplay the level of trust.""
}",['litotes'],"{
  ""Properties"": [""litotes""],
  ""Explanation"": ""The statement uses litotes by employing an understatement to emphasize the lack of trust in politicians.""
}",['litotes'],"{
  ""Properties"": [""hyperbole"", ""litotes""],
  ""Explanation"": ""The use of 'very, very few' is an exaggeration (hyperbole) to emphasize the lack of trust, while also downplaying the level of trust with 'no matter the party' (litotes).""
}","['hyperbole', 'litotes']",FALSE,"{
  ""Properties"": [""hyperbole""],
  ""Explanation"": ""The statement 'very, very few' is an exaggerated overstatement, indicating hyperbole.""
}",['hyperbole'],"{
  ""Properties"": [""hyperbole""],
  ""Explanation"": ""The statement 'very, very few politicians' is an exaggerated overstatement, indicating a hyperbolic expression of distrust.""
}",['hyperbole'],"{
  ""Properties"": [""hyperbole""],
  ""Explanation"": ""The use of 'very, very few' is an exaggerated statement, indicating hyperbole.""
}",['hyperbole'],1,['hyperbole'],0,0,,[],FALSE
3795,[11],"The jury of six men and six women, including three immigrants, found the Mexican national not guilty of all murder and manslaughter charges and guilty only of felony possession of a firearm.",Language_varieties,"['correctness', 'clarity', 'middle']","['correctness', 'clarity', 'middle']","['correctness', 'clarity', 'middle']",TRUE,"['correctness', 'clarity', 'middle']","{
  ""Properties"": [""correctness"", ""clarity"", ""appropriateness""]
}","['correctness', 'clarity', 'appropriateness']","{
  ""Properties"": [""clarity"", ""appropriateness""],
  ""Explanation"": ""The sentence is clear and understandable to the intended audience, and it is appropriate in its cultural and societal context. It correctly conveys the legal outcome of the trial with precision and without any language that might be considered inappropriate."" 
}","['clarity', 'appropriateness']","{
  ""Properties"": [""clarity""],
  ""Explanation"": ""The sentence is clear and easily understandable to the intended audience. There are no elements of informal or formal language, and it is well structured for readability.""
}",['clarity'],FALSE,"{
  ""Properties"": [""appropriateness"", ""clarity""],
  ""Explanation"": ""The sentence is appropriate in its use of language for a news report, and it is clear and understandable to the intended audience.""
}","['appropriateness', 'clarity']","{
  ""Properties"": [""correctness"", ""clarity"", ""appropriateness""],
  ""Explanation"": ""The sentence is well-formed grammatically, clear and understandable to the intended audience, and appropriate in its use of language for a news report on a legal matter.""
}","['correctness', 'clarity', 'appropriateness']","{
  ""Properties"": [""correctness"", ""clarity"", ""appropriateness""]
}

 	","['correctness', 'clarity', 'appropriateness']",0,"['correctness', 'clarity', 'appropriateness']",1,0,,"['correctness', 'clarity', 'middle']",TRUE
3796,[11 17],"Let me just remind them, they are themselves under investigation by a special prosecutor in Washington D.C. and they may soon avail themselves of the presumption of innocence beyond a reasonable doubt, so I ask that they reflect on that before they comment or disparage the results of this case.”",Figures_of_argument,[],['strategic_repetition'],[],FALSE,['strategic_repetition'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The text presents an argument from opposites by juxtaposing the idea of being under investigation with the presumption of innocence.""
}",['antithesis'],"{
  ""Properties"": [
    ""antithesis"",
    ""eduction""
  ],
  ""Explanation"": ""The use of 'reflect on that before they comment or disparage' presents an antithesis by contrasting the act of reflecting with the act of commenting or disparaging. Additionally, the speaker makes an eduction by using the specific example of the special prosecutor's investigation to generate a conclusion about reflecting on the case before commenting."" 
}","['antithesis', 'eduction']","{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The passage uses antithesis as it presents contrasting ideas in close proximity, contrasting being under investigation and availing themselves of the presumption of innocence beyond a reasonable doubt.""
}",['antithesis'],FALSE,"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The use of 'they are themselves' and 'they may soon avail themselves' presents an argument from opposites, emphasizing the contrast between the subjects being investigated and potentially benefiting from the presumption of innocence.""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The use of 'under investigation' and 'presumption of innocence beyond a reasonable doubt' presents an argument from opposites, highlighting the contrast between the two situations.""
}",['antithesis'],"{
  ""Properties"": [
    ""antithesis""
  ],
  ""Explanation"": ""The use of 'they are themselves under investigation' followed by 'they may soon avail themselves of the presumption of innocence beyond a reasonable doubt' presents an argument from opposites, highlighting the contrast between being under investigation and the presumption of innocence.""
}",['antithesis'],1,['antithesis'],0,0,,[],FALSE
3797,[11],"How many defenseless (unarmed) people are robbed, assaulted, accosted, beaten up, raped, wounded, paralyzed, or killed in a year’s time?",Mood,['interrogative'],['interrogative'],['interrogative'],TRUE,['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative structure as it is asking a question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative sentence, asking a question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a question.""
}",['interrogative'],TRUE,"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a question.""
}",['interrogative'],1,['interrogative'],1,1,,['interrogative'],TRUE
3797,[11],"How many defenseless (unarmed) people are robbed, assaulted, accosted, beaten up, raped, wounded, paralyzed, or killed in a year’s time?",New_words_and_changing_uses,['prefixes/suffixes'],['prefixes/suffixes'],['prefixes/suffixes'],TRUE,"['compounds', 'conversions']","{
  ""Properties"": [""conversions""],
  ""Explanation"": ""The word 'paralyzed' is an example of a conversion, as it is originally an adjective used here as a verb to describe the state of someone being affected.""
}",['conversions'],"{
  ""Properties"": [""conversions""],
  ""Explanation"": ""The word 'defenseless' is being used as a noun (defenseless people) instead of its original adjectival form, which represents a conversion.""
}",['conversions'],"{
  ""Properties"": [""conversions""],
  ""Explanation"": ""The use of 'robbed' and 'assaulted' as verbs, rather than nouns, demonstrates the conversion of these words from their original parts of speech.""
}",['conversions'],TRUE,"{
  ""Properties"": [""conversions""],
  ""Explanation"": ""The word 'defenseless' is originally an adjective, but it is used here as a noun to refer to unarmed people, which is an example of conversion.""
}",['conversions'],"{
  ""Properties"": [""conversions""],
  ""Explanation"": ""The word 'defenseless' is used as a noun in this context, which is a conversion from its original adjectival form.""
}",['conversions'],"{
  ""Properties"": [""conversions""],
  ""Explanation"": ""The word 'defenseless' is originally an adjective, but in this context, it is used as a noun to refer to unarmed people, which is a conversion of its original part of speech.""
}",['conversions'],1,['conversions'],1,0,GPT is wrong about the part of speech,['prefixes/suffixes'],FALSE
3799,[ 7 11  9],"After Oswald supposedly tried to defect to the Soviet Union and promised U.S. Embassy officials in Moscow that he was going to deliver classified information to the Soviet Union, which was America’s sworn Cold War enemy (and former World War II partner and ally), U.S. officials permitted him to return home with a Red wife, without even one grand-jury summons or even an iota of harassment.",Lexical_and_semantic_fields,"['indefinite/thesis', 'abstract', 'definite/hypothesis']",['definite/hypothesis'],['definite/hypothesis'],FALSE,"['concrete', 'definite/hypothesis']","{
  ""Properties"": [
    ""definite/hypothesis"",
    ""concrete""
  ],
  ""Explanation"": ""The text refers to specific actions and individuals, such as 'Oswald' and 'U.S. officials', making it definite/hypothesis. It also contains references to physical actions and tangible entities, such as 'classified information' and 'Red wife', making it concrete.""
}","['definite/hypothesis', 'concrete']","{
  ""Properties"": [""definite/hypothesis""],
  ""Explanation"": ""The text contains specific references to people (Oswald, U.S. Embassy officials) and organizations (Soviet Union, America), making it definite/hypothesis.""
}",['definite/hypothesis'],"{
  ""Properties"": [
    ""definite/hypothesis""
  ],
  ""Explanation"": ""The mention of 'Oswald' and 'U.S. officials' is specific and refers to definite people and authorities.""
}",['definite/hypothesis'],FALSE,"{
  ""Properties"": [""definite/hypothesis""],
  ""Explanation"": ""The text contains specific references to individuals and specific countries, such as 'Oswald', 'Soviet Union', 'U.S. Embassy officials', 'America', and 'Red wife'.""
}",['definite/hypothesis'],"{
  ""Properties"": [""definite/hypothesis""],
  ""Explanation"": ""The text contains specific references to individuals and entities such as 'Oswald', 'Soviet Union', 'U.S. Embassy officials', 'America', 'Cold War', 'World War II', 'U.S. officials', and 'Red wife'.""
}",['definite/hypothesis'],"{
  ""Properties"": [""prototype"", ""concrete""],
  ""Explanation"": ""The text contains concrete references to specific events, such as Oswald's attempt to defect to the Soviet Union and his promise to deliver classified information. It also includes a specific reference to 'Red wife', which can be seen as a prototype for a member of a group (in this case, a Soviet citizen).""
}","['prototype', 'concrete']",0,['definite/hypothesis'],0,0,,"['prototype', 'definite/hypothesis']",FALSE
3799,[ 7 11  9],"After Oswald supposedly tried to defect to the Soviet Union and promised U.S. Embassy officials in Moscow that he was going to deliver classified information to the Soviet Union, which was America’s sworn Cold War enemy (and former World War II partner and ally), U.S. officials permitted him to return home with a Red wife, without even one grand-jury summons or even an iota of harassment.",New_words_and_changing_uses,"['compounds', 'acronyms']","['compounds', 'prefixes/suffixes', 'foreign_borrowing', 'acronyms']","['prefixes/suffixes', 'foreign_borrowing', 'acronyms']",FALSE,"['proper_nouns_to_common_nouns', 'prefixes/suffixes']","{
  ""Properties"": [""foreign borrowing"", ""compounds"", ""analogy""],
  ""Explanation"": ""The text uses foreign borrowing with 'Soviet Union', compounds such as 'Cold War', and analogy with 'grand-jury summons' and 'iota of harassment'.""
}","['foreign_borrowing', 'compounds', 'analogy']","{
  ""Properties"": [""foreign borrowing"", ""clipping""],
  ""Explanation"": ""The term 'Cold War' is a foreign borrowing from Russian (холо́дная война, kholódnaya voyna) and 'Red' is a clipping of 'Red Communist'.""
}","['foreign_borrowing', 'clipping']","{
  ""Properties"": [""foreign borrowing""],
  ""Explanation"": ""The use of 'defect' from the Latin 'defectus' involves borrowing a word from another language.""
}",['foreign_borrowing'],FALSE,"{
  ""Properties"": [""foreign borrowing"", ""proper nouns to common nouns""],
  ""Explanation"": ""The use of 'Soviet Union' and 'Cold War' are examples of foreign borrowing, as they are borrowed from Russian and German respectively. Additionally, 'Red' is a proper noun (referring to the Communist Party) that has been used as a common noun in this context.""
}","['foreign_borrowing', 'proper_nouns_to_common_nouns']","{
  ""Properties"": [""foreign borrowing"", ""compounds"", ""analogy""],
  ""Explanation"": ""The text contains foreign borrowing with 'Soviet' and 'Moscow' from Russian, compounds with 'Cold War', 'World War II', and 'grand-jury summons', and analogy with 'Red wife' formed by analogy from 'Red Scare'.""
}","['foreign_borrowing', 'compounds', 'analogy']","{
  ""Properties"": [""foreign borrowing"", ""compounds"", ""analogy""],
  ""Explanation"": ""The text includes foreign borrowing with 'Soviet Union', compounds with 'Cold War' and 'World War II', and analogy with 'Red wife' formed by analogy from 'Red Scare'.""
}","['foreign_borrowing', 'compounds', 'analogy']",0,"['foreign_borrowing', 'compounds', 'analogy']",0,0,GPT is misinterpreting the property. Using it out of context of grammar.,"['compounds', 'acronyms']",FALSE
3801,[11],"For their sake, let’s hope it works better than this year’s flu vaccine.",Language_varieties,"['correctness', 'clarity', 'middle']","['correctness', 'clarity', 'middle']","['correctness', 'clarity', 'middle']",TRUE,"['correctness', 'clarity', 'middle', 'appropriateness']","{
  ""Properties"": [""clarity"", ""forcefulness"", ""allusions""]
}

  ","['clarity', 'forcefulness', 'allusions']","{
  ""Properties"": [""clarity"", ""forcefulness"", ""allusions""],
  ""Explanation"": ""The sentence is clear and understandable to the intended audience. It conveys a forceful and memorable expression through the allusion to the effectiveness of the flu vaccine, implying that the hope for something to work better is not very high.""
}","['clarity', 'forcefulness', 'allusions']","{
  ""Properties"": [""clarity"", ""forcefulness"", ""allusions""]
  ,
  ""Explanation"": ""The text is clear and understandable, using a forceful and memorable expression to convey the message effectively. The mention of 'this year’s flu vaccine' alludes to the idea of something not working effectively, creating an indirect reference for comparison.""
}","['clarity', 'forcefulness', 'allusions']",TRUE,"{
  ""Properties"": [""clarity"", ""forcefulness"", ""allusions""]
}

 	","['clarity', 'forcefulness', 'allusions']","{
  ""Properties"": [""clarity"", ""forcefulness"", ""low""]
  ,
  ""Explanation"": ""The text is clear and understandable to the intended audience, uses informal language, and employs a forceful expression to convey a memorable message.""
}","['clarity', 'forcefulness', 'low']","{
  ""Properties"": [""clarity"", ""forcefulness"", ""allusions""]
}

 	","['clarity', 'forcefulness', 'allusions']",0,"['clarity', 'forcefulness', 'allusions']",0,0,,"['correctness', 'clarity', 'middle', 'forcefulness']",FALSE
3801,[11],"For their sake, let’s hope it works better than this year’s flu vaccine.",Sentence_architecture,['left_branching'],['left_branching'],['left_branching'],TRUE,"['Periodic_sentences', 'left_branching']","{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'than this year’s flu vaccine.'""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence continues with a modifying clause after the main clause, 'let’s hope it works better than this year’s flu vaccine.'""
}",['right_branching'],"{
  ""Properties"": [
    ""right branching""
  ],
  ""Explanation"": ""The sentence continues with a modifying clause after completing the grammatically complete main clause.""
}",['right_branching'],TRUE,"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'than this year’s flu vaccine.'""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'than this year’s flu vaccine.'""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'than this year’s flu vaccine.'""
}",['right_branching'],1,['right_branching'],1,0,GPT defaults to right-branching. Explanation is incorrect.,['left_branching'],FALSE
3803,[ 8 11],"Of course, the reality is that bringing something like this up more than 30 years later is ridiculous, but this is the Democrats for you.",Tense,['present'],['present'],['present'],TRUE,"['past', 'present']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'bringing' and 'is' indicates that the text is using the past tense to express something that already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense ('bringing', 'is'), indicating that the action has already occurred.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'is' indicates a present tense, and 'bringing' indicates a past tense, thus the past tense is used in the example text.""
}",['past'],1,"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense 'bringing' to express something that already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense 'bringing' and 'is' to express something that already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'is' and 'bringing' indicates the past tense, expressing something that already happened.""
}",['past'],1,['past'],1,0,,['present'],FALSE
3804,[ 6 11],"What is that great big important point that Shapira, who, according to his tagline on his article, “enjoys writing about people who have served in the military and intelligence communities,” left out of his article?",Mood,['interrogative'],['interrogative'],['interrogative'],TRUE,['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a direct question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a direct question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The sentence is asking a question to obtain information.""
}",['interrogative'],TRUE,"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The sentence is asking a question to inquire about a specific point that Shapira may have omitted from his article.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The sentence is asking a question, making use of the interrogative mood.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The sentence is asking a question, seeking information about a specific point that the author left out of the article.""
}",['interrogative'],1,['interrogative'],1,1,,['interrogative'],TRUE
3806,[11  8],"The Guardian, reputedly once a great liberal newspaper, conducted a vendetta against Julian Assange.",Sentence_architecture,['middle_branching'],['middle_branching'],['middle_branching'],TRUE,[],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with a modifying clause ('reputedly once a great liberal newspaper') after the main clause.""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is right branching because it continues with a modifying clause ('reputedly once a great liberal newspaper') after the main clause.""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with a modifying clause ('reputedly once a great liberal newspaper') after the main clause.""
}",['right_branching'],TRUE,"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is right-branching because it continues with modifying clauses after the main clause 'The Guardian conducted a vendetta against Julian Assange.'""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with modifying clauses ('reputedly once a great liberal newspaper') after the main clause.""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with modifying clauses ('reputedly once a great liberal newspaper') after the main clause.""
}",['right_branching'],1,['right_branching'],1,0,GPT defaults to right-branching. Explanation is incorrect.,['middle_branching'],FALSE
