PTC_id,text,feature,properties
7317,"Speaking to Catholic News Agency, Monsignor Jean-François Lantheaume, who served as first Counsellor of the Nunciature in Washington, confirmed that “Viganò said the truth.
That’s all,” when he stated in his sworn account that Nuncio Pietro Sambi conveyed to McCarrick at the Nunciature in Washington the sanctions that had been imposed on him by Pope Benedict—sanctions Bergoglio ignored for five years until forced to act by a worldwide storm of outrage.
",Mood,indicative
7317,"Speaking to Catholic News Agency, Monsignor Jean-François Lantheaume, who served as first Counsellor of the Nunciature in Washington, confirmed that “Viganò said the truth.
That’s all,” when he stated in his sworn account that Nuncio Pietro Sambi conveyed to McCarrick at the Nunciature in Washington the sanctions that had been imposed on him by Pope Benedict—sanctions Bergoglio ignored for five years until forced to act by a worldwide storm of outrage.
","Phrases built on nouns",appositives
7317,"Speaking to Catholic News Agency, Monsignor Jean-François Lantheaume, who served as first Counsellor of the Nunciature in Washington, confirmed that “Viganò said the truth.
That’s all,” when he stated in his sworn account that Nuncio Pietro Sambi conveyed to McCarrick at the Nunciature in Washington the sanctions that had been imposed on him by Pope Benedict—sanctions Bergoglio ignored for five years until forced to act by a worldwide storm of outrage.
",Predication,"active,stative"
7317,"Speaking to Catholic News Agency, Monsignor Jean-François Lantheaume, who served as first Counsellor of the Nunciature in Washington, confirmed that “Viganò said the truth.
That’s all,” when he stated in his sworn account that Nuncio Pietro Sambi conveyed to McCarrick at the Nunciature in Washington the sanctions that had been imposed on him by Pope Benedict—sanctions Bergoglio ignored for five years until forced to act by a worldwide storm of outrage.
","Subject choices","humans,abstractions"
7317,"Speaking to Catholic News Agency, Monsignor Jean-François Lantheaume, who served as first Counsellor of the Nunciature in Washington, confirmed that “Viganò said the truth.
That’s all,” when he stated in his sworn account that Nuncio Pietro Sambi conveyed to McCarrick at the Nunciature in Washington the sanctions that had been imposed on him by Pope Benedict—sanctions Bergoglio ignored for five years until forced to act by a worldwide storm of outrage.
",Tense,past
7318,"- Bishop Athanasius Schneider declares: “Archbishop Viganò confirmed his statement by a sacred oath invoking the name of God.
There is, therefore, no reasonable and plausible cause to doubt the truth content of the document of Archbishop Carlo Maria Viganò.”
",Aspect,simple
7318,"- Bishop Athanasius Schneider declares: “Archbishop Viganò confirmed his statement by a sacred oath invoking the name of God.
There is, therefore, no reasonable and plausible cause to doubt the truth content of the document of Archbishop Carlo Maria Viganò.”
","Language varieties","correctness,middle,clarity"
7318,"- Bishop Athanasius Schneider declares: “Archbishop Viganò confirmed his statement by a sacred oath invoking the name of God.
There is, therefore, no reasonable and plausible cause to doubt the truth content of the document of Archbishop Carlo Maria Viganò.”
","Lexical and semantic fields","abstract,definite/hypothesis,indefinite/thesis"
7318,"- Bishop Athanasius Schneider declares: “Archbishop Viganò confirmed his statement by a sacred oath invoking the name of God.
There is, therefore, no reasonable and plausible cause to doubt the truth content of the document of Archbishop Carlo Maria Viganò.”
",Mood,indicative
7318,"- Bishop Athanasius Schneider declares: “Archbishop Viganò confirmed his statement by a sacred oath invoking the name of God.
There is, therefore, no reasonable and plausible cause to doubt the truth content of the document of Archbishop Carlo Maria Viganò.”
",Predication,active
7318,"- Bishop Athanasius Schneider declares: “Archbishop Viganò confirmed his statement by a sacred oath invoking the name of God.
There is, therefore, no reasonable and plausible cause to doubt the truth content of the document of Archbishop Carlo Maria Viganò.”
","Subject choices",humans
7318,"- Bishop Athanasius Schneider declares: “Archbishop Viganò confirmed his statement by a sacred oath invoking the name of God.
There is, therefore, no reasonable and plausible cause to doubt the truth content of the document of Archbishop Carlo Maria Viganò.”
",Tense,"past,present"
7321,"Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote: “The problem of clergy abuse cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.
The deeper problem lies in homosexual networks within the clergy which must be eradicated.” These homosexual networks, which are now widespread in many dioceses, seminaries, religious orders, etc., act under the concealment of secrecy and lies with the power of octopus tentacles, and strangle innocent victims and priestly vocations, and are strangling the entire Church.
",Aspect,simple
7321,"Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote: “The problem of clergy abuse cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.
The deeper problem lies in homosexual networks within the clergy which must be eradicated.” These homosexual networks, which are now widespread in many dioceses, seminaries, religious orders, etc., act under the concealment of secrecy and lies with the power of octopus tentacles, and strangle innocent victims and priestly vocations, and are strangling the entire Church.
","Figures of word choice",emphasis
7321,"Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote: “The problem of clergy abuse cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.
The deeper problem lies in homosexual networks within the clergy which must be eradicated.” These homosexual networks, which are now widespread in many dioceses, seminaries, religious orders, etc., act under the concealment of secrecy and lies with the power of octopus tentacles, and strangle innocent victims and priestly vocations, and are strangling the entire Church.
","Language varieties","correctness,clarity,forcefulness,middle"
7321,"Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote: “The problem of clergy abuse cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.
The deeper problem lies in homosexual networks within the clergy which must be eradicated.” These homosexual networks, which are now widespread in many dioceses, seminaries, religious orders, etc., act under the concealment of secrecy and lies with the power of octopus tentacles, and strangle innocent victims and priestly vocations, and are strangling the entire Church.
","Lexical and semantic fields","abstract,concrete,indefinite/thesis,definite/hypothesis"
7321,"Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote: “The problem of clergy abuse cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.
The deeper problem lies in homosexual networks within the clergy which must be eradicated.” These homosexual networks, which are now widespread in many dioceses, seminaries, religious orders, etc., act under the concealment of secrecy and lies with the power of octopus tentacles, and strangle innocent victims and priestly vocations, and are strangling the entire Church.
","Modifying clauses",adjective
7321,"Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote: “The problem of clergy abuse cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.
The deeper problem lies in homosexual networks within the clergy which must be eradicated.” These homosexual networks, which are now widespread in many dioceses, seminaries, religious orders, etc., act under the concealment of secrecy and lies with the power of octopus tentacles, and strangle innocent victims and priestly vocations, and are strangling the entire Church.
","New words and changing uses",acronyms
7321,"Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote: “The problem of clergy abuse cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.
The deeper problem lies in homosexual networks within the clergy which must be eradicated.” These homosexual networks, which are now widespread in many dioceses, seminaries, religious orders, etc., act under the concealment of secrecy and lies with the power of octopus tentacles, and strangle innocent victims and priestly vocations, and are strangling the entire Church.
","Phrases built on nouns",appositives
7321,"Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote: “The problem of clergy abuse cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.
The deeper problem lies in homosexual networks within the clergy which must be eradicated.” These homosexual networks, which are now widespread in many dioceses, seminaries, religious orders, etc., act under the concealment of secrecy and lies with the power of octopus tentacles, and strangle innocent victims and priestly vocations, and are strangling the entire Church.
",Predication,"active,stative"
7321,"Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote: “The problem of clergy abuse cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.
The deeper problem lies in homosexual networks within the clergy which must be eradicated.” These homosexual networks, which are now widespread in many dioceses, seminaries, religious orders, etc., act under the concealment of secrecy and lies with the power of octopus tentacles, and strangle innocent victims and priestly vocations, and are strangling the entire Church.
","Subject choices","abstractions,humans"
7321,"Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote: “The problem of clergy abuse cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.
The deeper problem lies in homosexual networks within the clergy which must be eradicated.” These homosexual networks, which are now widespread in many dioceses, seminaries, religious orders, etc., act under the concealment of secrecy and lies with the power of octopus tentacles, and strangle innocent victims and priestly vocations, and are strangling the entire Church.
",Tense,"present,past"
7321,"Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote: “The problem of clergy abuse cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.
The deeper problem lies in homosexual networks within the clergy which must be eradicated.” These homosexual networks, which are now widespread in many dioceses, seminaries, religious orders, etc., act under the concealment of secrecy and lies with the power of octopus tentacles, and strangle innocent victims and priestly vocations, and are strangling the entire Church.
","Verb choices","negation,modality"
7322,"As Faggioli puts it: “In the last fifteen years, the American Catholic Church has been traversed by a radicalization of religious conservatism in the neo-traditionalism sense, especially in the younger generations of priests and intellectuals.
They interpret the current abuse crisis as fruit of the mistakes of the Council itself and not only of the post-Council…”
",Aspect,"simple,perfect"
7322,"As Faggioli puts it: “In the last fifteen years, the American Catholic Church has been traversed by a radicalization of religious conservatism in the neo-traditionalism sense, especially in the younger generations of priests and intellectuals.
They interpret the current abuse crisis as fruit of the mistakes of the Council itself and not only of the post-Council…”
","Language varieties","middle,clarity,correctness"
7322,"As Faggioli puts it: “In the last fifteen years, the American Catholic Church has been traversed by a radicalization of religious conservatism in the neo-traditionalism sense, especially in the younger generations of priests and intellectuals.
They interpret the current abuse crisis as fruit of the mistakes of the Council itself and not only of the post-Council…”
","Lexical and semantic fields","abstract,indefinite/thesis,definite/hypothesis"
7322,"As Faggioli puts it: “In the last fifteen years, the American Catholic Church has been traversed by a radicalization of religious conservatism in the neo-traditionalism sense, especially in the younger generations of priests and intellectuals.
They interpret the current abuse crisis as fruit of the mistakes of the Council itself and not only of the post-Council…”
",Mood,indicative
7322,"As Faggioli puts it: “In the last fifteen years, the American Catholic Church has been traversed by a radicalization of religious conservatism in the neo-traditionalism sense, especially in the younger generations of priests and intellectuals.
They interpret the current abuse crisis as fruit of the mistakes of the Council itself and not only of the post-Council…”
","New words and changing uses",prefixes/suffixes
7322,"As Faggioli puts it: “In the last fifteen years, the American Catholic Church has been traversed by a radicalization of religious conservatism in the neo-traditionalism sense, especially in the younger generations of priests and intellectuals.
They interpret the current abuse crisis as fruit of the mistakes of the Council itself and not only of the post-Council…”
",Predication,"active,stative"
7322,"As Faggioli puts it: “In the last fifteen years, the American Catholic Church has been traversed by a radicalization of religious conservatism in the neo-traditionalism sense, especially in the younger generations of priests and intellectuals.
They interpret the current abuse crisis as fruit of the mistakes of the Council itself and not only of the post-Council…”
","Subject choices","humans,abstractions"
7322,"As Faggioli puts it: “In the last fifteen years, the American Catholic Church has been traversed by a radicalization of religious conservatism in the neo-traditionalism sense, especially in the younger generations of priests and intellectuals.
They interpret the current abuse crisis as fruit of the mistakes of the Council itself and not only of the post-Council…”
",Tense,"present,past"
7667,"(See my book The Kennedy Autopsy.)",Aspect,simple
7667,"(See my book The Kennedy Autopsy.)","Language varieties","correctness,clarity,middle"
7667,"(See my book The Kennedy Autopsy.)","Lexical and semantic fields","concrete,indefinite/thesis,definite/hypothesis"
7667,"(See my book The Kennedy Autopsy.)",Mood,indicative
7667,"(See my book The Kennedy Autopsy.)",Predication,active
7883,"In my new book The History of Jihad From Muhammad to ISIS , I detail many instances in which Muslims did exactly that.",Aspect,simple
7883,"In my new book The History of Jihad From Muhammad to ISIS , I detail many instances in which Muslims did exactly that.","Language varieties","correctness,clarity,middle"
7883,"In my new book The History of Jihad From Muhammad to ISIS , I detail many instances in which Muslims did exactly that.","Lexical and semantic fields","definite/hypothesis,indefinite/thesis,abstract,concrete"
7883,"In my new book The History of Jihad From Muhammad to ISIS , I detail many instances in which Muslims did exactly that.","Modifying clauses",adjective
7883,"In my new book The History of Jihad From Muhammad to ISIS , I detail many instances in which Muslims did exactly that.",Mood,indicative
7883,"In my new book The History of Jihad From Muhammad to ISIS , I detail many instances in which Muslims did exactly that.",Predication,active
7883,"In my new book The History of Jihad From Muhammad to ISIS , I detail many instances in which Muslims did exactly that.","Subject choices","humans,abstractions"
7883,"In my new book The History of Jihad From Muhammad to ISIS , I detail many instances in which Muslims did exactly that.",Tense,"present,past"
7896,"The twelfth-century Muslim historian Ibn Baydhaq detailed how the Almohads treated the Jews as they advanced:",Aspect,simple
7896,"The twelfth-century Muslim historian Ibn Baydhaq detailed how the Almohads treated the Jews as they advanced:","Language varieties","correctness,clarity,middle"
7896,"The twelfth-century Muslim historian Ibn Baydhaq detailed how the Almohads treated the Jews as they advanced:","Lexical and semantic fields","abstract,concrete,indefinite/thesis,definite/hypothesis"
7896,"The twelfth-century Muslim historian Ibn Baydhaq detailed how the Almohads treated the Jews as they advanced:","Modifying clauses",subordinate
7896,"The twelfth-century Muslim historian Ibn Baydhaq detailed how the Almohads treated the Jews as they advanced:",Mood,indicative
7896,"The twelfth-century Muslim historian Ibn Baydhaq detailed how the Almohads treated the Jews as they advanced:",Predication,"stative,active"
7896,"The twelfth-century Muslim historian Ibn Baydhaq detailed how the Almohads treated the Jews as they advanced:","Subject choices","abstractions,humans"
7896,"The twelfth-century Muslim historian Ibn Baydhaq detailed how the Almohads treated the Jews as they advanced:",Tense,past
7952,"Don’t allow yourself to be deceived by the likes of Jihad Al-‘Ayesh.
Preorder The History of Jihad From Muhammad to ISIS.
",Aspect,simple
7952,"Don’t allow yourself to be deceived by the likes of Jihad Al-‘Ayesh.
Preorder The History of Jihad From Muhammad to ISIS.
","Language varieties","correctness,clarity,forcefulness,middle"
7952,"Don’t allow yourself to be deceived by the likes of Jihad Al-‘Ayesh.
Preorder The History of Jihad From Muhammad to ISIS.
","Lexical and semantic fields","definite/hypothesis,indefinite/thesis,abstract"
7952,"Don’t allow yourself to be deceived by the likes of Jihad Al-‘Ayesh.
Preorder The History of Jihad From Muhammad to ISIS.
",Mood,indicative
7952,"Don’t allow yourself to be deceived by the likes of Jihad Al-‘Ayesh.
Preorder The History of Jihad From Muhammad to ISIS.
",Predication,"active,stative"
7952,"Don’t allow yourself to be deceived by the likes of Jihad Al-‘Ayesh.
Preorder The History of Jihad From Muhammad to ISIS.
","Subject choices",humans
7952,"Don’t allow yourself to be deceived by the likes of Jihad Al-‘Ayesh.
Preorder The History of Jihad From Muhammad to ISIS.
",Tense,present
7952,"Don’t allow yourself to be deceived by the likes of Jihad Al-‘Ayesh.
Preorder The History of Jihad From Muhammad to ISIS.
","Verb choices",negation
8114,"As a former trial lawyer, I can tell you that while neither notes nor memories are infallible, in a contest between contemporaneous notes and later verbal testimony about those notes, the content of the written notes usually prevails.",Aspect,simple
8114,"As a former trial lawyer, I can tell you that while neither notes nor memories are infallible, in a contest between contemporaneous notes and later verbal testimony about those notes, the content of the written notes usually prevails.","Language varieties","correctness,middle,clarity"
8114,"As a former trial lawyer, I can tell you that while neither notes nor memories are infallible, in a contest between contemporaneous notes and later verbal testimony about those notes, the content of the written notes usually prevails.","Lexical and semantic fields","abstract,concrete,indefinite/thesis,definite/hypothesis"
8114,"As a former trial lawyer, I can tell you that while neither notes nor memories are infallible, in a contest between contemporaneous notes and later verbal testimony about those notes, the content of the written notes usually prevails.","Modifying clauses",subordinate
8114,"As a former trial lawyer, I can tell you that while neither notes nor memories are infallible, in a contest between contemporaneous notes and later verbal testimony about those notes, the content of the written notes usually prevails.",Mood,indicative
8114,"As a former trial lawyer, I can tell you that while neither notes nor memories are infallible, in a contest between contemporaneous notes and later verbal testimony about those notes, the content of the written notes usually prevails.",Predication,"stative,active"
8114,"As a former trial lawyer, I can tell you that while neither notes nor memories are infallible, in a contest between contemporaneous notes and later verbal testimony about those notes, the content of the written notes usually prevails.","Subject choices","humans,abstractions"
8114,"As a former trial lawyer, I can tell you that while neither notes nor memories are infallible, in a contest between contemporaneous notes and later verbal testimony about those notes, the content of the written notes usually prevails.",Tense,"present,past"
8114,"As a former trial lawyer, I can tell you that while neither notes nor memories are infallible, in a contest between contemporaneous notes and later verbal testimony about those notes, the content of the written notes usually prevails.","Verb choices",modality
8410,"I fully believe IG Horowitz’ findings here.",Aspect,simple
8410,"I fully believe IG Horowitz’ findings here.","Language varieties","middle,clarity,correctness"
8410,"I fully believe IG Horowitz’ findings here.","Lexical and semantic fields","abstract,definite/hypothesis,indefinite/thesis"
8410,"I fully believe IG Horowitz’ findings here.",Mood,indicative
8410,"I fully believe IG Horowitz’ findings here.",Predication,"active,stative"
8410,"I fully believe IG Horowitz’ findings here.","Subject choices",abstractions
8410,"I fully believe IG Horowitz’ findings here.",Tense,present
8598,"The information was sent on Nov. 9 by Bradley McVay, DOS’ interim general counsel, who asked that the altered dates be investigated.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter that was sent Nov. 9 and released publicly on Tuesday.
",Aspect,simple
8598,"The information was sent on Nov. 9 by Bradley McVay, DOS’ interim general counsel, who asked that the altered dates be investigated.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter that was sent Nov. 9 and released publicly on Tuesday.
","Figures of word choice",emphasis
8598,"The information was sent on Nov. 9 by Bradley McVay, DOS’ interim general counsel, who asked that the altered dates be investigated.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter that was sent Nov. 9 and released publicly on Tuesday.
","Language varieties","correctness,clarity,middle"
8598,"The information was sent on Nov. 9 by Bradley McVay, DOS’ interim general counsel, who asked that the altered dates be investigated.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter that was sent Nov. 9 and released publicly on Tuesday.
","Lexical and semantic fields","abstract,indefinite/thesis,definite/hypothesis"
8598,"The information was sent on Nov. 9 by Bradley McVay, DOS’ interim general counsel, who asked that the altered dates be investigated.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter that was sent Nov. 9 and released publicly on Tuesday.
","Modifying clauses","adjective,subordinate"
8598,"The information was sent on Nov. 9 by Bradley McVay, DOS’ interim general counsel, who asked that the altered dates be investigated.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter that was sent Nov. 9 and released publicly on Tuesday.
",Mood,indicative
8598,"The information was sent on Nov. 9 by Bradley McVay, DOS’ interim general counsel, who asked that the altered dates be investigated.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter that was sent Nov. 9 and released publicly on Tuesday.
","New words and changing uses",acronyms
8598,"The information was sent on Nov. 9 by Bradley McVay, DOS’ interim general counsel, who asked that the altered dates be investigated.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter that was sent Nov. 9 and released publicly on Tuesday.
","Phrases built on nouns",appositives
8598,"The information was sent on Nov. 9 by Bradley McVay, DOS’ interim general counsel, who asked that the altered dates be investigated.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter that was sent Nov. 9 and released publicly on Tuesday.
",Predication,"active,stative"
8598,"The information was sent on Nov. 9 by Bradley McVay, DOS’ interim general counsel, who asked that the altered dates be investigated.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter that was sent Nov. 9 and released publicly on Tuesday.
","Subject choices","humans,abstractions"
8598,"The information was sent on Nov. 9 by Bradley McVay, DOS’ interim general counsel, who asked that the altered dates be investigated.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter that was sent Nov. 9 and released publicly on Tuesday.
",Tense,past
8903,"“I don’t regard Louis Farrakhan as an aberration or anything, I regard him as an outstanding human being who commands a following of individuals who are learned and articulate and he plays a big role in the lives of thousands and thousands and thousands and thousands of people,” he emphasized later.",Aspect,simple
8903,"“I don’t regard Louis Farrakhan as an aberration or anything, I regard him as an outstanding human being who commands a following of individuals who are learned and articulate and he plays a big role in the lives of thousands and thousands and thousands and thousands of people,” he emphasized later.","Figures of word choice","ploce,emphasis"
8903,"“I don’t regard Louis Farrakhan as an aberration or anything, I regard him as an outstanding human being who commands a following of individuals who are learned and articulate and he plays a big role in the lives of thousands and thousands and thousands and thousands of people,” he emphasized later.","Language varieties","correctness,clarity,middle"
8903,"“I don’t regard Louis Farrakhan as an aberration or anything, I regard him as an outstanding human being who commands a following of individuals who are learned and articulate and he plays a big role in the lives of thousands and thousands and thousands and thousands of people,” he emphasized later.","Lexical and semantic fields","abstract,indefinite/thesis,definite/hypothesis"
8903,"“I don’t regard Louis Farrakhan as an aberration or anything, I regard him as an outstanding human being who commands a following of individuals who are learned and articulate and he plays a big role in the lives of thousands and thousands and thousands and thousands of people,” he emphasized later.","Modifying clauses",adjective
8903,"“I don’t regard Louis Farrakhan as an aberration or anything, I regard him as an outstanding human being who commands a following of individuals who are learned and articulate and he plays a big role in the lives of thousands and thousands and thousands and thousands of people,” he emphasized later.",Mood,indicative
8903,"“I don’t regard Louis Farrakhan as an aberration or anything, I regard him as an outstanding human being who commands a following of individuals who are learned and articulate and he plays a big role in the lives of thousands and thousands and thousands and thousands of people,” he emphasized later.",Predication,"active,stative"
8903,"“I don’t regard Louis Farrakhan as an aberration or anything, I regard him as an outstanding human being who commands a following of individuals who are learned and articulate and he plays a big role in the lives of thousands and thousands and thousands and thousands of people,” he emphasized later.","Subject choices","humans,abstractions"
8903,"“I don’t regard Louis Farrakhan as an aberration or anything, I regard him as an outstanding human being who commands a following of individuals who are learned and articulate and he plays a big role in the lives of thousands and thousands and thousands and thousands of people,” he emphasized later.",Tense,"present,past"
8903,"“I don’t regard Louis Farrakhan as an aberration or anything, I regard him as an outstanding human being who commands a following of individuals who are learned and articulate and he plays a big role in the lives of thousands and thousands and thousands and thousands of people,” he emphasized later.","Verb choices",negation
9159,"Bradley McVay, DOS interim general counsel, asked attorneys in Florida to investigate the conflicting dates.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter, sent on Nov. 9 and publicly released on Tuesday.
",Aspect,simple
9159,"Bradley McVay, DOS interim general counsel, asked attorneys in Florida to investigate the conflicting dates.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter, sent on Nov. 9 and publicly released on Tuesday.
","Language varieties","correctness,clarity,middle"
9159,"Bradley McVay, DOS interim general counsel, asked attorneys in Florida to investigate the conflicting dates.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter, sent on Nov. 9 and publicly released on Tuesday.
","Lexical and semantic fields","definite/hypothesis,indefinite/thesis,abstract"
9159,"Bradley McVay, DOS interim general counsel, asked attorneys in Florida to investigate the conflicting dates.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter, sent on Nov. 9 and publicly released on Tuesday.
","Modifying clauses",adjective
9159,"Bradley McVay, DOS interim general counsel, asked attorneys in Florida to investigate the conflicting dates.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter, sent on Nov. 9 and publicly released on Tuesday.
",Mood,indicative
9159,"Bradley McVay, DOS interim general counsel, asked attorneys in Florida to investigate the conflicting dates.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter, sent on Nov. 9 and publicly released on Tuesday.
","New words and changing uses",acronyms
9159,"Bradley McVay, DOS interim general counsel, asked attorneys in Florida to investigate the conflicting dates.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter, sent on Nov. 9 and publicly released on Tuesday.
","Phrases built on nouns",appositives
9159,"Bradley McVay, DOS interim general counsel, asked attorneys in Florida to investigate the conflicting dates.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter, sent on Nov. 9 and publicly released on Tuesday.
",Predication,active
9159,"Bradley McVay, DOS interim general counsel, asked attorneys in Florida to investigate the conflicting dates.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter, sent on Nov. 9 and publicly released on Tuesday.
","Subject choices","humans,abstractions"
9159,"Bradley McVay, DOS interim general counsel, asked attorneys in Florida to investigate the conflicting dates.
“Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter, sent on Nov. 9 and publicly released on Tuesday.
",Tense,past
9187,"“And whether or not it ultimately defeats the nominee it will, I think, help people understand why it’s so important that they vote.”",Aspect,simple
9187,"“And whether or not it ultimately defeats the nominee it will, I think, help people understand why it’s so important that they vote.”","Language varieties","correctness,clarity,middle"
9187,"“And whether or not it ultimately defeats the nominee it will, I think, help people understand why it’s so important that they vote.”","Lexical and semantic fields","abstract,indefinite/thesis,definite/hypothesis"
9187,"“And whether or not it ultimately defeats the nominee it will, I think, help people understand why it’s so important that they vote.”","Modifying clauses",adjective
9187,"“And whether or not it ultimately defeats the nominee it will, I think, help people understand why it’s so important that they vote.”",Mood,indicative
9187,"“And whether or not it ultimately defeats the nominee it will, I think, help people understand why it’s so important that they vote.”",Predication,"active,stative"
9187,"“And whether or not it ultimately defeats the nominee it will, I think, help people understand why it’s so important that they vote.”","Subject choices","humans,abstractions"
9187,"“And whether or not it ultimately defeats the nominee it will, I think, help people understand why it’s so important that they vote.”",Tense,"present,future"
9187,"“And whether or not it ultimately defeats the nominee it will, I think, help people understand why it’s so important that they vote.”","Verb choices","negation,modality"
9228,"John Hancock, the first signer of the Declaration of Independence, said,",Aspect,simple
9228,"John Hancock, the first signer of the Declaration of Independence, said,","Language varieties","clarity,correctness,middle"
9228,"John Hancock, the first signer of the Declaration of Independence, said,","Lexical and semantic fields","indefinite/thesis,definite/hypothesis"
9228,"John Hancock, the first signer of the Declaration of Independence, said,",Mood,indicative
9228,"John Hancock, the first signer of the Declaration of Independence, said,","Phrases built on nouns",appositives
9228,"John Hancock, the first signer of the Declaration of Independence, said,",Predication,active
9228,"John Hancock, the first signer of the Declaration of Independence, said,","Subject choices",humans
9228,"John Hancock, the first signer of the Declaration of Independence, said,",Tense,past
9484,"One could readily point to the evidence that a faction that included Bergoglio himself had agreed upon his election before the conclave, and that all those involved, including Bergoglio, were thereby excommunicated latae sententiae in accordance with Article 81 of John Paul II’s Universi Dominici Gregis, which provides:
The Cardinal electors shall further abstain from any form of pact, agreement, promise or other commitment of any kind which could oblige them to give or deny their vote to a person or persons.
If this were in fact done, even under oath, I decree that such a commitment shall be null and void and that no one shall be bound to observe it; and I hereby impose the penalty of excommunication latae sententiae upon those who violate this prohibition.
",Aspect,simple
