sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consitency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency
275,[3],"You believe any woman who goes against a Republican and you don't believe any woman who goes against a Democrat.""",Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'you believe any woman who goes against a Republican and you don't believe any woman who goes against a Democrat' serves as a summative modifier, summarizing or generalizing the preceding clause ('you believe') based on the political affiliation being opposed.""
}",['summative_modifier'],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'any woman who goes against a Republican' serves as a resumptive modifier, repeating and clarifying the noun 'woman' to add emphasis and nuance to the statement.""
}",['resumptive_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a Republican' serves as an appositive, renaming the noun 'woman' that it modifies.""
}",['appositives'],FALSE,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'any woman who goes against a Republican' summarizes or generalizes the preceding clause, making it a summative modifier.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'any woman who goes against a Republican' summarizes or generalizes the preceding clause, making it a summative modifier.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'any woman who goes against a Republican' summarizes or generalizes the preceding clause, making it a summative modifier.""
}",['summative_modifier'],1
282,[3 9],"And if Trumpism is not the future of the GOP, it is hard to see what a promising GOP agenda might look like.",Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'the future of the GOP' is summarized and generalized by the following phrase 'what a promising GOP agenda might look like.' This qualifies as a summative modifier.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'what a promising GOP agenda might look like' serves as a summarizing or generalizing statement about the preceding clause 'if Trumpism is not the future of the GOP'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'if Trumpism is not the future of the GOP' summarizes or generalizes the preceding clause 'And if Trumpism is not the future of the GOP'.""
}",['summative_modifier'],TRUE,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'it is hard to see what a promising GOP agenda might look like' summarizes or generalizes the preceding clause 'if Trumpism is not the future of the GOP'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'what a promising GOP agenda might look like' summarizes or generalizes the preceding clause 'if Trumpism is not the future of the GOP'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'it is hard to see what a promising GOP agenda might look like' summarizes or generalizes the preceding clause 'if Trumpism is not the future of the GOP'.""
}",['summative_modifier'],1
296,[3],"There is only one Magisterium, he said, and bishops' conferences can only decide about pastoral questions.",Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'he said' is an appositive that renames 'one Magisterium'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'he said' is an appositive, renaming the noun 'Magisterium' by providing additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'he said' is an appositive, renaming the noun 'Magisterium' and providing additional information about it.""
}",['appositives'],TRUE,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'he said' renames the noun 'Magisterium' by providing additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'he said' renames the noun 'Magisterium' by providing additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'he said' renames the noun 'Magisterium' by providing additional information about it.""
}",['appositives'],1
300,[3],"You do not like to beat around the bush, and neither do we, so allow us to say frankly that we do not understand your teaching about Islam, as we read in paragraphs 252 and 253 of Evangelii Gaudium, because it does not account for the fact that Islam came AFTER Christ, and so is, and can only be, an Antichrist (see 1 Jn 2.22), and one of the most dangerous because it presents itself as the fulfillment of Revelation (of which Jesus would have been only a prophet).",Phrases_built_on_nouns,['appositives'],[],[],FALSE,['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an Antichrist' is an appositive built on the noun 'Islam', renaming it to provide further information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an Antichrist (see 1 Jn 2.22)' is an appositive as it renames and clarifies the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The example contains an appositive construction that renames 'Islam' as 'an Antichrist'. This phrase provides additional information about Islam and renames it in relation to the Antichrist.""
}",['appositives'],TRUE,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an Antichrist' is an appositive built on the noun 'Islam', renaming it to provide additional information.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an Antichrist' renames and further explains the noun 'Islam', making it an appositive construction.""
}",['appositives'],timeout,[],1
307,[3],"Either you stand with BDS, Hamas, blood libels and those who want to destroy Israel or with Jews.",Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [
    ""summative modifier""
  ],
  ""Explanation"": ""The phrase 'Hamas, blood libels and those who want to destroy Israel' summarizes the preceding clause 'stand with BDS' by providing specific examples of groups that the speaker considers as wanting to destroy Israel. This functions as a summative modifier.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'BDS, Hamas, blood libels and those who want to destroy Israel' renames or identifies the group the speaker is associating with negative actions, serving as an appositive to 'you'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'BDS, Hamas, blood libels and those who want to destroy Israel' renames or clarifies 'those' and functions as an appositive to 'Jews'.""
}",['appositives'],FALSE,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'BDS, Hamas, blood libels and those who want to destroy Israel' renames the noun 'you' and functions as an appositive.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'BDS, Hamas, blood libels and those who want to destroy Israel' renames the noun 'you' and functions as an appositive.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'BDS, Hamas, blood libels and those who want to destroy Israel' renames the noun 'you', making it an appositive construction.""
}",['appositives'],1
311,[3],"The Vatican presents a choice: the world, or Christ.",Phrases_built_on_nouns,['appositives'],['summative_modifier'],[],FALSE,['appositives'],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'the world, or Christ' is an appositive construction, renaming 'choice'. It also serves as a summative modifier by summarizing the two options presented in the preceding clause.""
}","['appositives', 'summative_modifier']","{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the world, or Christ' serves as an appositive, renaming the choice presented by the Vatican.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the world, or Christ' renames and further defines the choice presented by the Vatican, thus functioning as an appositive.""
}",['appositives'],FALSE,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the world, or Christ' is an appositive, renaming the choice presented by the Vatican.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the world, or Christ' is an appositive, renaming the choice presented by the Vatican.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the world, or Christ' is an appositive, renaming the choice presented by the Vatican.""
}",['appositives'],1
313,[3],"“The Prologue set this choice before us, the world or Our Lord, as mutually exclusive alternatives; we cannot remain neutral, but must belong wholly to the one or wholly to the other.”",Phrases_built_on_nouns,['summative_modifier'],['summative_modifier'],['summative_modifier'],TRUE,['summative_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the world or Our Lord' is an appositive, renaming the choice set before us in the Prologue.""
}",['appositives'],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'the world or Our Lord' acts as an appositive, renaming 'choice' to provide additional information. Additionally, the phrase 'as mutually exclusive alternatives' serves as a summative modifier, summarizing the preceding clause.""
}","['appositives', 'summative_modifier']","{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the world or Our Lord' is an appositive as it renames the choice set before us in the Prologue.""
}",['appositives'],FALSE,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the world or Our Lord' is an appositive, renaming the choice set before us in the prologue.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the world or Our Lord' is an appositive, renaming the choice set before us in the Prologue.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the world or Our Lord' is an appositive, renaming the choice set before us in the Prologue.""
}",['appositives'],1
319,[3],It’s not coming back.,Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'It’s not coming back' can be seen as a summative modifier summarizing or generalizing the preceding statement or situation.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'It's not coming back' is a summative modifier as it summarizes or generalizes the preceding clause or phrase.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'It's not coming back' can be summarized or generalized by the phrase 'It', making it a summative modifier.""
}",['summative_modifier'],TRUE,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'It's not coming back' can be seen as a summative modifier summarizing the preceding statement or situation.""
}",['summative_modifier'],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'coming back' is modified by the resumptive modifier 'back', which repeats the noun it modifies.""
}",['resumptive_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'It's not coming back' is followed by a summarizing or generalizing phrase 'a departure from its usual practices'.""
}",['summative_modifier'],0
320,[ 3 16],There will be no turning back.,Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'no turning back' summarizes or generalizes the preceding clause 'There will be'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'no turning back' summarizes the preceding clause 'There will be'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The noun 'turning back' is used to summarize or generalize the preceding clause 'There will be no'.""
}",['summative_modifier'],TRUE,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'no turning back' summarizes or generalizes the preceding clause 'There will be'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'no turning back' summarizes or generalizes the preceding clause 'There will be'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'no turning back' summarizes the preceding clause 'There will be'.""
}",['summative_modifier'],1
325,[3],A caller to the Michael Savage radio show who says he was neighbors with Las Vegas gunman Stephen Paddock asserts that Paddock could not have carried out the massacre and that it was actually a “set-up”.,Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Las Vegas gunman Stephen Paddock' is an appositive, as it renames the noun 'caller' and provides additional information about the caller's claim.""
}",['appositives'],"{
  ""Properties"": [""appositives"", ""resumptive modifier""],
  ""Explanation"": ""The phrase 'Las Vegas gunman Stephen Paddock' functions as an appositive, renaming the noun 'caller'. Additionally, the 'Las Vegas gunman Stephen Paddock' acts as a resumptive modifier by repeating and further defining the noun it modifies.""
}","['appositives', 'resumptive_modifier']","{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Las Vegas gunman Stephen Paddock' is an appositive, renaming the noun 'caller'.""
}",['appositives'],FALSE,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Las Vegas gunman Stephen Paddock' is an appositive, renaming the noun 'caller' and providing additional information about the caller's neighbor.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Las Vegas gunman Stephen Paddock' is an appositive, as it renames the noun 'caller' and provides additional information about the caller's neighbor.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Las Vegas gunman Stephen Paddock' is an appositive, renaming the noun 'caller' and providing additional information about the caller's identity.""
}",['appositives'],1
349,[4],"Recently, a video clip of anti-Semitic pastor Steve Anderson – making the claim that Jews have experienced such abuse because they have somehow been cursed – wound up on the personal Facebook page of South Florida Muslim leader Sofian Zakkout.",Phrases_built_on_nouns,['appositives'],[],['appositives'],FALSE,['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'anti-Semitic pastor Steve Anderson' is an appositive because it renames the noun 'video clip'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'anti-Semitic pastor Steve Anderson' is an appositive, renaming the noun 'pastor'.""
}",['appositives'],"{
  ""Properties"": [""appositives"", ""resumptive modifier""],
  ""Explanation"": ""The example contains both appositives and resumptive modifiers. 'anti-Semitic pastor Steve Anderson' is an appositive renaming 'a video clip', while 'South Florida Muslim leader Sofian Zakkout' acts as a resumptive modifier repeating 'the personal Facebook page'.""
}","['appositives', 'resumptive_modifier']",FALSE,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'anti-Semitic pastor Steve Anderson' is an appositive, renaming the noun 'pastor'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'anti-Semitic pastor Steve Anderson' is an appositive, renaming the noun 'pastor'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'anti-Semitic pastor Steve Anderson' is an appositive, as it renames the noun 'pastor'.""
}",['appositives'],1
363,[4 9],Murdering infidels thus doesn’t contradict the spirit of Ramadan; it embodies it.,Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'it embodies it' is an appositive, as it renames and explains the preceding noun 'the spirit of Ramadan'.""
}",['appositives'],"{
  ""Properties"": [""resumptive modifier"", ""summative modifier""],
  ""Explanation"": ""The phrase 'the spirit of Ramadan' functions as a resumptive modifier by repeating the noun it modifies, and as a summative modifier by summarizing the preceding clause.""
}","['resumptive_modifier', 'summative_modifier']","{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'it' serves as an appositive, renaming the noun 'the spirit of Ramadan'.""
}",['appositives'],FALSE,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'it embodies it' summarizes or generalizes the preceding clause 'Murdering infidels thus doesn’t contradict the spirit of Ramadan'.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the spirit of Ramadan' renames and further explains the concept of 'Murdering infidels'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the spirit of Ramadan' renames and further explains the noun 'Ramadan', making it an appositive construction.""
}",['appositives'],0
365,[6 4],"""What you want to do is destroy this guy's life, hold this seat open, and hope you win in 2020,"" Graham blasted Democrat Senators on the committee.",Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Democrat Senators' is an appositive, renaming the noun 'committee.'""
}",['appositives'],"{
  ""Properties"": [""absolute construction""],
  ""Explanation"": ""The phrase 'Democrat Senators on the committee' is an absolute construction as it refers to the noun 'Graham' and is related to it as a part or feature.""
}",['absolute_construction'],"{
  ""Properties"": [
    ""appositives"",
    ""summative modifier""
  ],
  ""Explanation"": ""The phrase 'Democrat Senators on the committee' is an appositive because it renames the noun 'Graham.' Additionally, the phrase 'hold this seat open and hope you win in 2020' functions as a summative modifier summarizing the preceding clause 'destroy this guy's life.'""
}","['appositives', 'summative_modifier']",FALSE,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'destroy this guy's life, hold this seat open, and hope you win in 2020' summarizes or generalizes the preceding clause about the actions Graham accused the Democrat Senators of wanting to do.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Democrat Senators on the committee' is an appositive, renaming the noun 'Senators'.""
}",['appositives'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'destroy this guy's life, hold this seat open, and hope you win in 2020' summarizes or generalizes the preceding clause 'What you want to do is' and modifies the noun 'blast' by providing a summary of the Democrats' actions.""
}",['summative_modifier'],0
369,[4 3],"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.",Phrases_built_on_nouns,['summative_modifier'],[],[],FALSE,['summative_modifier'],"{
  ""Properties"": [""absolute construction""],
  ""Explanation"": ""The phrase 'when there is a blessing upon a cause or a project' is an absolute construction, as it is built on the noun 'blessing' and is related to the noun it modifies ('something').""
}",['absolute_construction'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'because only then when there is a blessing upon a cause or a project, will something good come out of it' summarizes or generalizes the preceding clause.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'to bless always' serves as an appositive, renaming the concept of 'something good coming out of it'. Additionally, the phrase 'to bless always means that something shall flourish' functions as a summative modifier, summarizing the idea that follows it.""
}","['appositives', 'summative_modifier']",FALSE,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'to bless always means that something shall flourish' summarizes or generalizes the preceding clause.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'only then when there is a blessing upon a cause or a project' summarizes or generalizes the preceding clause 'To bless always means that something shall flourish'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'only then when there is a blessing upon a cause or a project' summarizes or generalizes the preceding clause 'To bless always means that something shall flourish'.""
}",['summative_modifier'],1
370,[4],"If one considers and weighs this matter, one knows: one may not bless a union of two homosexual men or of lesbian women.",Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a union of two homosexual men or of lesbian women' is an appositive, as it renames the noun 'matter' and provides additional information about it.""
}",['appositives'],"{
  ""Properties"": [
    ""appositives"",
    ""summative modifier""
  ],
  ""Explanation"": ""The phrase 'a union of two homosexual men or of lesbian women' serves as an appositive, renaming and further explaining the noun 'matter'. Additionally, it functions as a summative modifier, summarizing the preceding clause 'one may not bless a union of two homosexual men or of lesbian women'.""
}","['appositives', 'summative_modifier']","{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a union of two homosexual men' is an appositive, renaming the noun 'matter'.""
}",['appositives'],FALSE,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a union of two homosexual men or of lesbian women' is an appositive, renaming the noun 'matter' that it modifies.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a union of two homosexual men or of lesbian women' is an appositive, renaming the noun 'union'.""
}",['appositives'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'one may not bless a union of two homosexual men or of lesbian women' summarizes or generalizes the preceding clause 'If one considers and weighs this matter, one knows'.""
}",['summative_modifier'],0
375,[4],"Despite the fact that it was instituted by God Himself, growing numbers of Catholics actually consider it immoral.",Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'it' refers to the concept being described in the preceding clause, and 'immoral' summarizes the preceding clause, making it a summative modifier.""
}",['summative_modifier'],"{
  ""Properties"": [
    ""appositives""
  ],
  ""Explanation"": ""The phrase 'instituted by God Himself' is an appositive phrase that renames and provides additional information about 'it'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'instituted by God Himself' is an appositive, as it renames 'it' (referring to the subject of the sentence).""
}",['appositives'],FALSE,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'instituted by God Himself' is an appositive, renaming the noun 'it'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'instituted by God Himself' is an appositive, as it renames the noun 'it' (referring to the action or concept being discussed).""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'instituted by God Himself' is an appositive, renaming the noun 'it'.""
}",['appositives'],1
387,[4],"On the one hand, it could refuse to grant Trump what he wanted and let the records be released, which it knew would point to the CIA’s guilt in the assassination.",Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the records' is an appositive, renaming and further describing the noun 'what he wanted.'""
}",['appositives'],"{
  ""Properties"": [
    ""appositives""
  ],
  ""Explanation"": ""The phrase 'the assassination' is an appositive, renaming the noun 'CIA’s guilt'""
}",['appositives'],"{
  ""Properties"": [
    ""appositives""
  ],
  ""Explanation"": ""The phrase 'the CIA’s guilt in the assassination' functions as an appositive, renaming and providing additional information about 'the records'.""
}",['appositives'],TRUE,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the CIA’s guilt in the assassination' is an appositive, renaming and providing additional information about 'the records'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the CIA’s guilt in the assassination' is an appositive, renaming and providing additional information about 'the records'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the CIA’s guilt in the assassination' is an appositive, renaming and providing additional information about 'the records'.""
}",['appositives'],1
392,[ 9 13  4],"“Their only defense was that the activities they described were either non-partisan or were not officially taken by the company,” Carlson said Monday night, describing Google’s official response to his requests for comment, before challenging the company’s response: “But of course they were both.",Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'describing Google’s official response to his requests for comment' is an appositive as it renames or clarifies the noun 'Carlson'.""
}",['appositives'],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'describing Google’s official response to his requests for comment' functions as an appositive, renaming the noun 'Carlson.' Additionally, the phrase 'before challenging the company’s response' functions as a summative modifier, summarizing the preceding clause.""
}","['appositives', 'summative_modifier']","{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'describing Google’s official response to his requests for comment' is an appositive, renaming the noun phrase 'Carlson said Monday night' to provide additional information.""
}",['appositives'],FALSE,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'describing Google’s official response to his requests for comment' is an appositive, as it renames the noun 'Carlson' and provides additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'describing Google’s official response to his requests for comment' is an appositive, as it renames the noun 'Carlson' and provides additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'describing Google’s official response to his requests for comment' is an appositive, as it renames the noun 'Carlson' and provides additional information about it.""
}",['appositives'],1
396,[4],Democrats want to delay this vote until after the midterms because they believe they have a chance to retake the Senate as well as the House.,Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'they believe they have a chance to retake the Senate as well as the House' acts as a summative modifier, summarizing the Democrats' desire to delay the vote.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'they believe they have a chance to retake the Senate as well as the House' summarizes or generalizes the preceding clause 'Democrats want to delay this vote until after the midterms'.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'they believe they have a chance to retake the Senate as well as the House' serves as a summarizing or generalizing modifier for the preceding clause, making it a 'summative modifier'. Additionally, the phrase 'a chance to retake the Senate as well as the House' renames and provides additional information about the noun 'chance', making it an 'appositive'.""
}","['appositives', 'summative_modifier']",FALSE,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'they believe they have a chance to retake the Senate as well as the House' summarizes or generalizes the preceding clause 'Democrats want to delay this vote until after the midterms'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'they believe they have a chance to retake the Senate as well as the House' summarizes or generalizes the preceding clause 'Democrats want to delay this vote until after the midterms'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'they believe they have a chance to retake the Senate as well as the House' summarizes or generalizes the preceding clause 'Democrats want to delay this vote until after the midterms'.""
}",['summative_modifier'],1
405,[5 4 8 8 9],"So, according to Faggioli, the same Pope who sacks conservative bishops and cardinals according to his pleasure and has just removed a cardinal from the College of Cardinals in an unprecedented disciplinary act under fire from the media, is somehow powerless to dismiss Modernist bishops who have created an obscene “gay culture” in the Church and replace them with orthodox, normal heterosexual males.",Phrases_built_on_nouns,[],[],['resumptive_modifier'],FALSE,[],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'an unprecedented disciplinary act' is an appositive, renaming the preceding noun 'a cardinal'. The phrase 'sacks conservative bishops and cardinals according to his pleasure' is a summative modifier, summarizing the preceding clause.""
}","['appositives', 'summative_modifier']","{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the same Pope' renames 'Pope' and functions as an appositive.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the same Pope' is an appositive because it renames 'Pope' by providing additional information about which Pope is being referred to.""
}",['appositives'],FALSE,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the same Pope' is an appositive, renaming 'Pope' and providing additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the same Pope who sacks conservative bishops and cardinals according to his pleasure' is an appositive, renaming the noun 'Pope'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the same Pope who sacks conservative bishops and cardinals according to his pleasure' is an appositive, renaming 'Pope' and providing additional information about him.""
}",['appositives'],1
