sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,res2,gpt_props2,res3,gpt_props3,res1,gpt_props1,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,props_gpt4_majority
1040,[5 6 8],"The telling details of Archbishop Viganò’s testimony concerning Bergoglio’s friendly relations with McCarrick before he finally had to cut him loose—details conveniently ignored by Winters, Allen and Shea—are utterly devastating to any defense of Bergoglio.",Phrases_built_on_nouns,['resumptive_modifier'],['resumptive_modifier'],['appositives'],,[],,[],,[],['resumptive_modifier'],['appositives'],-1,['appositives']
1042,[6],Any purge would empty parishes and religious orders of the thousands of priests and bishops who lead healthy lives of service and faithful lives of celibacy.”,Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'thousands of priests and bishops' acts as an appositive, renaming and providing additional information about 'parishes and religious orders'. The phrase 'healthy lives of service and faithful lives of celibacy' acts as a summative modifier, summarizing the lives led by the priests and bishops.""
}","['appositives', 'summative_modifier']","{
  ""Properties"": [
    ""appositives"",
    ""resumptive modifier""
  ],
  ""Explanation"": ""The phrase 'thousands of priests and bishops' acts as an appositive, renaming the noun 'parishes and religious orders'. Additionally, the resumptive modifier 'a letter' is repeated in the phrase 'a letter without precedent'.""
}","['appositives', 'resumptive_modifier']","{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'thousands of priests and bishops' is an appositive, renaming the noun 'parishes and religious orders'. The phrase 'of priests and bishops who lead healthy lives of service and faithful lives of celibacy' is a summative modifier, summarizing the preceding clause.""
}","['appositives', 'summative_modifier']",[],"['appositives', 'summative_modifier']",-1,[]
1060,[5 6],That’s because he failed to conclude his article with one great big important point about former CIA Director Richard Helms.,Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'former CIA Director Richard Helms' acts as an appositive, renaming the noun 'point'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'former CIA Director Richard Helms' is an appositive, renaming the noun 'point'.""
}",['appositives'],"```json
{
    ""Properties"": [""summative modifier""],
    ""Explanation"": ""The phrase 'one great big important point' summarizes the preceding clause 'he failed to conclude his article with' by generalizing the missing content as a significant point about Richard Helms.""
}
```",['summative_modifier'],[],['appositives'],-1,[]
1100,[6],"In December it successfully carried out the most-distant course-correction manoeuvre ever, with the mission team guiding it towards a close-encounter with a KBO scheduled for 1 January 2019.",Phrases_built_on_nouns,[],[],[],"``` 
        {
            ""Properties"": [""appositives""],
            ""Explanation"": ""The phrase 'the most-distant course-correction manoeuvre ever' is an appositive, renaming and providing more information about 'December'.""
        }
```",['appositives'],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'the most-distant course-correction manoeuvre ever' is a resumptive modifier as 'manoeuvre' is repeated after 'course-correction'.""
}",['resumptive_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'the most-distant course-correction manoeuvre ever' summarizes the preceding clause about the successful course-correction manoeuvre.""
}",['summative_modifier'],[],['summative_modifier'],-1,[]
1105,[4 9 9 6],This is clearly the testimony of an honest man who has only the good of the Church in his heart—a modern-day Athanasius standing against something so much worse than Liberius.,Phrases_built_on_nouns,['absolute_construction'],['appositives'],['appositives'],,[],,[],,[],['appositives'],['appositives'],1,['appositives']
1145,[9 8 6],To call them nativists and parade their moral superiority.,Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""resumptive modifier"", ""summative modifier""],
  ""Explanation"": ""The phrase 'nativists and parade their moral superiority' serves as a resumptive modifier by repeating the noun 'nativists' for emphasis. It also functions as a summative modifier by summarizing the preceding clause 'To call them' and generalizing the behavior of the subject."" 
}","['resumptive_modifier', 'summative_modifier']","{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'nativists and parade' act as a resumptive modifier, repeating the noun 'nativists' that it modifies.""
}",['resumptive_modifier'],"{
  ""Properties"": [""appositives"", ""resumptivie modifier""],
  ""Explanation"": ""The phrase 'nativists and parade' renames and repeats the noun 'them', acting as both an appositive and a resumptive modifier.""
}","['appositives', 'resumptive_modifier']",[],"['appositives', 'resumptive_modifier']",-1,[]
1194,[6 9],"Julian Assange called it ""a hack job in the purest sense of the term"".",Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a hack job in the purest sense of the term' renames the noun 'it', making it an appositive phrase.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a hack job in the purest sense of the term' renames and further describes the noun 'it', functioning as an appositive.""
}",['appositives'],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'a hack job in the purest sense of the term' renames and summarizes the previous clause.""
}","['appositives', 'summative_modifier']",[],['appositives'],-1,[]
1203,[8 6 8 8],Rich Penkoski is hardly the first to protest this egregious submission to the most vicious and brutal ideology on the face of the Earth.,Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'the most vicious and brutal ideology on the face of the Earth' is an appositive that renames 'this egregious submission'. The phrase 'to the most vicious and brutal ideology on the face of the Earth' is a summative modifier summarizing the preceding clause.""
}","['appositives', 'summative_modifier']","{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'this egregious submission to the most vicious and brutal ideology on the face of the Earth' is an appositive, renaming the noun 'protest'. Additionally, the phrase 'to the most vicious and brutal ideology on the face of the Earth' is a summative modifier summarizing the preceding clause.""
}","['appositives', 'summative_modifier']","``` 
{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'this egregious submission to the most vicious and brutal ideology' serves as a summative modifier, summarizing the preceding clause. Additionally, 'Rich Penkoski' is renamed by the appositive 'the first to protest'.""
}
```","['appositives', 'summative_modifier']",[],"['appositives', 'summative_modifier']",-1,[]
1225,[6],Democratic Illinois Rep. Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday.,Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Nation of Islam leader Louis Farrakhan' is an appositive, renaming the noun 'Louis Farrakhan'.""
}",['appositives'],timeout,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Nation of Islam leader Louis Farrakhan' renames the noun 'leader' and is thus an appositive phrase.""
}",['appositives'],[],['appositives'],-1,[]
1234,[7],"He was treated very unfairly by our government!""",Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'our government' renames and further describes 'he'""
}",['appositives'],timeout,[],"{
  ""Properties"": [""appositives"", ""resumptive modifier""],
  ""Explanation"": ""The text contains the appositive 'our government' renaming the noun 'government'. It also contains the resumptive modifier 'our government' repeating the noun it modifies.""
}","['appositives', 'resumptive_modifier']",[],"['appositives', 'resumptive_modifier']",-1,[]
1259,[7],Does Berg and the AMA support our military?,Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'our military' renames the noun 'support' and summarizes the preceding clause.""
}","['appositives', 'summative_modifier']","{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Berg and the AMA' is an appositive, renaming the noun 'support'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'our military' renames and further describes the noun 'Berg and the AMA'.""
}",['appositives'],[],['appositives'],-1,[]
1284,[7 8],"I hope the American people can see through this sham, that you knew about it and you held it.""",Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the American people' renames and further describes the noun 'people'.""
}",['appositives'],"{
  ""Properties"": [""appositives"", ""resumptive modifier""],
  ""Explanation"": ""The phrase 'the American people' renames and further describes the noun 'I' (appositive), and the repeated use of 'you' serves as a resumptive modifier.""
}","['appositives', 'resumptive_modifier']","{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'this sham' is built on a noun summarizing the preceding clause 'I hope the American people can see through'.""
}",['summative_modifier'],[],['summative_modifier'],-1,[]
1290,[7 8],"But if you are a freedom-loving American who values your liberties and the God-given right to defend them, happy is NOT what you should be feeling right now.",Phrases_built_on_nouns,[],[],[],"``` 
        {
            ""Properties"": [""appositives""],
            ""Explanation"": ""The phrase 'a freedom-loving American' is an appositive that renames the noun 'you'.""
        }
```",['appositives'],timeout,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'freedom-loving American' is an appositive built on the noun 'American', renaming it to provide additional information.""
}",['appositives'],[],['appositives'],-1,[]
1300,[1 7 9],"“This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further.",Phrases_built_on_nouns,[],[],[],timeout,[],timeout,[],"```json
{
  ""Properties"": [""appositives"", ""resumptive modifier""],
  ""Explanation"": ""The phrase 'Attorney General Jeff Sessions' is an appositive, renaming the noun 'situation'. The phrase 'Rigged Witch Hunt' is a resumptive modifier, repeating the noun 'situation'.""
}
```","['appositives', 'resumptive_modifier']",[],"['appositives', 'resumptive_modifier']",-1,[]
1309,[7],What is happening in the Brett Kavanaugh nomination process should concern every American.,Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'What is happening in the Brett Kavanaugh nomination process' summarizes or generalizes the preceding clause 'should concern every American.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'What is happening in the Brett Kavanaugh nomination process' summarizes or generalizes the following clause 'should concern every American'.""
}",['summative_modifier'],"{
    ""Properties"": [""resumptive modifier""],
    ""Explanation"": ""The phrase 'Brett Kavanaugh nomination process' is a resumptive modifier, repeating the noun 'nomination process' to provide additional information.""
}",['resumptive_modifier'],[],['summative_modifier'],-1,[]
1311,[ 8  7 14  6],"As Trump grandly proclaimed, Americans no longer have to fear North Korea and can sleep peacefully at night!",Phrases_built_on_nouns,[],[],[],"{
    ""Properties"": [""summative modifier""],
    ""Explanation"": ""The phrase 'Americans no longer have to fear North Korea and can sleep peacefully at night' summarizes and generalizes the preceding clause 'As Trump grandly proclaimed'.""
}",['summative_modifier'],timeout,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Americans no longer have to fear North Korea and can sleep peacefully at night' is summarized by the noun phrase 'Trump grandly proclaimed'.""
}",['summative_modifier'],[],['summative_modifier'],-1,[]
1332,[7 8],These pardons cleanse another stain from our nation's history in the dark years of Obama.,Phrases_built_on_nouns,[],[],[],timeout,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'in the dark years of Obama' summarizes or generalizes the preceding clause about cleansing a stain from our nation's history.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'in the dark years of Obama' summarizes or generalizes the preceding clause.""
}",['summative_modifier'],[],['summative_modifier'],-1,[]
1344,[7 7],“It’s time for our leaders in Washington to follow the lead of America’s mayors and put public safety over NRA priorities.”,Phrases_built_on_nouns,[],[],[],timeout,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'America's mayors' is an appositive, renaming the leaders in Washington.""
}",['appositives'],"``` 
{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'America's mayors' serves as a resumptive modifier, repeating the noun 'leaders' to provide additional information.""
}
```",['resumptive_modifier'],[],['resumptive_modifier'],-1,[]
1350,[7],"As far as the labor market is concerned, “America First” has not translated to Americans First.",Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'America First' renames and further explains the noun 'labor market'.""
}",['appositives'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Americans First' summarizing or generalizing the preceding clause 'America First'.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'America First' serves as an appositive, renaming 'the labor market'. The phrase 'Americans First' serves as a summative modifier, summarizing the preceding clause.""
}","['appositives', 'summative_modifier']",[],"['appositives', 'summative_modifier']",-1,[]
1354,[7],"“I have, on numerous occasions, noted our intelligence findings that Russians attempted to interfere in our elections.",Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'our intelligence findings' renames or explains the noun 'findings'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'our intelligence findings' is an appositive, renaming the noun 'interference' it modifies.""
}",['appositives'],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'our intelligence findings that Russians attempted to interfere in our elections' repeats the noun 'findings' to modify 'intelligence', making it a resumptive modifier.""
}",['resumptive_modifier'],[],['appositives'],-1,[]
1355,[6 8 7],The very intensity and nastiness of former CIA Director Brennan and former Director of National Intelligence Clapper is an attempt to distract attention from their failure to protect America.,Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'former CIA Director Brennan and former Director of National Intelligence Clapper' renames the noun 'intensity' (appositive). The phrase 'is an attempt to distract attention from their failure to protect America' summarizes the preceding clause (summative modifier).""
}","['appositives', 'summative_modifier']",timeout,[],"```json
        {
            ""Properties"": [""appositives"", ""summative modifier""],
            ""Explanation"": ""The phrase 'former CIA Director Brennan and former Director of National Intelligence Clapper' renames the noun it modifies, and the phrase 'is an attempt to distract attention from their failure to protect America' summarizes the preceding clause.""
        }
```","['appositives', 'summative_modifier']",[],"['appositives', 'summative_modifier']",-1,[]
1369,[7],"We imported goods ""Made in China,"" while exporting our future.",Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Made in China' is an appositive, renaming the noun 'goods'.""
}",['appositives'],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'Made in China' serves as an appositive to 'goods' and also acts as a summative modifier summarizing the preceding clause.""
}","['appositives', 'summative_modifier']","{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Made in China' renames the noun 'goods' it modifies.""
}",['appositives'],[],['appositives'],-1,[]
1371,[7],"Bush-Obama ""open borders"" brought in tens of millions of Third World peoples, legally and illegally, to rising resistance from Americans forced to bear the economic and social costs.",Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'Bush-Obama ""open borders""' acts as an appositive, renaming the noun it modifies. The phrase 'to rising resistance from Americans forced to bear the economic and social costs' acts as a summative modifier summarizing the preceding clause.""
}","['appositives', 'summative_modifier']","{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'to rising resistance from Americans forced to bear the economic and social costs' serves as a summative modifier summarizing the preceding clause about the influx of Third World peoples.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'to rising resistance from Americans forced to bear the economic and social costs' functions as a summative modifier summarizing the preceding clause about 'Third World peoples'."" 
}",['summative_modifier'],[],['summative_modifier'],-1,[]
1390,[7 9],"Barack Obama spent considerable time selling the American people on the idea of a cooperative Iran — all the while cutting quiet deals, behind closed doors, with the rogue nation.",Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'the idea of a cooperative Iran' repeats the noun 'Iran' from the preceding clause.""
}",['resumptive_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'all the while cutting quiet deals, behind closed doors, with the rogue nation' summarizes or generalizes the preceding clause about Barack Obama selling the idea of a cooperative Iran.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the idea of a cooperative Iran' is an appositive phrase, renaming the noun 'Iran'.""
}",['appositives'],[],['appositives'],-1,[]
1405,[ 7 13],"I want to bring our soldiers back home,"" Trump said.",Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'our soldiers' is repeated as 'soldiers' in the same sentence, serving as a resumptive modifier.""
}",['resumptive_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'our soldiers' renames the noun 'soldiers' and provides additional information about them.""
}",['appositives'],"```json
        {
            ""Properties"": [""appositives"", ""resumptive modifier""],
            ""Explanation"": ""The phrase 'our soldiers' renames the noun 'soldiers' as an appositive. The phrase 'our soldiers' repeats the noun it modifies as a resumptive modifier.""
        }
```","['appositives', 'resumptive_modifier']",[],"['appositives', 'resumptive_modifier']",-1,[]
1407,[7],And it’s a problem not just in West Virginia – it’s a national problem.,Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'it's a national problem' acts as a summative modifier, summarizing the preceding clause 'it's a problem not just in West Virginia'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'it's a national problem' summarizes or generalizes the preceding clause 'it's a problem not just in West Virginia'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'it's a national problem' summarizes or generalizes the preceding clause 'it's a problem not just in West Virginia' and is built on the noun 'problem'.""
}",['summative_modifier'],[],['summative_modifier'],-1,[]
1487,[8],"My acceptance from the reading of this document of the Church’s orthodox eucharistic doctrine was based in part on Pope Paul’s gracious and beautiful exposition, and in part on the sheer radical, mad unlikeliness of it.",Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'Pope Paul’s gracious and beautiful exposition' is an appositive modifying 'the reading of this document'. The phrase 'the sheer radical, mad unlikeliness of it' is a summative modifier summarizing the reasons for the speaker's acceptance.""
}","['appositives', 'summative_modifier']","```json
        {
            ""Properties"": [""appositives"", ""resumptive modifier""],
            ""Explanation"": ""The phrase 'Pope Paul’s gracious and beautiful exposition' renames 'the reading of this document' (appositive) and repeats the noun 'part' (resumptive modifier).""
        }
```","['appositives', 'resumptive_modifier']","{
  ""Properties"": [
    ""appositives""
  ],
  ""Explanation"": ""The phrase 'Pope Paul’s gracious and beautiful exposition' is an appositive built on the noun 'exposition', renaming it with additional information.""
}",['appositives'],[],['appositives'],-1,[]
1535,[8 8 5],This stunning tower audio once again provides proof that the entire narrative that claims that Stephen Paddock operated alone from the 32nd floor of the Mandalay Bay Hotel is complete nonsense and that authorities are actually actively covering up what really happened on that fateful night.,Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'the entire narrative' is an appositive renaming the noun 'proof'. The phrase 'complete nonsense' is a summative modifier summarizing the preceding clause.""
}","['appositives', 'summative_modifier']","```json
{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'the entire narrative' is an appositive renaming the noun 'proof', and the phrase 'complete nonsense' is a summative modifier summarizing the preceding clause.""
}
```","['appositives', 'summative_modifier']","``` 
{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'complete nonsense' summarizes the preceding clause 'that the entire narrative that claims that Stephen Paddock operated alone from the 32nd floor of the Mandalay Bay Hotel is'""
}
```",['summative_modifier'],[],"['appositives', 'summative_modifier']",-1,[]
1589,[8 6],"In the tragic comedy of denial that every Islamic terrorism investigation inevitably becomes, the authorities are still hunting around for his motiv Yonathan Halimi, Sarah Lucy’s son, describes the killer’s family as being known for its anti-Semitism.",Phrases_built_on_nouns,['appositives'],['appositives'],['appositives'],,[],,[],,[],['appositives'],['appositives'],1,['appositives']
1699,[8],"He said the group was a toothless, paper-shuffling exercise.",Phrases_built_on_nouns,[],[],[],"{
    ""Properties"": [""summative modifier""],
    ""Explanation"": ""The phrase 'paper-shuffling exercise' summarizes or generalizes the preceding clause 'toothless'.""
}",['summative_modifier'],"{
    ""Properties"": [""summative modifier""],
    ""Explanation"": ""The phrase 'paper-shuffling exercise' summarizes or generalizes the preceding clause 'the group was a toothless'.""
}",['summative_modifier'],"``` 
{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'a toothless, paper-shuffling exercise' renames and summarizes the group described in the preceding clause.""
}
```","['appositives', 'summative_modifier']",[],['summative_modifier'],-1,[]
2116,[8],The case of the Netherlands is downright bizarre; sisters so old that even the federation structures are breaking down.,Phrases_built_on_nouns,['summative_modifier'],['absolute_construction'],[],,[],,[],,[],['summative_modifier'],['absolute_construction'],-1,['absolute_construction']
2128,[8],"A litany of lives of total moral, physical, emotional devastation suffered by victims of homosexual clerics.",Phrases_built_on_nouns,[],[],[],timeout,[],"{
    ""Properties"": [""resumptive modifier""],
    ""Explanation"": ""The phrase 'victims of homosexual clerics' repeats the noun 'victims' in a resumptive modifier structure.""
}",['resumptive_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'A litany of lives' summarizes the preceding clause 'total moral, physical, emotional devastation suffered by victims of homosexual clerics.'""
}",['summative_modifier'],[],['summative_modifier'],-1,[]
2198,[16  6  8],"That’s all,” when he stated in his sworn account that Nuncio Pietro Sambi conveyed to McCarrick at the Nunciature in Washington the sanctions that had been imposed on him by Pope Benedict—sanctions Bergoglio ignored for five years until forced to act by a worldwide storm of outrage.",Phrases_built_on_nouns,['resumptive_modifier'],['resumptive_modifier'],[],,[],,[],,[],['resumptive_modifier'],['appositives'],-1,['appositives']
2241,[8],"Because in those texts—above all Gaudium et Spes, Dignitatis Humanae, Unitatis Redintegratio, Nostra Aetate and Sacrosanctum Concilium—the Council verbally prostrated itself before “the modern world” and the practitioners of other religions while authorizing Bugnini (Secretary of the liturgical Preparatory Commission that drafted what would become Sacrosanctum Concilium) to begin demolition of the sacred liturgy that was the very foundation Catholic of orthodoxy and orthopraxis.",Phrases_built_on_nouns,['appositives'],['appositives'],['appositives'],,[],,[],,[],['appositives'],['appositives'],1,['appositives']
2456,[8],NASA has released a record-breaking photograph taken by the New Horizons spacecraft when it was 3.79 billion miles away from the Earth.,Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'taken by the New Horizons spacecraft' is an appositive, renaming the noun 'photograph'.""
}",['appositives'],timeout,[],"{
  ""Properties"": [""appositives"", ""resumptive modifier""],
  ""Explanation"": ""The phrase 'a record-breaking photograph' is an appositive because it renames 'photograph', and it is also a resumptive modifier because it repeats the noun 'photograph'.""
}","['appositives', 'resumptive_modifier']",[],"['appositives', 'resumptive_modifier']",-1,[]
2472,[8],"Ricki Seidman, a Democratic operative and former Clinton White House official who is now an advisor to Mrs. Ford, said in July (at roughly the same time as the letter was submitted) that she predicted a ""strategy"" forming to destroy Brett Kavanaugh.",Phrases_built_on_nouns,['appositives'],['appositives'],['appositives'],,[],,[],,[],['appositives'],['appositives'],1,['appositives']
2508,[8],"“It was a foolish mistake by a very young man,” Saucier’s lawyer, Greg Rinckey, said.",Phrases_built_on_nouns,['appositives'],['appositives'],[],,[],,[],,[],['appositives'],[],-1,[]
2584,[0 8],"In remarks after his address, reported by the German Catholic newspaper Die Tagespost, the cardinal made it clear what he thinks about the recently presented German idea of blessing homosexual unions, even if only in individual cases: “If a priest blesses a homosexual couple, then this is an atrocity at a holy site, namely, to approve of something that God does not approve of.”",Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'reported by the German Catholic newspaper Die Tagespost' is an appositive, renaming the noun 'remarks'.""
}",['appositives'],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'German Catholic newspaper Die Tagespost' is a resumptive modifier, as it repeats the noun 'address' to provide additional information.""
}",['resumptive_modifier'],"```json
{
  ""Properties"": [""appositives"", ""resumptive modifier""],
  ""Explanation"": ""The phrase 'reported by the German Catholic newspaper Die Tagespost' is an appositive that renames 'remarks after his address'. The phrase 'a holy site, namely' is a resumptive modifier repeating the noun 'site'.""
}
```","['appositives', 'resumptive_modifier']",[],"['appositives', 'resumptive_modifier']",-1,[]
2629,[ 8 13],ADVANTAGE AMERICANS,Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'ADVANTAGE AMERICANS' repeats the noun 'Americans' to provide emphasis and clarification on who the advantage benefits.""
}",['resumptive_modifier'],timeout,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'ADVANTAGE AMERICANS' summarizes or generalizes the preceding clause or phrase.""
}",['summative_modifier'],[],['summative_modifier'],-1,[]
2670,[5 9 8 8],"“They [Guardian editors] knew that publishing this story would cause partisan warriors to excitedly spread the story, and that cable news outlets would hyperventilate over it, and that they’d reap the rewards regardless of whether the story turned out to be true or false.”",Phrases_built_on_nouns,['appositives'],['appositives'],[],,[],,[],,[],['appositives'],['summative_modifier'],-1,['summative_modifier']
2871,[8],"While it earlier made attempts to balance its shoddier side with some interesting reporting, it is now solidly main stream in the worst sense.",Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'in the worst sense' summarizes or generalizes the preceding clause, indicating a negative connotation.""
}",['summative_modifier'],"``` 
        ""Properties"": [""summative modifier""],
        ""Explanation"": ""The phrase 'main stream in the worst sense' summarizes or generalizes the preceding clause about the news outlet's shift in reporting.""
```",['summative_modifier'],"{
  ""Properties"": [
    ""appositives"",
    ""summative modifier""
  ],
  ""Explanation"": ""The phrase 'solidly main stream in the worst sense' is a summative modifier summarizing the preceding clause, and it is built on the noun 'main stream' which renames the noun it modifies.""
}","['appositives', 'summative_modifier']",[],['summative_modifier'],-1,[]
2897,[8 6 8 8],Rich Penkoski is hardly the first to protest this egregious submission to the most vicious and brutal ideology on the face of the Earth.,Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the most vicious and brutal ideology' is built on the noun 'submission', renaming it as an appositive.""
}",['appositives'],"```Rich Penkoski, a vocal critic of the media's coverage of current events, is the latest to speak out against this egregious submission to the most vicious and brutal ideology on the face of the Earth.```

{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'a vocal critic of the media's coverage of current events' is an appositive that renames and adds information about Rich Penkoski. The phrase 'the latest to speak out against this egregious submission to the most vicious and brutal ideology on the face of the Earth' summarizes or generalizes the preceding clause.""
}","['appositives', 'summative_modifier']","{
  ""Properties"": [""appositives"", ""resumptive modifier""],
  ""Explanation"": ""The phrase 'the most vicious and brutal ideology on the face of the Earth' acts as an appositive, renaming and further describing 'this egregious submission'. Additionally, the phrase 'a departure from its usual practices' serves as a resumptive modifier, repeating and further emphasizing the preceding clause.""
}","['appositives', 'resumptive_modifier']",[],"['appositives', 'resumptive_modifier']",-1,[]
2900,[13  8 13],Another student told my daughter that she and the first student and her adult friends are going to kill me and carve a satanic star in my chest and rip out my organs.,Phrases_built_on_nouns,[],[],[],"{
  ""Properties"": [""resumptive modifier"", ""summative modifier""],
  ""Explanation"": ""The phrase 'the first student and her adult friends' serves as a resumptive modifier by repeating and modifying 'student,' and 'a satanic star in my chest and rip out my organs' acts as a summative modifier by summarizing the preceding clause.""
}","['resumptive_modifier', 'summative_modifier']",timeout,[],"{
  ""Properties"": [""appositives"", ""resumptive modifier""],
  ""Explanation"": ""The phrase 'the first student' renames the noun 'student' (appositive), and the repeated phrase 'my daughter' serves as a resumptive modifier.""
}","['appositives', 'resumptive_modifier']",[],"['appositives', 'resumptive_modifier']",-1,[]
