sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,res1,gpt_props1,res2,gpt_props2,res3,gpt_props3,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,props_gpt4_majority
576,[5 9],So seriously that J Street can't decide what to do about a politician who defends a Hitler-lover and raises the Jewish Question.,Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains stress on certain words such as 'seriously' and 'defends', and also has a discernible rhythm due to the flow and structure of the sentence.""
}","['stress', 'rhythm']","{
    ""Properties"": [""rhythm""],
    ""Explanation"": ""The text has a noticeable rhythm due to the repetition of the 'd' sound in 'decide', 'defends', and 'Question'.""
}",['rhythm'],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains stress in the words 'seriously', 'decide', 'defends', 'Hitler-lover', 'raises', and 'Question'. It also exhibits a rhythm due to the pattern of stressed and unstressed syllables in the sentence.""
}","['stress', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
595,[9 5],The four page email begins with Murillo claiming she and others at Google were engaged in non-partisan activities not designed to help any one candidate or another—only to undercut her own commentary in later passages in the emails by openly admitting the entire effort to boost Latino turnout using Google products with official company resources was to elect Clinton over Trump.,Prosody_and_punctuation,[],[],[],"{
    ""Properties"": [
        ""rhythm""
    ],
    ""Explanation"": ""The text contains a certain flow of stressed and unstressed syllables, creating a sense of rhythm.""
}",['rhythm'],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains stress patterns and rhythm in the form of varying syllable emphasis and overall flow of the sentence structure.""
}","['stress', 'rhythm']","{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The example text uses rhythm in the form of varied sentence lengths and cadence.""
}",['rhythm'],[],['rhythm'],-1,[]
650,[5 8],She offered no evidence — nor was asked for any — to back her grave allegations.,Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""innotation"", ""punctuation""],
  ""Explanation"": ""Innotation is used to convey the speaker's attitude or emotions. The use of em dash in the sentence creates a pause which affects the inntonation of the sentence."" 
}","['innotation', 'innotation']","{
  ""Properties"": [
    ""stress"",
    ""rhythm""
  ],
  ""Explanation"": ""The use of the em dash before 'nor' and the double hyphen before 'to' creates a break in the sentence, which affects the stress and rhythm of the text.""
}","['stress', 'rhythm']","{
  ""Properties"": [""rhythm"", ""punctuation""],
  ""Explanation"": ""The use of em dash (—) creates a pause and contributes to the rhythm of the sentence. This also indicates a change in thought or direction. The punctuation after 'evidence' and 'any' also influences the rhythm and flow of the sentence.""
}","['rhythm', 'innotation']",[],"['innotation', 'innotation']",-1,[]
659,[5],"“Under these circumstances, we did not have confidence that Strzok’s decision to prioritize the Russia investigation over following up on the Midyear-related investigative lead discovered on the Weiner laptop was free from bias,” the report said.",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [
    ""intonation""
  ],
  ""Explanation"": ""The use of intonation is evident from the emphasis, stress, and tone in the phrase 'we did not have confidence.'""
}",['innotation'],"{
  ""Properties"": [""intonation"", ""stress"", ""rhythm""],
  ""Explanation"": ""The text may exhibit use of intonation, stress, and rhythm in the delivery of the news content, especially when read aloud."" 
}","['innotation', 'stress', 'rhythm']","{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The text has a rhythmic flow due to the use of commas, which creates a pause and slightly alters the rhythm of the sentence.""
}",['rhythm'],[],['innotation'],-1,[]
747,[9 5],"And finally, in a bizarre tweet, Greenwald opined, “I hope the story [maligning Assange] turns out true” – apparently because maintenance of the Guardian’s reputation is more important than Assange’s fate and the right of journalists to dig up embarrassing secrets without fear of being imprisoned.",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [
    ""rhythm""
  ],
  ""Explanation"": ""The example text uses rhythm through the placement of commas and hyphens to create a flowing and musical quality to the sentence structure.""
}",['rhythm'],"{
    ""Properties"": [""intonation"", ""rhythm""],
    ""Explanation"": ""Intonation is used to convey the speaker's attitudes and emotions, such as emphasizing the word 'hope' and using a rising intonation at the end of the sentence. Rhythm is present in the flow and cadence of the sentence structure.""
}","['innotation', 'rhythm']","{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The example text exhibits a rhythmic pattern with the use of varied sentence lengths and a balanced flow of clauses and phrases.""
}",['rhythm'],[],['rhythm'],-1,[]
748,[5 9],"Rather than being the reason for the Guardian violating basic journalistic standards and ethics, the paper’s hatred of Assange is a symptom of a deeper malaise in the Guardian and the wider corporate media.",Prosody_and_punctuation,[],[],[],"``` 
{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text uses varying levels of stress on certain words and follows a specific rhythm to create emphasis and flow.""
}
```","['stress', 'rhythm']","{
    ""Properties"": [""rhythm"", ""stress"", ""intonation""],
    ""Explanation"": ""The text exhibits rhythm through the varying lengths of the clauses, stress through the emphasized words, and intonation through the rise and fall of the pitch in the sentence."" 
}","['rhythm', 'stress', 'innotation']","{
  ""Properties"": [
    ""rhythm""
  ],
  ""Explanation"": ""The example text exhibits a regular pattern of stressed and unstressed syllables, creating a rhythmic flow to the sentence.""
}",['rhythm'],[],"['stress', 'rhythm']",-1,[]
751,[5 9],"The Guardian has painted social media chiefly as a platform overrun by Russian trolls, arguing that this should justify ever-tighter restrictions that have so far curbed critical voices of the dissident left more than the right.",Prosody_and_punctuation,[],[],[],"{
    ""Properties"": [""stress"", ""rhythm""],
    ""Explanation"": ""The text contains stress on certain words for emphasis and follows a rhythmic pattern in its structure.""
}","['stress', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text exhibits properties of stress and rhythm through its varied syllable emphasis and pattern of beats, contributing to the overall flow and cadence of the sentence.""
}","['stress', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text uses stress to emphasize certain words and rhythm to create a natural flow of words and phrases.""
}","['stress', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
804,[5],"Las Vegas police said Friday that the gunman who opened fire on a country music festival far below his hotel suite did not shoot a security guard six minutes before that rampage, contradicting a timeline they had offered earlier this week….",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""intonation"", ""rhythm""],
  ""Explanation"": ""The text contains intonation through the use of punctuation to convey the idea of contradicting a timeline and the rhythm of the sentence structure contributes to the overall flow of the text.""
}","['innotation', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The example text contains stress on certain words for emphasis, such as 'Las Vegas', 'Friday', 'security guard', and 'six minutes' as well as a consistent rhythm in the sentence structure.""
}","['stress', 'rhythm']","{
  ""Properties"": [""intonation"", ""rhythm""],
  ""Explanation"": ""The text contains properties of intonation and rhythm, as seen in the natural emphasis and flow of the words. This can be observed in the stress placed on certain syllables and the overall cadence of the sentence."" 
}","['innotation', 'rhythm']",[],"['innotation', 'rhythm']",-1,[]
812,[5],This Guardian Fake News Story Proves That The Media Can't Be Trusted,Prosody_and_punctuation,[],[],[],"{
    ""Properties"": [""stress"", ""rhythm""],
    ""Explanation"": ""The text contains stress on certain words for emphasis, and the arrangement of the words creates a rhythmic pattern.""
}","['stress', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text exhibits stress in the form of emphasis on certain words, and it also has a certain rhythm or flow when read aloud.""
}","['stress', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The use of capital letters for emphasis and the title-like structure of the text suggests a particular stress and rhythm in the way it is read or spoken.""
}","['stress', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
848,[5],Judge: I don’t understand why the witness is having such trouble with the question.,Prosody_and_punctuation,[],[],[],"``` 
{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text uses stress to emphasize certain words, such as 'don’t' and 'understand'. It also has a rhythmic pattern of stressed and unstressed syllables, such as 'I don’t understand' and 'witness is having such trouble'.""
}
```","['stress', 'rhythm']","{
  ""Properties"": [""intonation"", ""rhythm""],
  ""Explanation"": ""The use of colons and period indicates the rising/falling of pitch in speech and the arrangement of stressed and unstressed syllables, suggesting the presence of intonation and rhythm in the text.""
}","['innotation', 'rhythm']","{
  ""Properties"": [""rhythm"", ""stress""],
  ""Explanation"": ""The text contains a rhythmic pattern and emphasizes certain words through stress, particularly 'understand' and 'trouble'.""
}","['rhythm', 'stress']",[],"['stress', 'rhythm']",-1,[]
852,[5],"On top of that, we have questions as to whether the body was even that of Stephen Paddock, given the fact that certain elements of the Paddock in the preliminary police report, which mentioned the autopsy, are apparently at odds with the Paddock of other documentation.",Prosody_and_punctuation,[],[],[],"``` 
{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The use of long, complex sentences creates a rhythm in the text.""
}
```",['rhythm'],"{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The example text exhibits a rhythmic pattern with the repetition of phrases like 'Stephen Paddock' and 'the Paddock'.""
}",['rhythm'],"{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The text utilizes a rhythmic pattern of alternating long and short clauses, creating a flowing and somewhat melodious quality to the sentence structure.""
}",['rhythm'],[],['rhythm'],-1,[]
863,[5],Capitol Police didn’t make arrests despite numerous red flags and then ‘inadvertently’ gave evidence to defense attorneys that was supposed to go to prosecutors,Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text uses stress to emphasize certain words (Capitol, numerous, inadvertently) and maintains a consistent rhythm with short, direct phrases.""
}","['stress', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains stress in the form of emphasis on 'Capitol Police' and 'inadvertently'. It also exhibits a regular rhythm in the structure of the sentence.""
}","['stress', 'rhythm']","{
  ""Properties"": [""stress"", ""intontation"", ""rhythm""],
  ""Explanation"": ""The text contains stress on 'Capitol', 'arrests', 'numerous', 'red flags', 'inadvertently', and 'evidence'. It also utilizes rising and falling intonation to convey emphasis and emotion. The rhythm of the text is slightly irregular, adding to the sense of urgency and tension.""
}","['stress', 'innotation', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
866,[6],A West Virginia school has come under fire for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.,Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""innotation"", ""rhythm""],
  ""Explanation"": ""Innotation can be seen in the rising and falling pitch of the speaker, while rhythm is evident in the pattern of stressed and unstressed syllables in the sentence.""
}","['innotation', 'rhythm']","{
  ""Properties"": [
    ""stress"",
    ""rhythm""
  ],
  ""Explanation"": ""The text uses stress to emphasize the controversial nature of the school's actions and rhythm to create a smooth flow of the sentence."" 
}","['stress', 'rhythm']","{
  ""Properties"": [""rhythm"", ""stress""],
  ""Explanation"": ""The text contains a rhythmic pattern due to the repeated use of the 'i' sound in 'instructing', 'Islamic', 'profession', and 'practice'. This creates a sense of stress and emphasis on these words, contributing to the overall prosody of the text.""
}","['rhythm', 'stress']",[],"['innotation', 'rhythm']",-1,[]
900,[6 9],His warning against making the resistance to jihad a “battle between us and the entire religion” is odd.,Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains stress patterns in the words 'warning', 'resistance', 'battle', and 'religion', as well as a rhythm created by the pattern of stressed and unstressed syllables.""
}","['stress', 'rhythm']",timeout,[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The sentence contains the stress on certain words, such as 'warning', 'resistance', 'jihad', 'battle', 'us', 'entire', and 'religion', and follows a rhythmic pattern with the alternating stressed and unstressed syllables.""
}","['stress', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
929,[13  6],"Beyond pressuring our allies, consider these specific steps President Trump has taken against Russia: Where President Obama refused to provide serious weapons to the Ukrainians to help them defend themselves (his response was weakness on a pathetic scale), President Trump has approved the sale of offensive weapons to enable the Ukrainians to increase the cost of Russian aggression.",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [
    ""intonation""
  ],
  ""Explanation"": ""Intonation is used in the example text to convey the contrast between President Obama's weak response and President Trump's more aggressive approach.""
}",['innotation'],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""This text uses stress by emphasizing certain words such as 'President Obama', 'President Trump', 'serious weapons', and 'offensive weapons'. It also exhibits a specific rhythm through the repetition of 'President Obama refused' and 'President Trump has'.""
}","['stress', 'rhythm']","{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The example text demonstrates the use of rhythm through the repetition of 'President Trump' and 'to the Ukrainians', creating a pattern in the sentence structure.""
}",['rhythm'],[],['innotation'],-1,[]
953,[6],"And it gets even worse: “The investigation, published Wednesday by the House Permanent Subcommittee on Investigations, further discloses secret efforts by top Obama administration officials to assure European countries they would receive a pass from U.S. sanctions if they engaged in business with Iran.”",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""intonation"", ""rhythm""],
  ""Explanation"": ""The example text uses intonation and rhythm to convey emphasis and flow within the sentence. The punctuation and structure of the sentence creates a natural rise and fall in the speaker's voice, indicating stress and rhythm."" 
}","['innotation', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The use of punctuation such as the colon and the quotation marks indicates a change in stress and rhythm in the sentence, highlighting important information and creating a pause in the flow of the text.""
}","['stress', 'rhythm']","{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The text contains a rhythmic pattern with the use of colons to create a pause or emphasis, contributing to the rhythm of the sentence.""
}",['rhythm'],[],"['innotation', 'rhythm']",-1,[]
956,[6],Nothing good can be said about his four years of sanctimony and incompetence.,Prosody_and_punctuation,[],[],[],"{
    ""Properties"": [""stress"", ""rhythm""],
    ""Explanation"": ""Both stress and rhythm are present in the text. The stressed syllables are 'Noth', 'good', 'said', 'years', 'sanc', 'com', and 'in', creating a rhythmic pattern in the text.""
}","['stress', 'rhythm']","{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The text has a rhythmic pattern with the repetition of the 'o' sound in 'Nothing', 'good', 'four', and 'of', creating a sense of musicality.""
}",['rhythm'],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains stress pattern with the emphasized words 'good', 'sanctimony' and 'incompetence', and a rhythm created by the stress pattern within the sentence.""
}","['stress', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
963,[6],"An Arizona man who sold ammunition to the gunman in the deadliest mass shooting in modern U.S. history was disturbed that he didn't spot any suspicious signs about his one-time customer, the man's lawyer said Wednesday.",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains varying levels of stress on certain syllables and follows a rhythmic pattern, especially when read aloud."" 
}","['stress', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains variations in stress and rhythm which can be observed in the emphasis placed on certain words and the overall flow of the sentence."" 
}","['stress', 'rhythm']","{
  ""Properties"": [""intonation"", ""rhythm""],
  ""Explanation"": ""The text contains intonation through the use of stress and rhythm to convey the tone and emphasis of the news report."" 
}","['innotation', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
989,[17  6],"What about Judge Kavanaugh's comfort in being put through the ringer without a shred of evidence, Senator Flake?",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""intonation"", ""stress""],
  ""Explanation"": ""The use of the question mark at the end of the sentence indicates rising intonation, and the emphasis of 'comfort' and 'evidence' suggests varying levels of stress.""
}","['innotation', 'stress']","{
  ""Properties"": [""intonation"", ""stress""],
  ""Explanation"": ""The use of question mark at the end indicates a rising intonation and stress on the words 'Judge Kavanaugh', 'comfort', and 'Senator Flake'.""
}","['innotation', 'stress']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text exhibits stress through the emphasis on 'Judge Kavanaugh', 'comfort', 'being put', 'ringer', and 'Senator Flake'. The rhythm is created through the pattern of stressed and unstressed syllables in the sentence."" 
}","['stress', 'rhythm']",[],"['innotation', 'stress']",-1,[]
994,[8 6],"“I’ve never understood how chaos, anarchy and illegal border crossings are viewed as something good in a country like Germany, which we view as the best example of discipline and the rule of law,” he said.",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains elements of stress and rhythm through the use of emphasis on certain words and the overall flow of the sentence.""
}","['stress', 'rhythm']","{
  ""Properties"": [""stress""],
  ""Explanation"": ""The text uses stress to emphasize certain words, such as 'chaos', 'anarchy', 'illegal', 'Germany', 'discipline', and 'rule of law'. These stressed words convey strong emotions and opinions."" 
}",['stress'],"{
  ""Properties"": [""intonation"", ""stress"", ""rhythm""],
  ""Explanation"": ""The use of quotation marks and the emphasis on certain words in the spoken quote indicates the presence of intonation, stress, and rhythm in the text.""
}","['innotation', 'stress', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
1040,[5 6 8],"The telling details of Archbishop Viganò’s testimony concerning Bergoglio’s friendly relations with McCarrick before he finally had to cut him loose—details conveniently ignored by Winters, Allen and Shea—are utterly devastating to any defense of Bergoglio.",Prosody_and_punctuation,[],[],[],"```json
{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains specific patterns of word stress and rhythm in the sentence structure, creating a strong and impactful tone.""
}
```","['stress', 'rhythm']","{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The example text contains a rhythmic pattern with the repetition of the 'telling details' and 'before he finally had to cut him loose'."" 
}",['rhythm'],"{
  ""Properties"": [""intonation"", ""stress""],
  ""Explanation"": ""The text uses intonation and stress to convey the emphasis and emotional tone of the speaker, such as in 'friendly relations' and 'utterly devastating'.""
}","['innotation', 'stress']",[],"['stress', 'rhythm']",-1,[]
1042,[6],Any purge would empty parishes and religious orders of the thousands of priests and bishops who lead healthy lives of service and faithful lives of celibacy.”,Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text has a regular pattern of stressed and unstressed syllables, creating a rhythmic quality."" 
}","['stress', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text demonstrates the use of stress through the emphasized words 'empty', 'parishes', 'religious', 'thousands', 'priests', 'bishops', 'lead', 'healthy', 'service', 'faithful', and 'celibacy'. Additionally, the text exhibits a rhythmic pattern through the repetition of the 'and' conjunction and the parallel structure of 'healthy lives of service' and 'faithful lives of celibacy'.""
}","['stress', 'rhythm']",timeout,[],[],"['stress', 'rhythm']",-1,[]
1060,[5 6],That’s because he failed to conclude his article with one great big important point about former CIA Director Richard Helms.,Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text uses stress to emphasize the word 'failed' and 'important', and maintains a regular rhythm with the repetition of 'big' and 'important'.""
}","['stress', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains variation in the emphasis or stress on certain words (e.g. 'failed', 'conclude', 'article', 'important', 'point') and has a noticeable pattern of stressed and unstressed syllables creating a sense of rhythm.""
}","['stress', 'rhythm']","{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The text exhibits rhythm through the use of stress patterns and fluctuations in the lengths of the words, creating a sense of musicality and flow.""
}",['rhythm'],[],"['stress', 'rhythm']",-1,[]
1100,[6],"In December it successfully carried out the most-distant course-correction manoeuvre ever, with the mission team guiding it towards a close-encounter with a KBO scheduled for 1 January 2019.",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The text contains a regular pattern of stressed and unstressed syllables, creating a rhythmic quality.""
}",['rhythm'],"{
   ""Properties"": [""rhythm""],
   ""Explanation"": ""The example text shows the use of rhythm through the natural flow and pattern of the words. There is a distinct cadence and timing to the sentence structure.""
}",['rhythm'],"{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""There is a noticeable rhythm in the text due to the use of stressed and unstressed syllables."" 
}",['rhythm'],[],['rhythm'],-1,[]
1105,[4 9 9 6],This is clearly the testimony of an honest man who has only the good of the Church in his heart—a modern-day Athanasius standing against something so much worse than Liberius.,Prosody_and_punctuation,[],[],[],"{
    ""Properties"": [""intonation"", ""stress"", ""rhythm""],
    ""Explanation"": ""The use of dashes, commas, and ellipsis in the text creates pauses and emphasis, leading to variations in intonation, stress, and rhythm.""
}","['innotation', 'stress', 'rhythm']","{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The text exhibits a rhythmic pattern created by the repetition of certain sounds (e.g. 'church' and 'worse') and similar sentence structures.""
}",['rhythm'],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text demonstrates the use of stress and rhythm to create emphasis and flow, such as in the repetition of 'man who' and the parallel structure of 'standing against something so much worse than Liberius'.""
}","['stress', 'rhythm']",[],"['innotation', 'stress', 'rhythm']",-1,[]
1145,[9 8 6],To call them nativists and parade their moral superiority.,Prosody_and_punctuation,[],[],[],timeout,[],"{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The sentence exhibits a regular pattern of stressed and unstressed syllables, creating an identifiable rhythm.""
}",['rhythm'],"{
  ""Properties"": [""rhythm"", ""stress""],
  ""Explanation"": ""The text exhibits a noticeable rhythmic pattern and uses stress to emphasize certain words, such as 'nativists' and 'superiority.'""
}","['rhythm', 'stress']",[],['rhythm'],-1,[]
1194,[6 9],"Julian Assange called it ""a hack job in the purest sense of the term"".",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""intonation"", ""rhythm""],
  ""Explanation"": ""The use of quotes and the phrase 'purest sense of the term' indicate varying intonation and rhythm in the example text.""
}","['innotation', 'rhythm']","{
    ""Properties"": [""intonation"", ""rhythm""],
    ""Explanation"": ""The use of quotation marks indicates the presence of intonation, and the flow of the sentence suggests the presence of rhythm.""
}","['innotation', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains stress in the form of emphasis on the words 'hack' and 'purest', and it also has a rhythm in the way the words flow and are emphasized.""
}","['stress', 'rhythm']",[],"['innotation', 'rhythm']",-1,[]
1203,[8 6 8 8],Rich Penkoski is hardly the first to protest this egregious submission to the most vicious and brutal ideology on the face of the Earth.,Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text exhibits stress patterns in words like 'Penkoski', 'protest', 'egregious', 'submission', 'vicious', 'brutal', and 'ideology'. The rhythmic pattern is heard in the repetition of the strong stress on the first syllable of each word."" 
}","['stress', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains variations in stress and rhythm, such as the emphasis on 'hardly the first' and the flow of the entire sentence."" 
}","['stress', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text uses variations in stress and rhythm to emphasize certain words and create a sense of flow and emphasis."" 
}","['stress', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
1225,[6],Democratic Illinois Rep. Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday.,Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains stress on certain words such as 'Democratic', 'defended', and 'outstanding', and has a rhythmic flow due to the pattern of stressed and unstressed syllables.""
}","['stress', 'rhythm']","{
  ""Properties"": [""intonation""],
  ""Explanation"": ""The use of quotation marks around 'outstanding human being' indicates a change in intonation, likely to emphasize or quote the words being said by Rep. Danny Davis.""
}",['innotation'],"{
  ""Properties"": [""intonation"", ""rhythm""],
  ""Explanation"": ""The text contains intonation as it indicates emphasis on 'outstanding human being', and rhythm as it has a smooth flow and pattern of stressed and unstressed syllables.""
}","['innotation', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
1234,[7],"He was treated very unfairly by our government!""",Prosody_and_punctuation,[],[],[],"{
    ""Properties"": [""stress""],
    ""Explanation"": ""The use of exclamation mark at the end of the sentence indicates stress, emphasizing the emotion of the speaker.""
}",['stress'],"{
    ""Properties"": [""stress"", ""rhythm""],
    ""Explanation"": ""The use of exclamation mark in the end indicates stress and emphasis, and the rhythm of the sentence is emphasized by the exclamation mark at the end.""
}","['stress', 'rhythm']","{
  ""Properties"": [""intonation""],
  ""Explanation"": ""The exclamation mark at the end of the sentence indicates a change in intonation, showing emphasis or strong emotion.""
}",['innotation'],[],['stress'],-1,[]
1259,[7],Does Berg and the AMA support our military?,Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""intonation"", ""rhythm""],
  ""Explanation"": ""The question mark at the end of the sentence indicates a rising intonation, and the sentence has a rhythmic pattern due to the repetition of the names 'Berg' and 'AMA'.""
}","['innotation', 'rhythm']","```Does Berg and the AMA support our military?```

{
  ""Properties"": [""intonation"", ""rhythm""],
  ""Explanation"": ""The use of question intonation in 'Does Berg and the AMA support our military?' suggests a rising pitch at the end of the sentence, indicating a questioning tone. This affects the rhythm of the sentence as well, as the intonation pattern influences the overall flow and pacing of the spoken sentence.""
}","['innotation', 'rhythm']","{
  ""Properties"": [""intonation"", ""stress""],
  ""Explanation"": ""The question mark at the end of the sentence indicates a rising intonation, and the stress on certain words may also indicate emphasis or emotion.""
}","['innotation', 'stress']",[],"['innotation', 'rhythm']",-1,[]
1284,[7 8],"I hope the American people can see through this sham, that you knew about it and you held it.""",Prosody_and_punctuation,[],[],[],timeout,[],"{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The text exhibits rhythm through the regular pattern of stressed and unstressed syllables, as seen in the placement of emphasis on 'American', 'people', 'see', 'knew', 'held'."" 
}",['rhythm'],"{
  ""Properties"": [""intonation"", ""stress""],
  ""Explanation"": ""The use of the word 'sham' with a pause following it and the change in pitch indicate the presence of both intonation and stress in the example text.""
}","['innotation', 'stress']",[],['rhythm'],-1,[]
1290,[7 8],"But if you are a freedom-loving American who values your liberties and the God-given right to defend them, happy is NOT what you should be feeling right now.",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains varying degrees of stress on certain words and follows a particular rhythm to convey emphasis and urgency.""
}","['stress', 'rhythm']","{
  ""Properties"": [""stress""],
  ""Explanation"": ""The use of capitalization emphasizes the word 'NOT' in the sentence, signaling a change in stress and adding emphasis to the negative sentiment expressed.""
}",['stress'],"{
    ""Properties"": [""stress"", ""rhythm""],
    ""Explanation"": ""The text includes stress on certain words for emphasis (e.g. freedom-loving, NOT) and has a rhythmic pattern that helps convey the tone and emotion of the message.""
}","['stress', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
1300,[1 7 9],"“This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further.",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The use of all caps in 'Rigged Witch Hunt' creates emphasis and stress. The sentence also has a rhythmic quality due to the alternating stressed and unstressed syllables."" 
}","['stress', 'rhythm']","{
	""Properties"": [""stress"", ""rhythm""],
	""Explanation"": ""The use of emphasis on 'terrible', 'stop', and 'Rigged Witch Hunt' indicates stress, and the overall flow of the sentence exhibits rhythmic patterns.""
}","['stress', 'rhythm']","{
    ""Properties"": [""stress"", ""rhythm""],
    ""Explanation"": ""The text contains instances of stress on certain words and follows a certain rhythm in its delivery, such as with the emphasis on 'terrible' and 'Rigged Witch Hunt'.""
}","['stress', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
