sentence_id,count,properties,all_properties,all_count,feature_id
219,1,"[{'left branching', 'right branching', 'Periodic sentences'}]","[{'left branching', 'right branching', 'Periodic sentences'}]",1,Sentence_architecture
219,1,"[{'by sentence role', 'by position'}]","[{'by sentence role', 'by position'}, {'by position'}, {'by sentence role', 'by position'}]",1,Emphasis
219,1,[{'gramatical structure (parison)'}],"[{'gramatical structure (parison)'}, {'gramatical structure (parison)'}, {'gramatical structure (parison)'}]",1,Parallelism
3436,1,[set()],"[{'Old English Core', 'Latin/Greek'}, {'Old English Core'}, {'Old English Core', 'Latin/Greek'}]",1,Language_of_origin
3436,2,"[{'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'prototype'}]","[{'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}]",16,Lexical_and_semantic_fields
3436,1,[{'proper nouns to common nouns'}],"[{'proper nouns to common nouns'}, {'proper nouns to common nouns'}, {'proper nouns to common nouns'}]",2,New_words_and_changing_uses
3436,1,"[{'clarity', 'middle', 'forcefulness', 'correctness'}]","[{'clarity', 'middle', 'forcefulness', 'correctness'}, {'clarity', 'middle', 'forcefulness', 'correctness'}, {'middle', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}]",2,Language_varieties
3436,1,[{'antonomasia'}],"[{'antonomasia'}, {'antonomasia'}, {'antonomasia'}, {'antonomasia'}]",1,Tropes
3436,1,[{'active'}],"[{'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}]",7,Predication
3436,1,"[{'humans', 'concepts'}]","[{'humans', 'concepts'}, {'humans', 'things'}]",1,Subject_choices
3436,3,"[{'present', 'past'}, {'past'}, {'humans', 'things'}]","[{'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'past'}, {'present', 'past'}]",5,Tense
3436,2,"[{'perfect'}, {'present', 'past'}]","[{'present', 'past'}, {'perfect'}, {'perfect'}, {'perfect'}, {'perfect'}]",5,Aspect
3436,1,[{'indicative'}],"[{'indicative'}, {'indicative'}, {'indicative'}]",1,Mood
3436,1,[{'noun'}],"[{'noun'}, {'noun'}, {'noun'}]",2,Modifying_clauses
3436,1,[set()],[],2,Phrases_built_on_verbs
3436,1,[{'appositives'}],"[{'appositives'}, {'appositives'}, {'appositives'}]",1,Phrases_built_on_nouns
3436,2,"[{'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]","[{'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}]",8,Modifying_phrases
3436,2,"[{'right branching'}, {'left branching', 'right branching'}]","[{'right branching'}, {'right branching'}, {'left branching', 'right branching'}]",3,Sentence_architecture
3436,1,"[{'by sentence role', 'by position'}]","[{'by sentence role', 'by position'}, {'by sentence role', 'by position'}, {'by sentence role', 'by position'}]",1,Emphasis
3436,1,"[{'emphasis', 'ploce'}]","[{'emphasis', 'ploce'}, {'emphasis', 'ploce'}, {'emphasis', 'ploce'}, {'emphasis', 'ploce'}, {'emphasis', 'ploce'}]",5,Figures_of_word_choice
3436,2,"[{'negation', 'modality'}, {'simple', 'perfect'}]","[{'simple', 'perfect'}, {'negation', 'modality'}]",2,Verb_choices
3436,1,[{'strategic repetition'}],[{'strategic repetition'}],1,Figures_of_argument
296,1,"[{'Old English Core', 'Latin/Greek'}]","[{'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}]",2,Language_of_origin
296,1,[set()],[],2,New_words_and_changing_uses
296,3,"[{'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'concrete'}]","[{'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}]",5,Lexical_and_semantic_fields
296,2,"[{'clarity', 'middle', 'high', 'correctness'}, {'middle', 'appropriateness', 'correctness'}]","[{'middle', 'appropriateness', 'correctness'}, {'clarity', 'middle', 'high', 'correctness'}, {'clarity', 'middle', 'correctness'}]",2,Language_varieties
296,2,"[{'stative', 'compound', 'active'}, {'stative', 'active'}]","[{'stative', 'active'}, {'stative', 'active'}, {'stative', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}]",10,Predication
296,2,"[{'humans', 'abstractly'}, {'humans', 'abstractions'}]","[{'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans', 'abstractly'}, {'humans', 'abstractly'}, {'humans', 'abstractly'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}]",6,Subject_choices
296,1,"[{'present', 'past'}]","[{'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}]",6,Tense
296,1,[{'simple'}],"[{'simple'}, {'simple'}, {'simple'}, {'simple'}]",4,Aspect
296,1,[{'indicative'}],"[{'indicative'}, {'indicative'}, {'indicative'}]",2,Mood
296,1,[set()],"[set(), set(), set()]",3,Verb_choices
296,1,[{'noun'}],"[{'noun'}, {'noun'}, {'noun'}]",2,Modifying_clauses
296,3,"[{'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, set()]","[set(), {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]",4,Modifying_phrases
296,2,"[{'right branching'}, {'left branching', 'right branching'}]","[{'left branching', 'right branching'}, {'left branching', 'right branching'}, {'right branching'}, {'right branching'}]",4,Sentence_architecture
296,1,[{'by sentence role'}],"[{'by sentence role'}, {'by sentence role', 'by position'}, {'by sentence role', 'by position'}]",1,Emphasis
3498,2,"[{'Old English Core', 'Latin/Greek'}, {'Old English Core'}]","[{'Old English Core', 'Latin/Greek'}, {'Old English Core'}, {'Old English Core'}]",2,Language_of_origin
3498,4,"[{'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'concrete'}, {'clarity', 'allusions', 'correctness'}, {'definite/hypothesis', 'concrete', 'prototype'}]","[{'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'prototype'}, {'clarity', 'allusions', 'correctness'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}]",12,Lexical_and_semantic_fields
3498,4,"[{'clarity', 'appropriateness', 'allusions'}, {'proper nouns to common nouns'}, {'clarity', 'appropriateness', 'allusions', 'correctness'}, {'middle', 'allusions'}]","[{'middle', 'allusions'}, {'proper nouns to common nouns'}, {'clarity', 'appropriateness', 'allusions', 'correctness'}, {'clarity', 'appropriateness', 'allusions'}]",4,Language_varieties
3498,2,"[{'ploce'}, {'polyptoton'}]","[{'polyptoton'}, {'ploce'}]",2,Figures_of_word_choice
3498,1,[{'active'}],"[{'active'}, {'active'}, {'active'}]",3,Predication
3498,1,"[{'humans', 'abstractions'}]","[{'humans', 'abstractions'}, {'humans'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}]",1,Subject_choices
3498,1,[{'past'}],"[{'past'}, {'past'}, {'past'}, {'past'}]",1,Tense
3498,2,"[{'simple'}, {'past'}]","[{'simple'}, {'simple'}, {'simple'}]",2,Aspect
3498,2,"[{'indicative'}, {'simple'}]","[{'indicative'}, {'indicative'}, {'indicative'}]",3,Mood
3498,2,"[{'single word modifiers', 'prepositional phrases'}, set()]","[{'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, set(), {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, set(), set()]",9,Modifying_phrases
3498,1,"[{'periodic sentences', 'left branching'}]","[{'periodic sentences', 'left branching'}, {'left branching', 'Periodic sentences'}, {'left branching', 'Periodic sentences'}, {'left branching', 'Periodic sentences'}]",1,Sentence_architecture
3498,2,"[{'left branching', 'Periodic sentences'}, {'by sentence role', 'by position'}]","[{'by sentence role', 'by position'}, {'by sentence role', 'by position'}, {'by sentence role', 'by position'}]",2,Emphasis
3498,2,"[{'Proper nouns to common nouns'}, set()]","[{'proper nouns to common nouns'}, {'proper nouns to common nouns'}, {'proper nouns to common nouns'}]",4,New_words_and_changing_uses
3498,1,[{'antonomasia'}],[{'antonomasia'}],1,Tropes
3498,1,[{'polysyndenton'}],"[{'polysyndenton'}, {'polysyndenton'}, {'polysyndenton'}, {'polysyndenton'}]",1,Series
3498,1,[set()],[],4,Phrases_built_on_verbs
3611,1,[set()],"[{'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}]",1,Language_of_origin
3611,1,[{'proper nouns to common nouns'}],"[{'proper nouns to common nouns'}, {'proper nouns to common nouns'}, {'proper nouns to common nouns'}, {'proper nouns to common nouns'}, {'proper nouns to common nouns'}, {'proper nouns to common nouns'}, {'proper nouns to common nouns'}, {'proper nouns to common nouns'}]",8,New_words_and_changing_uses
3611,3,"[{'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'concrete'}, {'abstract', 'definite/hypothesis'}]","[{'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'prototype'}, {'definite/hypothesis', 'prototype'}]",15,Lexical_and_semantic_fields
3611,0,[],"[{'clarity', 'middle', 'forcefulness', 'correctness'}, {'clarity', 'middle', 'forcefulness', 'correctness'}, {'middle', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}]",0,Language_varieties
3611,1,[{'emphasis'}],"[{'emphasis'}, {'emphasis'}, {'emphasis'}, {'emphasis'}, {'emphasis'}]",5,Figures_of_word_choice
3611,1,[{'active'}],"[{'active'}, {'active'}, {'active'}, {'active'}]",4,Predication
3611,3,"[{'humans', 'abstractions', 'rhetorical participants', 'concepts'}, {'humans', 'abstractions', 'concepts'}, {'humans', 'concepts'}]","[{'humans', 'abstractions', 'concepts'}, {'humans', 'abstractions', 'concepts'}, {'humans', 'concepts'}, {'humans', 'concepts'}, {'humans', 'concepts'}, {'humans', 'abstractions', 'rhetorical participants', 'concepts'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans', 'abstractions', 'concepts'}]",6,Subject_choices
3611,1,[{'present'}],"[{'present'}, {'present'}]",2,Tense
3611,2,"[{'simple'}, {'present'}]","[{'simple'}, {'present'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}]",7,Aspect
3611,1,[{'indicative'}],"[{'indicative'}, {'indicative'}, {'indicative'}]",2,Mood
3611,2,"[{'adjective'}, {'noun', 'adjective '}]","[{'adjective'}, {'noun', 'adjective '}, {'noun', 'adjective '}, {'adjective'}, {'adjective'}]",5,Modifying_clauses
3611,2,"[{'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, set()]","[set(), {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]",12,Modifying_phrases
3611,2,"[{'left branching', 'Periodic sentences'}, {'left branching', 'right branching'}]","[{'left branching', 'Periodic sentences'}, {'left branching', 'right branching'}, {'left branching', 'Periodic sentences'}]",3,Sentence_architecture
3611,1,"[{'by sentence role', 'by position'}]","[{'by sentence role', 'by position'}, {'by sentence role', 'by position'}, {'by sentence role', 'by position'}]",1,Emphasis
3611,1,[{'participal phrases'}],"[{'participal phrases'}, {'participal phrases'}, set()]",1,Phrases_built_on_verbs
3784,1,[set()],[],3,Language_of_origin
3784,1,"[{'foreign borrowing', 'conversions'}]","[{'foreign borrowing', 'conversions'}, {'foreign borrowing', 'conversions'}, {'foreign borrowing', 'conversions'}, {'foreign borrowing', 'conversions'}]",4,New_words_and_changing_uses
3784,3,"[{'abstract', 'indefinite/thesis'}, {'abstract', 'prototype'}, {'abstract', 'definite/hypothesis'}]","[{'abstract', 'prototype'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'indefinite/thesis'}]",5,Lexical_and_semantic_fields
3784,1,"[{'middle', 'allusions'}]","[{'middle', 'allusions'}, {'clarity', 'appropriateness', 'allusions'}, {'clarity', 'appropriateness', 'allusions'}]",1,Language_varieties
3784,1,[{'irony'}],"[{'irony'}, {'irony'}, {'irony'}, {'irony'}, {'irony'}]",5,Tropes
3784,1,[{'emphasis'}],"[{'emphasis'}, {'emphasis'}, {'emphasis'}]",2,Figures_of_word_choice
3784,2,"[{'stative'}, {'active'}]","[{'active'}, {'stative'}, {'stative'}]",2,Predication
3784,3,"[{'abstractions', 'concepts'}, {'abstractions'}, {'humans', 'concepts'}]","[{'abstractions', 'concepts'}, {'humans', 'concepts'}, {'abstractions'}, {'abstractions', 'concepts'}, {'abstractions', 'concepts'}, {'concepts'}]",3,Subject_choices
3784,0,[],"[{'present'}, {'present'}, {'present'}]",0,Tense
3784,1,[{'present'}],"[{'simple'}, {'simple'}, {'simple'}]",2,Aspect
3784,1,[{'indicative'}],"[{'indicative'}, {'indicative'}, {'indicative'}]",3,Mood
3784,3,"[{'single word modifiers'}, {'single word modifiers', 'prepositional phrases'}, set()]","[{'single word modifiers'}, {'single word modifiers'}, set(), {'single word modifiers', 'prepositional phrases'}, {'single word modifiers'}]",5,Modifying_phrases
3784,1,"[{'left branching', 'loose sentences'}]","[{'left branching', 'loose sentences'}]",1,Sentence_architecture
3784,3,"[{'by sentence role', 'by position'}, {'by position'}, {'left branching'}]","[{'by sentence role', 'by position'}, {'by position'}, {'by sentence role', 'by position'}]",3,Emphasis
3784,1,[{'defintion as figure'}],"[{'defintion as figure'}, {'defintion as figure'}, {'defintion as figure'}]",2,Figures_of_argument
3785,1,[{'Old English Core'}],"[{'Old English Core'}, {'Old English Core'}, {'Old English Core'}]",2,Language_of_origin
3785,2,"[{'compounds'}, {'conversions'}]","[{'conversions'}, {'compounds'}, {'analogy'}]",2,New_words_and_changing_uses
3785,1,"[{'concrete', 'indefinite/thesis'}]","[{'concrete', 'indefinite/thesis'}, {'concrete', 'indefinite/thesis'}, {'concrete', 'indefinite/thesis'}, {'concrete', 'indefinite/thesis'}, {'concrete', 'indefinite/thesis'}, {'concrete', 'indefinite/thesis'}, {'concrete', 'indefinite/thesis'}]",7,Lexical_and_semantic_fields
3785,2,"[{'clarity', 'middle'}, {'clarity', 'middle', 'correctness'}]","[{'clarity', 'middle', 'correctness'}, {'clarity', 'middle'}, {'low', 'clarity', 'correctness'}]",2,Language_varieties
3785,1,[{'amphiboly'}],[{'amphiboly'}],1,Tropes
3785,2,"[{'ploce', 'emphasis'}, {'polyptoton', 'emphasis'}]","[{'polyptoton', 'emphasis'}, {'ploce', 'emphasis'}, {'polyptoton', 'ploce'}]",2,Figures_of_word_choice
3785,1,[{'active'}],"[{'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}]",6,Predication
3785,3,"[{'things'}, {'humans', 'abstractions', 'things'}, {'abstractions', 'things'}]","[{'abstractions', 'things'}, {'abstractions', 'things'}, {'things'}, {'things'}, {'things'}, {'humans', 'abstractions', 'things'}, {'humans', 'abstractions', 'things'}, {'humans', 'abstractions', 'things'}, {'humans', 'abstractions', 'things'}, {'abstractions', 'things'}, {'abstractions', 'things'}]",8,Subject_choices
3785,2,"[{'present', 'future'}, {'present'}]","[{'present', 'future'}, {'present', 'future'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}]",5,Tense
3785,4,"[{'progressive'}, {'present', 'future'}, {'active'}, {'present'}]","[{'progressive'}, {'progressive'}, {'progressive'}, {'progressive'}, {'present', 'future'}, {'present'}, {'active'}, {'progressive'}, {'progressive'}, {'progressive'}, {'progressive'}, {'progressive'}, {'progressive'}, {'progressive'}, {'progressive'}]",15,Aspect
3785,2,"[{'indicative'}, {'progressive'}]","[{'indicative'}, {'indicative'}, {'indicative'}]",3,Mood
3785,1,[{'subordinate'}],"[{'subordinate'}, {'subordinate'}, {'subordinate'}]",3,Modifying_clauses
3785,3,"[{'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'prepositional phrases'}, set()]","[{'multiplying and embedding modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'prepositional phrases'}, set(), {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, set(), {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]",18,Modifying_phrases
3785,1,"[{'left branching', 'loose sentences'}]","[{'left branching', 'loose sentences'}, {'left branching', 'loose sentences'}]",2,Sentence_architecture
3785,2,"[{'by sentence role', 'by position'}, {'by position'}]","[{'by sentence role', 'by position'}, {'by position'}, {'by position'}]",3,Emphasis
3785,1,[set()],[],2,Phrases_built_on_verbs
3785,1,[{'gramatical structure (parison)'}],"[{'gramatical structure (parison)'}, {'grammatical structure (parison)'}, {'gramatical structure (parison)'}]",1,Parallelism
3785,1,[set()],[],1,Figures_of_argument
3785,1,"[{'modality', 'multiplication'}]","[{'modality', 'multiplication'}, {'modality', 'multiplication'}]",2,Verb_choices
3787,2,"[{'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}]","[{'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}]",2,Language_of_origin
3787,1,"[{'definite/hypothesis', 'concrete'}]","[{'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}]",9,Lexical_and_semantic_fields
3787,1,"[{'clarity', 'middle', 'correctness'}]","[{'clarity', 'middle', 'correctness'}, {'clarity', 'middle', 'correctness'}, {'clarity', 'middle', 'correctness'}]",3,Language_varieties
3787,1,[{'antonomasia'}],[{'antonomasia'}],1,Tropes
3787,2,"[{'active'}, {'stative', 'active'}]","[{'active'}, {'stative', 'active'}, {'active'}, {'active'}, {'active'}]",5,Predication
3787,1,"[{'humans', 'abstractions'}]","[{'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans'}, {'humans', 'abstractions'}]",6,Subject_choices
3787,1,[{'present'}],"[{'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}]",3,Tense
3787,1,[{'simple'}],"[{'simple'}, {'simple'}, {'simple'}, {'simple'}]",4,Aspect
3787,1,[{'indicative'}],"[{'indicative'}, {'indicative'}, {'indicative'}]",3,Mood
3787,3,"[{'periodic sentences', 'left branching'}, {'left branching', 'right branching'}, {'left branching'}]","[{'periodic sentences', 'left branching'}, {'left branching', 'right branching'}, {'left branching'}]",3,Sentence_architecture
3787,1,[{'by position'}],"[{'by position'}, {'by sentence role'}, {'by sentence role', 'by position'}]",1,Emphasis
3787,1,[set()],[],2,Modifying_clauses
3787,1,"[{'single word modifiers', 'prepositional phrases'}]","[{'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}]",2,Modifying_phrases
300,1,"[{'Old English Core', 'Latin/Greek'}]","[{'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}]",3,Language_of_origin
300,1,[{'catachresis'}],"[{'catachresis'}, {'conversions'}, set()]",1,New_words_and_changing_uses
300,2,"[{'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete', 'prototype'}]","[{'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}]",11,Lexical_and_semantic_fields
300,3,"[{'middle', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}, {'definite/hypothesis', 'concrete'}, {'middle', 'forcefulness', 'allusions', 'clarity', 'appropriateness', 'correctness'}]","[{'middle', 'forcefulness', 'allusions', 'clarity', 'appropriateness', 'correctness'}, {'middle', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}, {'middle', 'forcefulness', 'allusions', 'clarity', 'appropriateness', 'correctness'}]",3,Language_varieties
300,1,"[{'stative', 'compound', 'active'}]","[{'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}]",18,Predication
300,2,"[{'humans', 'abstractions', 'rhetorical participants', 'concepts'}, {'humans', 'abstractions', 'rhetorical participants', 'concepts'}]","[{'humans', 'abstractions', 'rhetorical participants', 'concepts'}, {'humans', 'abstractions', 'rhetorical participants', 'concepts'}, {'humans', 'abstractions', 'rhetorical participants', 'concepts'}, {'humans', 'abstractions', 'rhetorical participants', 'concepts'}, {'humans', 'abstractions', 'rhetorical participants', 'concepts'}, {'humans', 'abstractions', 'rhetorical participants', 'concepts'}, {'humans', 'abstractions', 'rhetorical participants', 'concepts'}, {'humans', 'abstractions', 'rhetorical participants', 'concepts'}, {'humans', 'abstractions', 'rhetorical participants', 'concepts'}, {'humans', 'abstractions', 'rhetorical participants', 'concepts'}, {'humans', 'abstractions', 'rhetorical participants', 'concepts'}, {'humans', 'abstractions', 'rhetorical participants', 'concepts'}, {'humans', 'abstractions', 'rhetorical participants', 'concepts'}, {'humans', 'abstractions', 'rhetorical participants', 'concepts'}, {'humans', 'abstractions', 'rhetorical participants', 'concepts'}, {'humans', 'abstractions', 'rhetorical participants', 'concepts'}]",15,Subject_choices
300,2,"[{'humans', 'rhetorical participants', 'things', 'concepts'}, {'present'}]","[{'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present', 'past'}, {'present'}]",17,Tense
300,1,[{'simple'}],"[{'simple'}, {'simple'}, {'simple'}]",1,Aspect
300,1,"[{'negation', 'modality'}]","[{'negation', 'modality'}, {'negation', 'modality'}, {'negation', 'modality'}, {'negation', 'modality'}, {'negation', 'modality'}, {'negation', 'modality'}, {'negation', 'modality'}, {'negation', 'modality'}]",8,Verb_choices
300,2,"[{'subordinate', 'adjective'}, {'subordinate', 'adjective', 'comparitive'}]","[{'subordinate', 'adjective', 'comparitive'}, {'subordinate', 'adjective', 'comparitive'}, {'subordinate', 'adjective', 'comparitive'}, {'subordinate', 'adjective', 'comparitive'}, {'subordinate', 'adjective', 'comparitive'}, {'subordinate', 'adjective', 'comparitive'}, {'subordinate', 'adjective'}]",7,Modifying_clauses
