sentence_id,all_properties,feature_id,majority_prop
3796,"[{'conversion', 'prefixes/suffixes'}]",New_words_and_changing_uses,"['conversion', 'prefixes/suffixes']"
3796,"[{'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}]",Lexical_and_semantic_fields,"['definite/hypothesis', 'concrete']"
3796,"[{'middle', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}, {'clarity', 'middle', 'forcefulness', 'correctness'}, {'middle', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}]",Language_varieties,"['appropriateness', 'middle', 'correctness', 'forcefulness', 'clarity']"
3796,"[{'paralepsis/praeteritio'}, {'paralepsis/praeteritio'}, {'paralepsis/praeteritio'}, {'paralepsis/praeteritio'}, {'paralepsis/praeteritio', 'euphemism'}]",Tropes,['paralepsis/praeteritio']
3796,"[{'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}]",Predication,['active']
3796,"[{'humans', 'rhetorical participants'}, {'rhetorical participants', 'humans'}, {'rhetorical participants', 'humans'}, {'rhetorical participants', 'humans'}, {'rhetorical participants', 'humans'}, {'rhetorical participants', 'humans'}, {'humans', 'rhetorical participants'}, {'humans', 'rhetorical participants'}, {'humans', 'rhetorical participants'}, {'humans', 'rhetorical participants'}, {'humans', 'rhetorical participants'}, {'humans', 'rhetorical participants'}, {'humans', 'abstractions', 'rhetorical participants', 'concepts'}, {'humans', 'rhetorical participants'}]",Subject_choices,"['humans', 'rhetorical participants']"
3796,"[{'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}]",Tense,['present']
3796,"[{'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}]",Aspect,['simple']
3796,"[{'indicative', 'imperative'}, {'indicative', 'imperative'}, {'subjunctive', 'indicative', 'imperative'}]",Mood,"['indicative', 'imperative']"
3796,"[{'indicative', 'imperative'}, {'modality', 'multiplication'}, {'modality', 'multiplication'}]",Verb_choices,"['multiplication', 'modality']"
3796,"[{'noun'}, {'subordinate'}, {'subordinate'}, {'subordinate', 'noun'}]",Modifying_clauses,['subordinate']
3796,"[{'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]",Modifying_phrases,"['prepositional phrases', 'single word modifiers', 'multiplying and embedding modifiers']"
3796,"[{'right branching', 'middle branching', 'Periodic sentences'}, {'left branching', 'middle branching', 'Periodic sentences'}, {'right branching', 'middle branching', 'Periodic sentences'}]",Sentence_architecture,"['right branching', 'Periodic sentences', 'middle branching']"
3796,"[{'by sentence role', 'by position'}, {'by position'}, {'by sentence role', 'by position'}]",Emphasis,"['by position', 'by sentence role']"
3796,"[{'correctio', 'emphasis'}, {'correctio', 'emphasis'}, {'emphasis'}]",Figures_of_word_choice,"['correctio', 'emphasis']"
3796,"[{'in stress patterns (iambic parameter)', 'gramatical structure (parison)'}, {'gramatical structure (parison)'}, {'gramatical structure (parison)'}]",Parallelism,['gramatical structure (parison)']
3796,"[{'strategic repetition'}, {'strategic repetition', 'antithesis'}, {'strategic repetition'}]",Figures_of_argument,['strategic repetition']
369,"[{'Old English Core'}, {'Old English Core', 'Latin/Greek'}, {'Old English Core'}]",Language_of_origin,['Old English Core']
369,"[{'abstract', 'indefinite/thesis'}, {'abstract', 'indefinite/thesis'}, {'abstract', 'indefinite/thesis'}, {'abstract', 'indefinite/thesis'}, {'abstract', 'indefinite/thesis'}, {'abstract', 'indefinite/thesis'}, {'abstract', 'indefinite/thesis'}, {'abstract', 'indefinite/thesis'}]",Lexical_and_semantic_fields,"['abstract', 'indefinite/thesis']"
369,"[{'middle', 'high', 'forcefulness', 'clarity', 'correctness'}, {'middle', 'forcefulness', 'maxims/proverbs', 'clarity', 'appropriateness', 'correctness'}, {'high', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}]",Language_varieties,"['middle', 'high', 'correctness', 'forcefulness', 'clarity']"
369,"[{'metaphor', 'synecdoche'}, {'metaphor'}, {'metaphor'}, {'metaphor'}]",Tropes,['metaphor']
369,"[{'polyptoton', 'ploce'}, {'polyptoton', 'ploce'}, {'polyptoton', 'ploce'}]",Figures_of_word_choice,"['polyptoton', 'ploce']"
369,"[{'active'}, {'active'}, {'active'}, {'active'}, {'stative', 'active'}, {'stative', 'active'}, {'stative', 'active'}, {'stative', 'active'}, {'stative', 'active'}]",Predication,"['active', 'stative']"
369,"[{'abstractions', 'concepts'}, {'slot fillers', 'abstractions', 'concepts'}, {'slot fillers', 'abstractions', 'concepts'}, {'slot fillers', 'abstractions', 'concepts'}, {'abstractions', 'concepts'}, {'abstractions', 'concepts'}, {'abstractions', 'concepts'}]",Subject_choices,"['concepts', 'abstractions']"
369,"[{'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'past'}]",Tense,['present']
369,"[{'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}]",Aspect,['simple']
369,"[{'indicative'}, {'indicative'}, {'indicative'}]",Mood,['indicative']
369,"[{'nominalization'}, {'nominalization'}, {'nominalization'}]",Verb_choices,['nominalization']
369,"[{'subordinate', 'adjective'}, {'subordinate', 'adjective'}, {'subordinate', 'adjective'}]",Modifying_clauses,"['subordinate', 'adjective']"
369,"[{'inifinitive phrases'}, {'inifinitive phrases'}, {'inifinitive phrases'}]",Phrases_built_on_verbs,['inifinitive phrases']
369,[{'summative modifier'}],Phrases_built_on_nouns,['summative modifier']
369,"[{'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]",Modifying_phrases,"['prepositional phrases', 'single word modifiers', 'multiplying and embedding modifiers']"
369,"[{'left branching', 'middle branching', 'Periodic sentences'}, {'left branching', 'Periodic sentences'}]",Sentence_architecture,"['Periodic sentences', 'left branching', 'middle branching']"
369,"[{'by sentence role', 'by position'}, {'by position'}, {'by position'}]",Emphasis,['by position']
369,[],New_words_and_changing_uses,[]
369,"[{'defintion as figure'}, {'defintion as figure'}, {'definition as figure'}]",Figures_of_argument,['defintion as figure']
3797,"[{'Norman French', 'Old English Core'}, {'Old English Core', 'Latin/Greek'}, {'Norman French', 'Old English Core', 'Latin/Greek'}]",Language_of_origin,"['Old English Core', 'Norman French']"
3797,"[{'compounds', 'conversions'}]",New_words_and_changing_uses,"['conversions', 'compounds']"
3797,"[{'clarity', 'middle', 'forcefulness', 'correctness'}, {'clarity', 'forcefulness'}, {'middle', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}]",Language_varieties,"['correctness', 'middle', 'forcefulness', 'clarity']"
3797,"[{'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}]",Predication,['active']
3797,"[{'humans'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}]",Subject_choices,"['humans', 'abstractions']"
3797,"[{'humans'}, {'active'}, {'present'}]",Tense,['humans']
3797,"[{'present'}, {'progressive'}, {'progressive'}, {'progressive'}, {'progressive'}, {'progressive'}, {'progressive'}, {'progressive'}, {'progressive'}, {'progressive'}]",Aspect,['progressive']
3797,"[{'interrogative'}, {'interrogative'}, {'interrogative'}]",Mood,['interrogative']
3797,"[{'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]",Modifying_phrases,"['prepositional phrases', 'single word modifiers', 'multiplying and embedding modifiers']"
3797,"[{'periodic sentences', 'right branching'}, {'Periodic sentences'}, {'Periodic sentences'}, {'left branching', 'right branching', 'Periodic sentences'}]",Sentence_architecture,['Periodic sentences']
3797,"[{'by sentence role', 'by position'}, {'by sentence role', 'by position'}, {'by sentence role', 'by position'}]",Emphasis,"['by position', 'by sentence role']"
3797,"[{'abstract', 'concrete', 'indefinite/thesis'}, {'abstract', 'concrete', 'indefinite/thesis'}, {'concrete', 'indefinite/thesis'}, {'concrete', 'indefinite/thesis'}]",Lexical_and_semantic_fields,"['abstract', 'indefinite/thesis', 'concrete']"
3797,[],Series,[]
3797,"[{'emphasis', 'synonyms'}, {'emphasis', 'synonyms'}, {'synonyms'}]",Figures_of_word_choice,"['emphasis', 'synonyms']"
3797,"[{'nominalization', 'multiplication'}]",Verb_choices,"['multiplication', 'nominalization']"
3798,"[{'Old English Core', 'Latin/Greek'}, {'Norman French', 'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}]",Language_of_origin,"['Old English Core', 'Latin/Greek']"
3798,"[{'proper nouns to common nouns'}, {'foreign borrowing', 'proper nouns to common nouns', 'conversions'}, {'foreign borrowing', 'proper nouns to common nouns', 'conversions'}, {'foreign borrowing', 'proper nouns to common nouns', 'conversions'}, {'foreign borrowing', 'proper nouns to common nouns', 'conversions'}, {'foreign borrowing', 'proper nouns to common nouns', 'conversions'}, {'proper nouns to common nouns'}, {'proper nouns to common nouns'}]",New_words_and_changing_uses,"['conversions', 'foreign borrowing', 'proper nouns to common nouns']"
3798,"[{'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}]",Lexical_and_semantic_fields,"['prototype', 'definite/hypothesis', 'concrete']"
3798,"[{'allusions', 'middle', 'high', 'correctness'}, {'middle', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}, {'middle', 'high', 'allusions', 'clarity', 'appropriateness', 'correctness'}]",Language_varieties,"['correctness', 'high', 'middle', 'allusions']"
3798,"[{'emphasis', 'ploce'}, {'synonyms', 'emphasis', 'ploce'}, {'synonyms', 'emphasis', 'ploce'}, {'synonyms', 'emphasis', 'ploce'}, {'synonyms', 'emphasis', 'ploce'}, {'negation', 'multiplication'}, {'ploce'}]",Figures_of_word_choice,"['emphasis', 'ploce', 'synonyms']"
3798,"[{'compound', 'active'}, {'compound', 'active'}, {'stative', 'active'}, {'stative', 'active'}, {'stative', 'active'}, {'stative', 'active'}, {'stative', 'active'}, {'stative', 'active'}, {'stative', 'active'}]",Predication,"['active', 'stative']"
3798,"[{'humans', 'abstractions', 'concepts'}, {'humans', 'abstractions', 'things'}, {'humans', 'abstractions', 'things'}, {'humans', 'abstractions', 'things'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans', 'abstractions', 'concepts'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}]",Subject_choices,"['humans', 'abstractions']"
3798,"[{'past'}, {'past'}, {'past'}, {'active'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}]",Tense,"['present', 'past']"
3798,"[{'simple'}, {'simple'}, {'past'}, {'present', 'past'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}]",Aspect,['simple']
3798,"[{'indicative'}, {'indicative'}, {'indicative'}]",Mood,['indicative']
3798,"[{'adjective'}, {'adjective'}, {'adjective'}, {'adjective'}, {'adjective'}, {'adjective'}, {'adjective'}, {'adjective'}, {'adjective'}]",Modifying_clauses,['adjective']
3798,"[{'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]",Modifying_phrases,"['prepositional phrases', 'single word modifiers', 'multiplying and embedding modifiers']"
3798,"[{'left branching', 'right branching', 'loose sentences'}, {'left branching', 'right branching', 'middle branching', 'Periodic sentences'}, {'left branching', 'right branching', 'loose sentences', 'middle branching'}, {'periodic sentences', 'left branching', 'right branching', 'middle branching'}, {'left branching', 'right branching', 'middle branching', 'Periodic sentences'}]",Sentence_architecture,"['Periodic sentences', 'right branching', 'left branching', 'middle branching']"
3798,"[{'by sentence role', 'by position'}, {'by sentence role', 'by position'}, {'by sentence role', 'by position'}]",Emphasis,"['by position', 'by sentence role']"
3798,"[{'eduction', 'strategic repetition'}, {'gramatical structure (parison)', 'comparison (parallelism in argument)'}, {'eduction', 'strategic repetition'}, {'eduction', 'strategic repetition'}, {'eduction', 'strategic repetition'}, {'eduction', 'strategic repetition'}, {'eduction', 'strategic repetition'}, {'eduction', 'strategic repetition'}]",Figures_of_argument,"['eduction', 'strategic repetition']"
3798,[],Phrases_built_on_verbs,[]
3798,"[{'resumptive modifier'}, {'resumptive modifier'}, {'resumptive modifier'}]",Phrases_built_on_nouns,['resumptive modifier']
3798,"[{'gramatical structure (parison)'}, {'gramatical structure (parison)'}, {'gramatical structure (parison)'}]",Parallelism,['gramatical structure (parison)']
3798,"[{'bracketing', 'polysyndenton'}, {'bracketing', 'asyndenton'}, {'bracketing'}, {'bracketing', 'asyndenton'}]",Series,"['bracketing', 'asyndenton']"
3798,"[{'negation', 'multiplication'}]",Verb_choices,"['multiplication', 'negation']"
3799,"[{'Norman French', 'Old English Core', 'Latin/Greek'}, {'Norman French', 'Old English Core', 'Latin/Greek'}, {'Norman French', 'Old English Core', 'Latin/Greek'}]",Language_of_origin,"['Latin/Greek', 'Old English Core', 'Norman French']"
3799,"[{'foreign borrowing'}, {'foreign borrowing'}, {'foreign borrowing'}, {'foreign borrowing'}, {'foreign borrowing'}, {'foreign borrowing'}, {'compounds', 'proper nouns to common nouns'}, {'compounds', 'proper nouns to common nouns'}, {'compounds', 'proper nouns to common nouns'}, {'compounds', 'proper nouns to common nouns'}, {'compounds', 'proper nouns to common nouns'}, {'compounds', 'proper nouns to common nouns'}, {'proper nouns to common nouns', 'prefixes/suffixes'}, {'proper nouns to common nouns', 'prefixes/suffixes'}, {'proper nouns to common nouns', 'prefixes/suffixes'}, {'proper nouns to common nouns', 'prefixes/suffixes'}, {'proper nouns to common nouns', 'prefixes/suffixes'}, {'proper nouns to common nouns', 'prefixes/suffixes'}, {'proper nouns to common nouns', 'prefixes/suffixes'}]",New_words_and_changing_uses,"['prefixes/suffixes', 'proper nouns to common nouns']"
3799,"[{'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}]",Lexical_and_semantic_fields,"['definite/hypothesis', 'concrete']"
3799,"[{'clarity', 'middle', 'high', 'correctness'}, {'middle', 'clarity', 'appropriateness', 'correctness'}, {'clarity', 'middle', 'high', 'correctness'}]",Language_varieties,"['correctness', 'high', 'middle', 'clarity']"
3799,"[{'irony', 'hyperbole'}, {'hyperbole', 'synecdoche'}, {'irony', 'hyperbole'}, {'hyperbole', 'synecdoche'}, {'hyperbole', 'synecdoche'}, {'irony', 'hyperbole'}, {'hyperbole', 'synecdoche'}, {'Irony', 'Hyperbole'}]",Tropes,"['synecdoche', 'hyperbole']"
3799,"[{'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}, {'active'}, {'simple'}, {'simple'}, {'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}]",Predication,"['active', 'compound']"
3799,"[{'past'}, {'past'}, {'past'}, {'past'}, {'past'}, {'past'}, {'past'}, {'past'}, {'past'}]",Tense,['past']
3799,"[{'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans'}, {'humans'}, {'humans'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}]",Subject_choices,"['humans', 'abstractions']"
3799,"[{'simple', 'perfect'}, {'simple', 'perfect'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'past'}]",Aspect,['simple']
3799,"[{'indicative'}, {'indicative'}, {'indicative'}]",Mood,['indicative']
3799,"[{'subordinate', 'adjective'}, {'subordinate', 'adjective'}, {'subordinate', 'adjective'}, {'subordinate', 'adjective', 'noun'}, {'subordinate', 'adjective', 'noun'}, {'subordinate', 'adjective'}, {'subordinate', 'adjective'}, {'subordinate', 'adjective'}]",Modifying_clauses,"['subordinate', 'adjective']"
3799,"[{'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]",Modifying_phrases,"['prepositional phrases', 'single word modifiers', 'multiplying and embedding modifiers']"
3799,"[{'left branching', 'right branching', 'Periodic sentences'}, {'left branching', 'middle branching'}]",Sentence_architecture,"['Periodic sentences', 'right branching', 'left branching']"
3799,"[{'by sentence role', 'by position', 'combinations'}, {'by position'}, {'by sentence role', 'by position'}]",Emphasis,"['by position', 'combinations', 'by sentence role']"
3799,"[{'negation'}, {'negation', 'modality'}, {'negation', 'modality'}, {'negation', 'modality'}]",Verb_choices,"['modality', 'negation']"
3799,"[{'participal phrases'}, {'participal phrases'}, {'participal phrases'}]",Phrases_built_on_verbs,['participal phrases']
3799,"[{'strategic repetition'}, {'strategic repetition'}, {'strategic repetition'}]",Figures_of_argument,['strategic repetition']
3799,"[{'emphasis'}, {'emphasis'}, {'emphasis'}]",Figures_of_word_choice,['emphasis']
3799,"[{'appositives'}, {'appositives', 'resumptive modifier'}, set()]",Phrases_built_on_nouns,['appositives']
3801,"[{'Old English Core'}, {'Old English Core'}, {'Old English Core', 'Latin/Greek'}]",Language_of_origin,['Old English Core']
3801,"[{'definite/hypothesis'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}]",Lexical_and_semantic_fields,"['definite/hypothesis', 'concrete']"
3801,"[{'middle', 'clarity', 'appropriateness', 'correctness'}, {'middle', 'clarity', 'appropriateness', 'correctness'}, {'middle', 'clarity', 'appropriateness', 'correctness'}]",Language_varieties,"['correctness', 'middle', 'appropriateness', 'clarity']"
3801,"[{'irony'}, {'irony'}, {'irony'}, {'irony'}, {'irony'}]",Tropes,['irony']
3801,"[{'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}, {'active'}]",Predication,['active']
3801,"[{'present', 'future'}, {'present', 'future'}, {'present', 'future'}, {'present', 'future'}, {'present', 'future'}]",Tense,"['present', 'future']"
3801,"[{'simple'}, {'simple'}, {'simple'}]",Aspect,['simple']
3801,"[{'optative', 'indicative', 'imperative'}, {'indicative', 'imperative'}, {'optative', 'indicative', 'imperative'}]",Mood,"['indicative', 'imperative', 'optative']"
3801,[{'modality'}],Verb_choices,['modality']
3801,"[{'comparitive'}, {'comparitive'}, {'comparitive'}]",Modifying_clauses,['comparitive']
3801,"[{'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'inifinitive phrases'}, set(), set(), {'inifinitive phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}]",Modifying_phrases,"['prepositional phrases', 'single word modifiers']"
3801,"[{'left branching', 'Periodic sentences'}]",Sentence_architecture,"['Periodic sentences', 'left branching']"
3801,"[{'left branching', 'Periodic sentences'}, {'by sentence role', 'by position'}, {'by position'}, {'by position'}]",Emphasis,['by position']
3801,"[{'humans', 'slot fillers'}, {'humans', 'slot fillers'}, {'humans', 'slot fillers'}, {'humans', 'slot fillers'}]",Subject_choices,"['slot fillers', 'humans']"
3801,[],New_words_and_changing_uses,[]
370,"[{'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}]",Language_of_origin,"['Old English Core', 'Latin/Greek']"
370,"[{'indefinite/thesis'}, {'indefinite/thesis'}, {'indefinite/thesis'}, {'indefinite/thesis'}, {'indefinite/thesis'}, {'indefinite/thesis'}, {'indefinite/thesis'}]",Lexical_and_semantic_fields,['indefinite/thesis']
